Name,City,Address,Bedrooms,Price,Rent,Area,Per_Sqft_Price,Furnishing,Type
"3 BHK Flat for Sale in Purbasha Apartment, Purbasha Apartment, Howrah, Kolkata",Kolkata,Howrah,3,14500000,,1475.0,9831.0,Unfurnished,buy
"3 BHK Flat for Sale in Sonajhuri Apartment, Sonajhuri Apartment, Airport Area, Kolkata",Kolkata,Airport Area,3,4000000,,850.0,4706.0,Furnished,buy
"3 BHK Flat for Sale in Action Area 1, Kolkata",Kolkata,Action Area 1,3,8200000,,1150.0,7130.0,Semi-Furnished,buy
4 BHK House for Sale in Rahara Kolkata,Kolkata,Rahara,4,22000000,,12.0,2547.0,Unfurnished,buy
"2 BHK Flat for Sale in Baruipur Road, Kolkata",Kolkata,Baruipur Road,2,1900000,,454.0,4185.0,Semi-Furnished,buy
"3 BHK Flat for Sale in South City Complex, Kolkata",Kolkata,South City Complex,3,21500000,,1100.0,19545.0,Unfurnished,buy
"3 BHK Flat for Sale in Shrachi Greenwood Elements, Shrachi Greenwood Elements, Rajarhat, Kolkata",Kolkata,Rajarhat,3,13500000,,1830.0,7377.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Realtech Curiocity Classic, Realtech Curiocity Classic, New Town, Kolkata",Kolkata,New Town,2,5700000,,792.0,7197.0,Unfurnished,buy
4 BHK House for Sale in Agapur New Barrakpur Kolkata,Kolkata,Agapur New Barrakpur,4,11000000,,1089.0,10101.0,Semi-Furnished,buy
"6 BHK Flat for Sale in Ballygunge, Kolkata",Kolkata,Ballygunge,6,210000000,,6650.0,31579.0,Unfurnished,buy
3 BHK House for Sale in Subhasgram Kolkata,Kolkata,near Rail station,3,5700000,,1000.0,5700.0,Unfurnished,buy
"2 BHK Flat for Sale in Tollygunge Phari, Kolkata",Kolkata,Tollygunge Phari,2,5500000,,900.0,6111.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Bengal Abasan Urban Sabujayan, Bengal Abasan Urban Sabujayan, Mukundapur, Kolkata",Kolkata,Mukundapur,3,7500000,,1256.0,5971.0,Unfurnished,buy
"2 BHK Flat for Sale in Survey Park, Kolkata",Kolkata,Survey Park,2,8000000,,915.0,8743.0,Semi-Furnished,buy
3 BHK Flat for Sale in Kolkata,Kolkata,"Shanti Apartmemt, Dum Dum Can&amp;amp;#39;t, Hari Mohan Dutta Road",3,3500000,,1100.0,3182.0,Furnished,buy
"2 BHK Flat for Sale in Hiland Greens, Hiland Greens, Maheshtala, Kolkata",Kolkata,Maheshtala,2,3100000,,712.0,4354.0,Unfurnished,buy
"2 BHK Flat for Sale in Ballygunge, Kolkata",Kolkata,Ballygunge,2,12500000,,1040.0,12019.0,Furnished,buy
"4 BHK Flat for Sale in Kendriya Vihar Phase 2, Kendriya Vihar Phase 2, Birati, Kolkata",Kolkata,Birati,4,10000000,,1500.0,6667.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Behala Chowrasta, Kolkata",Kolkata,Behala Chowrasta,2,2500000,,670.0,3731.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Mankundu Station Road, Kolkata",Kolkata,Mankundu Station Road,2,3000000,,683.0,4392.0,Unfurnished,buy
"2 BHK Flat for Sale in Tollygunge, Kolkata",Kolkata,Tollygunge,2,2150000,,610.0,3525.0,Semi-Furnished,buy
"1 BHK Flat for Sale in Haridevpur, Paschim Putiary, Kolkata",Kolkata,Haridevpur,1,1450000,,450.0,3222.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Lake Mall, Lake Mall, Lake Market, Kalighat, Kolkata",Kolkata,Lake Market,2,9500000,,930.0,10215.0,Furnished,buy
"3 BHK Flat for Sale in Ballygunge, Kolkata",Kolkata,Ballygunge,3,12000000,,1425.0,8421.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Orbit Urban Park, Orbit Urban Park, New Town, Kolkata",Kolkata,New Town,3,20000000,,1550.0,12903.0,Unfurnished,buy
2 BHK House for Sale in behala Moynagore Kolkata,Kolkata,behala Moynagore,2,2200000,,900.0,2444.0,Semi-Furnished,buy
3 BHK Villa for Sale in Bally station Kolkata,Kolkata,Bally station,3,8000000,,1400.0,5714.0,Unfurnished,buy
"3 BHK Flat for Sale in RDB Regent Sonarpur Phase I, RDB Regent Sonarpur Phase I, Rajpur Sonarpur, Kolkata",Kolkata,Rajpur Sonarpur,3,7500000,,1392.0,5388.0,Unfurnished,buy
"2 BHK Flat for Sale in Sodepur, Kolkata",Kolkata,Sodepur,2,2800000,,1088.0,2574.0,Unfurnished,buy
"2 BHK Flat for Sale in Netaji Subhash Chandra Bose Road, Kolkata",Kolkata,Netaji Subhash Chandra Bose Road,2,5000000,,750.0,6667.0,Unfurnished,buy
"2 BHK Flat for Sale in Kestopur, Kolkata",Kolkata,Kestopur,2,2600000,,500.0,5200.0,Semi-Furnished,buy
"4 BHK Flat for Sale in Kasba, Kolkata",Kolkata,Kasba,4,10000000,,1190.0,8403.0,Semi-Furnished,buy
3 BHK Villa for Sale in Southern Bypass Kolkata,Kolkata,Southern Bypass,3,9900000,,1260.0,7857.0,Unfurnished,buy
"3 BHK Flat for Sale in Shyam Vihar, Shyam Vihar, Raghunathpur, Baguiati, Kolkata",Kolkata,Raghunathpur,3,7000000,,1000.0,7000.0,Unfurnished,buy
"1 BHK Flat for Sale in Gems City, Gems City, Joka, Kolkata",Kolkata,Joka,1,1980000,,412.0,4806.0,Unfurnished,buy
"3 BHK Flat for Sale in Kshetrum Aspire, Kshetrum Aspire, Behala Chowrasta, Kolkata",Kolkata,Behala Chowrasta,3,15000000,,1394.0,10760.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Godrej Prakriti Phase 3, Godrej Prakriti Phase 3, Barrackpore Trunk Road, Kolkata",Kolkata,Barrackpore Trunk Road,3,11700000,,1050.0,11143.0,Furnished,buy
"2 BHK Flat for Sale in Mukundapur, Kolkata",Kolkata,Mukundapur,2,6350000,,500.0,12700.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Purba Barisha, Kolkata",Kolkata,Purba Barisha,3,3500000,,710.0,4930.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Kshetrum Aspire, Kshetrum Aspire, Behala Chowrasta, Kolkata",Kolkata,Behala Chowrasta,3,20700000,,1920.0,10781.0,Furnished,buy
"3 BHK Flat for Sale in Action Area 1, Kolkata",Kolkata,Action Area 1,3,14500000,,1171.0,12383.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Srijan Eternia, Srijan Eternia, Madhyamgram, Kolkata",Kolkata,Madhyamgram,3,6200000,,959.0,6465.0,Furnished,buy
"1 BHK Flat for Sale in Eden Horizon, Eden Horizon, Fartabad, Garia, Kolkata",Kolkata,Fartabad,1,2700000,,410.0,6585.0,Furnished,buy
"3 BHK Flat for Sale in Airport 2 Number Gate, Kolkata",Kolkata,Airport 2 Number Gate,3,3500000,,780.0,4487.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Merlin Lakescape, Merlin Lakescape, Rajarhat, Kolkata",Kolkata,Rajarhat,3,11000000,,800.0,13750.0,Unfurnished,buy
"2 BHK Flat for Sale in Kosmic North Grande, Kosmic North Grande, Dum Dum, Kolkata",Kolkata,Dum Dum,2,5500000,,1022.0,5382.0,Unfurnished,buy
8 BHK Villa for Sale in Sector 2 Salt Lake City Kolkata,Kolkata,Sector 2 Salt Lake City,8,42000000,,4200.0,10000.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Garia, Kolkata",Kolkata,Garia,2,3700000,,711.0,5204.0,Furnished,buy
"3 BHK Flat for Sale in Pushpak Rezidency, Pushpak Rezidency, Jessore Road, Kolkata",Kolkata,Jessore Road,3,6000000,,1097.0,5469.0,Furnished,buy
"2 BHK Flat for Sale in Signum Windmere Apartments , Signum Windmere Apartments, Madhyamgram, Kolkata",Kolkata,Madhyamgram,2,6000000,,626.0,9585.0,Unfurnished,buy
"2 BHK Flat for Sale in Chak Garia, Kolkata",Kolkata,Chak Garia,2,2850000,,870.0,3276.0,Unfurnished,buy
"3 BHK Flat for Sale in Entally, Kolkata",Kolkata,Entally,3,12500000,,1265.0,9881.0,Furnished,buy
"3 BHK Flat for Sale in Diamond Plaza, Diamond Plaza, Shyamnagar, Kolkata",Kolkata,Shyamnagar,3,7000000,,1400.0,5000.0,Unfurnished,buy
6 BHK House for Sale in Kasba Kolkata,Kolkata,Kasba,6,25000000,,3000.0,8333.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Calcutta Motor Dealers, Calcutta Motor Dealers, Behala, Kolkata",Kolkata,Behala,3,10000000,,1284.0,7788.0,Semi-Furnished,buy
5 BHK Villa for Sale in Vedic Village Kolkata,Kolkata,Vedic Village,5,30000000,,5000.0,6000.0,Semi-Furnished,buy
"4 BHK Flat for Sale in Nagerbazar, Kolkata",Kolkata,Nagerbazar,4,7000000,,1305.0,5364.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Tegharia Baguiati, Kolkata",Kolkata,Teghoria,2,3000000,,675.0,4446.0,Furnished,buy
"3 BHK Flat for Sale in Ideal Aquaview, Ideal Aquaview, Sector 5 Salt Lake City, Kolkata",Kolkata,Sector 5 Salt Lake City,3,12900000,,1050.0,12286.0,Unfurnished,buy
"3 BHK Flat for Sale in Pragjyoti, Pragjyoti, Lake Range, Kolkata",Kolkata,Lake Range,3,54900000,,2400.0,22875.0,Furnished,buy
"3 BHK Flat for Sale in Bansdroni, Kolkata",Kolkata,Bansdroni,3,10000000,,1089.0,9183.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Jagatpur Ashwini Nagar, Kolkata",Kolkata,Jagatpur,2,3300000,,720.0,4583.0,Unfurnished,buy
"3 BHK Flat for Sale in Konnagar, Kolkata",Kolkata,Konnagar,3,7000000,,1933.0,3621.0,Semi-Furnished,buy
"4 BHK Flat for Sale in Jodhpur Park, Kolkata",Kolkata,Jodhpur Park,4,35000000,,2080.0,16827.0,Semi-Furnished,buy
"3 BHK Flat for Sale in New Alipore, Kolkata",Kolkata,New Alipore,3,8200000,,960.0,8542.0,Semi-Furnished,buy
"1 BHK Flat for Sale in PK Guha Road, Kolkata",Kolkata,PK Guha Road,1,1500000,,420.0,3571.0,Furnished,buy
"2 BHK Flat for Sale in Magnolia Empire, Magnolia Empire, Madhyamgram, Kolkata",Kolkata,Madhyamgram,2,5200000,,848.0,6132.0,Unfurnished,buy
"2 BHK Flat for Sale in New Alipore, Kolkata",Kolkata,New Alipore,2,10000000,,1250.0,8000.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Serampore, Kolkata",Kolkata,Serampore,3,3400000,,1018.0,3340.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Nabapally Barasat, Kolkata",Kolkata,Nabapally Barasat,3,4200000,,1000.0,4200.0,Semi-Furnished,buy
"5 BHK Flat for Sale in Behala, Kolkata",Kolkata,Behala,5,4000000,,1000.0,4000.0,Unfurnished,buy
"2 BHK Flat for Sale in Katyayani Apartment, Katyayani Apartment, Dum Dum, Kolkata",Kolkata,Dum Dum,2,6500000,,850.0,7647.0,Furnished,buy
"4 BHK Flat for Sale in Srijan Natura, Srijan Natura, New Alipore, Kolkata",Kolkata,New Alipore,4,23100000,,1552.0,14884.0,Unfurnished,buy
"3 BHK Flat for Sale in Birati, Kolkata",Kolkata,Birati,3,7500000,,1900.0,3947.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Sureka Elita Garden Vista, Sureka Elita Garden Vista, New Town, Kolkata",Kolkata,New Town,2,9500000,,1080.0,8796.0,Furnished,buy
"3 BHK Flat for Sale in Green Park Narendrapur, Kolkata",Kolkata,Green Park Narendrapur,3,5800000,,1120.0,5179.0,Furnished,buy
"2 BHK Flat for Sale in Barisha, Kolkata",Kolkata,Barisha,2,3400000,,700.0,4857.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Eden City Maheshtala, Eden City Maheshtala, Maheshtala, Kolkata",Kolkata,Maheshtala,3,5500000,,1515.0,3630.0,Furnished,buy
"4 BHK Flat for Sale in PS ONE10, PS ONE10, New Town, Kolkata",Kolkata,New Town,4,32500000,,1900.0,17105.0,Unfurnished,buy
"4 BHK Flat for Sale in Shree Nijo Neer, Shree Nijo Neer, Behala, Kolkata",Kolkata,Behala,4,9000000,,1760.0,5113.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Bediapara North Dumdum, Kolkata",Kolkata,Bediapara North Dumdum,2,3500000,,760.0,4605.0,Unfurnished,buy
"4 BHK Flat for Sale in Ballygunge Park, Ballygunge, Kolkata",Kolkata,Ballygunge Park,4,60000000,,2500.0,24000.0,Furnished,buy
"3 BHK Flat for Sale in Shobhabazar, Kolkata",Kolkata,Shobha Bazar,3,45000000,,1230.0,36585.0,Unfurnished,buy
"2 BHK House for Sale in Baishnabghata Patuli Township, Patuli Kolkata",Kolkata,Baishnabghata Patuli Township,2,4000000,,1700.0,2353.0,Unfurnished,buy
"2 BHK Flat for Sale in M V Indraprastha Apartment, M V Indraprastha Apartment, Tegharia Baguiati, Kolkata",Kolkata,Teghoria,2,2200000,,550.0,4000.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Kayastopara, Haltu, Kolkata",Kolkata,Kayastopara,3,4500000,,750.0,6000.0,Furnished,buy
5 BHK House for Sale in Motilal Nehru Road Kolkata,Kolkata,Motilal Nehru Road,5,13000000,,1600.0,8125.0,Unfurnished,buy
"2 BHK Flat for Sale in Rajarhat, Kolkata",Kolkata,Rajarhat,2,4500000,,900.0,5000.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Kanchrapara, Kolkata",Kolkata,Kanchrapara,2,2200000,,760.0,2895.0,Semi-Furnished,buy
2 BHK House for Sale in Durgapur Kolkata,Kolkata,Durgapur,2,2500000,,1200.0,2083.0,Unfurnished,buy
"2 BHK Flat for Sale in Garia, Kolkata",Kolkata,Garia,2,3380000,,750.0,4500.0,Unfurnished,buy
"3 BHK Flat for Sale in Rajat Avante, Rajat Avante, Joka, Kolkata",Kolkata,Joka,3,5200000,,734.0,7084.0,Unfurnished,buy
7 BHK House for Sale in Bansdroni Kolkata,Kolkata,Bansdroni,7,53500000,,2600.0,20577.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Patuli, Kolkata",Kolkata,Patuli,2,3500000,,680.0,5147.0,Unfurnished,buy
"2 BHK Flat for Sale in Mereit Gardenia, Mereit Gardenia, Alipore, Kolkata",Kolkata,Alipore,2,4200000,,910.0,4615.0,Furnished,buy
"2 BHK Flat for Sale in H B Town, Sodepur, Kolkata",Kolkata,H B Town,2,1600000,,500.0,3200.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Eden City Maheshtala, Eden City Maheshtala, Maheshtala, Kolkata",Kolkata,Maheshtala,3,4200000,,1236.0,3398.0,Semi-Furnished,buy
1 BHK Flat for Sale in Kolkata,Kolkata,Basanta Complex,1,1800000,,409.0,4401.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Hindmotor, Kolkata",Kolkata,Hindmotor,2,2280000,,850.0,2676.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Sudrishti, Sudrishti, Netaji Nagar, Kolkata",Kolkata,Netaji Nagar,3,11000000,,1230.0,8943.0,Semi-Furnished,buy
"1 BHK Flat for Sale in New Town, Kolkata",Kolkata,New Town,1,2200000,,400.0,5500.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Action Area 2B, Kolkata",Kolkata,Action Area 2B,3,8500000,,1188.0,7155.0,Furnished,buy
"2 BHK Flat for Sale in Dhakuria, Kolkata",Kolkata,Dhakuria,2,3500000,,650.0,5385.0,Semi-Furnished,buy
> 10 BHK House for Sale in New Alipore Kolkata,Kolkata,New Alipore,10,90000000,,7000.0,12857.0,Furnished,buy
"3 BHK Flat for Sale in Gokul, Gokul, Howrah, Kolkata",Kolkata,Howrah,3,3500000,,694.0,5043.0,Unfurnished,buy
"2 BHK Flat for Sale in Kaikhali, Kolkata",Kolkata,Kaikhali,2,4500000,,855.0,5263.0,Unfurnished,buy
"2 BHK Flat for Sale in Peerless Nagar, Peerless Nagar, Sodepur, Kolkata",Kolkata,Sodepur,2,2600000,,639.0,4069.0,Unfurnished,buy
3 BHK House for Sale in Jirat Kolkata,Kolkata,Jirat,3,4500000,,768.0,5859.0,Unfurnished,buy
"4 BHK Flat for Sale in Swastik, Swastik, Bansdroni, Kolkata",Kolkata,Bansdroni,4,9000000,,1000.0,9000.0,Unfurnished,buy
"3 BHK Flat for Sale in Shree Bhumi, Patipukur, Kolkata",Kolkata,Shree Bhumi,3,6000000,,1100.0,5455.0,Furnished,buy
2 BHK Flat for Sale in Kolkata,Kolkata,jadavpur bijoygarh,2,2900000,,712.0,4073.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Siddhi Vinayak Apartment, Siddhi Vinayak Apartment, Bansdroni, Kolkata",Kolkata,Bansdroni,2,3950000,,776.0,5090.0,Unfurnished,buy
"3 BHK Flat for Sale in Su Casa II, Su Casa II, Garia, Kolkata",Kolkata,Garia,3,4800000,,800.0,6000.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Prasad Rare Earth, Prasad Rare Earth, Narkeldanga, Kolkata",Kolkata,Narkeldanga,3,23000000,,1583.0,14529.0,Unfurnished,buy
"2 BHK Flat for Sale in Shriram Grand One, Shriram Grand One, Uttarpara Chinsurah, Kolkata",Kolkata,Uttarpara,2,3500000,,827.0,4232.0,Unfurnished,buy
"3 BHK Flat for Sale in Primarc Southwinds, Primarc Southwinds, Rajpur Sonarpur, Kolkata",Kolkata,Rajpur Sonarpur,3,7800000,,1264.0,6171.0,Unfurnished,buy
3 BHK House for Sale in Ganguly Bagan Vidyasagar Colony Kolkata,Kolkata,Ganguly Bagan Vidyasagar Colony,3,7000000,,1600.0,4375.0,Unfurnished,buy
"3 BHK Flat for Sale in Eden City Maheshtala, Eden City Maheshtala, Maheshtala, Kolkata",Kolkata,Maheshtala,3,4200000,,1236.0,3398.0,Furnished,buy
"3 BHK Flat for Sale in Mrinalini Apartment, Mrinalini Apartment, Tollygunge, Kolkata",Kolkata,Tollygunge,3,3200000,,860.0,3720.0,Unfurnished,buy
"2 BHK Flat for Sale in Unimark Lakewood Estate, Unimark Lakewood Estate, Patuli, Kolkata",Kolkata,Patuli,2,7800000,,886.0,8804.0,Unfurnished,buy
"3 BHK Flat for Sale in GODREJ BLUE, GODREJ BLUE, New Alipore, Kolkata",Kolkata,New Alipore,3,28000000,,2085.0,13429.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Pratapgarh Kamalgachhi More, Kolkata",Kolkata,Pratapgarh Kamalgachhi More,3,6600000,,870.0,7586.0,Unfurnished,buy
"4 BHK Flat for Sale in Sugam Sabuj, Sugam Sabuj, Narendrapur Rajpur Sonarpur, Kolkata",Kolkata,Narendrapur,4,13800000,,1510.0,9139.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",Kolkata,Action Area 3,3,5200000,,901.0,5771.0,Unfurnished,buy
"2 BHK Flat for Sale in Parnasree Palli, Kolkata",Kolkata,Parnasree,2,3200000,,707.0,4526.0,Unfurnished,buy
"2 BHK Flat for Sale in Display Vinimay Urban Greens, Display Vinimay Urban Greens, Rajarhat Main Road, Kolkata",Kolkata,Rajarhat Main Road,2,7500000,,714.0,10504.0,Unfurnished,buy
"4 BHK Flat for Sale in Sunny Towers, Sunny Towers, Ballygunge, Kolkata",Kolkata,Ballygunge,4,60000000,,3200.0,18750.0,Unfurnished,buy
"3 BHK Flat for Sale in Heysham Road, Kolkata",Kolkata,Heysham Road,3,17000000,,1250.0,13600.0,Unfurnished,buy
"2 BHK Flat for Sale in Bally, Kolkata",Kolkata,Bally,2,1850000,,600.0,3083.0,Unfurnished,buy
"3 BHK Flat for Sale in Shapoorji Paloonji Sukhobristi, Shapoorji Paloonji Sukhobristi, New Town, Kolkata",Kolkata,New Town,3,6300000,,700.0,9000.0,Unfurnished,buy
5 BHK House for Sale in Salt Lake City Kolkata,Kolkata,Salt Lake City,5,33000000,,2280.0,14474.0,Furnished,buy
"1 BHK Flat for Sale in Mani Towers, Mani Towers, New Alipore, Kolkata",Kolkata,New Alipore,1,4200000,,669.0,6278.0,Unfurnished,buy
"4 BHK Flat for Sale in Emami City, Emami City, Jessore Road, Kolkata",Kolkata,Jessore Road,4,23000000,,2520.0,9127.0,Unfurnished,buy
"3 BHK Flat for Sale in Kalikapur Road, Kolkata",Kolkata,Kalikapur Road,3,6780000,,1358.0,4989.0,Unfurnished,buy
"3 BHK Flat for Sale in Bengal Abasan Urban Sabujayan, Bengal Abasan Urban Sabujayan, Mukundapur, Kolkata",Kolkata,Mukundapur,3,6360000,,1271.0,5000.0,Unfurnished,buy
"3 BHK Flat for Sale in DHAARA VINAYAK, DHAARA VINAYAK, Barrackpore, Kolkata",Kolkata,Barrackpore,3,4910000,,1365.0,3600.0,Unfurnished,buy
"3 BHK Flat for Sale in Motilal Gupta Road, Kolkata",Kolkata,Motilal Gupta Road,3,4500000,,1062.0,4237.0,Unfurnished,buy
"3 BHK Flat for Sale in Howrah, Kolkata",Kolkata,Howrah,3,3500000,,800.0,4375.0,Unfurnished,buy
"2 BHK Flat for Sale in Tollygunge, Kolkata",Kolkata,Tollygunge,2,5000000,,850.0,5882.0,Unfurnished,buy
"2 BHK Flat for Sale in Primarc Southwinds, Primarc Southwinds, Harinavi, Kolkata",Kolkata,Harinavi,2,6000000,,600.0,10000.0,Unfurnished,buy
"3 BHK Flat for Sale in SGIL Residenzza, SGIL Residenzza, Manikpur Rajbari, Kolkata",Kolkata,Manikpur,3,9000000,,1000.0,9000.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Ramgarh Garia, Kolkata",Kolkata,Ramgarh,2,3000000,,650.0,4615.0,Unfurnished,buy
3 BHK House for Sale in Ballygunge Kolkata,Kolkata,Ballygunge,3,25000000,,2000.0,12500.0,Furnished,buy
"2 BHK Flat for Sale in Jupiter Niharika, Jupiter Niharika, Gora Bazar, Dum Dum, Kolkata",Kolkata,Gora Bazar,2,3800000,,887.0,4284.0,Furnished,buy
"4 BHK Flat for Sale in PS Rain Tree, PS Rain Tree, Kankurgachi, Kolkata",Kolkata,Kankurgachi,4,23000000,,2224.0,10342.0,Unfurnished,buy
"3 BHK Flat for Sale in Genexx Valley, Genexx Valley, Joka, Kolkata",Kolkata,Joka,3,4600000,,1035.0,4444.0,Unfurnished,buy
"3 BHK Flat for Sale in DTC Southern Heights, DTC Southern Heights, Joka, Kolkata",Kolkata,Joka,3,6200000,,798.0,7769.0,Semi-Furnished,buy
"3 BHK Flat for Rent in Sherwood Estate, Sherwood Estate, Narendrapur Rajpur Sonarpur, Kolkata",Kolkata,Narendrapur,3,,28000,1100.0,25.0,Unfurnished,rent
"3 BHK Flat for Rent in Upohar The Condoville, Upohar The Condoville, Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,3,,57000,1966.0,29.0,Semi-Furnished,rent
"3 BHK Flat for Rent in South City, South City, Prince Anwar Shah Road, Kolkata",Kolkata,Prince Anwar Shah Road,3,,80000,1550.0,52.0,Furnished,rent
"3 BHK Flat for Rent in TATA Avenida, TATA Avenida, New Town, Kolkata",Kolkata,New Town,3,,75000,1715.0,44.0,Furnished,rent
"4 BHK Flat for Rent in South City, South City, Prince Anwar Shah Road, Kolkata",Kolkata,Prince Anwar Shah Road,4,,90000,2045.0,44.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Hiland Park, Hiland Park, Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,3,,35000,1264.0,28.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Udita Apartments, Udita Apartments, Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,3,,55000,2130.0,26.0,Semi-Furnished,rent
"2 BHK Flat for Rent in Anik One Rajarhat, Anik One Rajarhat, New Town, Kolkata",Kolkata,New Town,2,,51000,1244.0,41.0,Semi-Furnished,rent
"4 BHK Flat for Rent in Ambuja Utalika The Condoville, Ambuja Utalika The Condoville, Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,4,,120000,3140.0,37.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Mani Megh Mani, Mani Megh Mani, Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,3,,100000,1900.0,53.0,Furnished,rent
"3 BHK Flat for Rent in Deerekha Urban Heights, Deerekha Urban Heights, Kasba, Kolkata",Kolkata,Kasba,3,,46000,965.0,48.0,Unfurnished,rent
"3 BHK Flat for Rent in Diamond City South, Diamond City South, Tollygunge, Kolkata",Kolkata,Tollygunge,3,,34000,1416.0,24.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Bengal Peerless Avidipta Phase 2, Bengal Peerless Avidipta Phase 2, Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,3,,110000,1675.0,66.0,Furnished,rent
"4 BHK Flat for Rent in Ballygunge Park Road, Kolkata",Kolkata,Ballygunge Park Road,4,,230000,3600.0,64.0,Semi-Furnished,rent
"3 BHK Flat for Rent in PS ONE10, PS ONE10, New Town, Kolkata",Kolkata,New Town,3,,55000,756.0,73.0,Unfurnished,rent
"2 BHK Flat for Rent in Paddapukur, Bhawanipur, Kolkata",Kolkata,Paddapukur,2,,50000,1100.0,45.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Green Vista, Green Vista, Chinar Park, Rajarhat, Kolkata",Kolkata,Chinar Park,3,,27000,1203.0,22.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Greenwood Sonata, Greenwood Sonata, New Town, Kolkata",Kolkata,New Town,3,,49000,1846.0,27.0,Furnished,rent
"3 BHK Flat for Rent in Rameswara Apartment, Rameswara Apartment, Bhowanipore, Kolkata",Kolkata,Bhawanipur,3,,150000,1800.0,83.0,Furnished,rent
"3 BHK Flat for Rent in Lake District, Lake District, Phool Bagan Kankurgachi, Kolkata",Kolkata,Phool Bagan,3,,45000,1650.0,27.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Action Area 2, Kolkata",Kolkata,Action Area 2,3,,22000,1250.0,18.0,Unfurnished,rent
"3 BHK Flat for Rent in Fort Oasis, Fort Oasis, Ballygunge, Kolkata",Kolkata,Ballygunge,3,,70000,1900.0,37.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Unitech Uniworld Heights, Unitech Uniworld Heights, Action Area 3, Kolkata",Kolkata,Action Area 3,3,,37000,1400.0,26.0,Semi-Furnished,rent
"2 BHK Flat for Rent in Salkia, Kolkata",Kolkata,Salkia,2,,20000,820.0,24.0,Semi-Furnished,rent
2 BHK Flat for Rent in Kolkata,Kolkata,near quest Mall gate no 3,2,,100000,1222.0,82.0,Furnished,rent
2 BHK Flat for Rent in Kolkata,Kolkata,Gopal Kunja,2,,18000,1150.0,16.0,Unfurnished,rent
"2 BHK Flat for Rent in Ultadanga, Kolkata",Kolkata,Ultadanga,2,,15000,912.0,16.0,Semi-Furnished,rent
"2 BHK Flat for Rent in Bansdroni Government Colony, Kolkata",Kolkata,Bansdroni Government Colony,2,,3500,800.0,4.0,Semi-Furnished,rent
"1 BHK Flat for Rent in Purbapara Kamdahari, Kolkata",Kolkata,Purbapara Kamdahari,1,,10000,450.0,22.0,Unfurnished,rent
"4 BHK Flat for Rent in PS ONE10, PS ONE10, New Town, Kolkata",Kolkata,New Town,4,,65000,2250.0,29.0,Semi-Furnished,rent
"3 BHK Flat for Rent in Uniworld City, Uniworld City, Action Area 3, Kolkata",Kolkata,Action Area 3,3,,50000,1925.0,26.0,Furnished,rent
"2 BHK Flat for Rent in Survey Park, Kolkata",Kolkata,Survey Park,2,,15000,640.0,23.0,Unfurnished,rent
