Name,City,Address,Bedrooms,Price,Rent,Area,Per_Sqft_Price,Furnishing,Type
"2 BHK Flat for Sale in Naktala, Naktala, Naktala, Garia, Kolkata",Kolkata,Naktala,2,3000000,,500.0,6000.0,Unfurnished,buy
"3 BHK Flat for Sale in Balaji Marigold, Balaji Marigold, Behala, Kolkata",Kolkata,Behala,3,5200000,,832.0,6250.0,Unfurnished,buy
"2 BHK Flat for Sale in Nathany Shrivats, Nathany Shrivats, Tollygunge, Kolkata",Kolkata,Tollygunge,2,5700000,,919.0,6202.0,Unfurnished,buy
"3 BHK Flat for Sale in Sapnil Residency, Sapnil Residency, Bonhooghly, Kolkata",Kolkata,Bonhooghly,3,7550000,,1212.0,6229.0,Unfurnished,buy
"2 BHK Flat for Sale in Barrackpore, Kolkata",Kolkata,Barrackpore,2,3000000,,820.0,3659.0,Semi-Furnished,buy
"4 BHK Flat for Sale in Jodhpur Park, Kolkata",Kolkata,Jodhpur Park,4,20000000,,1473.0,13578.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Khardaha, Kolkata",Kolkata,Khardah,2,3500000,,800.0,4375.0,Furnished,buy
"2 BHK Flat for Sale in Gurukripa Diamond Park Exotica, Gurukripa Diamond Park Exotica, Diamond Park, Joka, Kolkata",Kolkata,Diamond Park,2,4100000,,760.0,5395.0,Unfurnished,buy
4 BHK Villa for Sale in Sector 2 Salt Lake City Kolkata,Kolkata,Sector 2 Salt Lake City,4,21000000,,1050.0,20000.0,Unfurnished,buy
"2 BHK Flat for Sale in Radhakrishna Apartment, Radhakrishna Apartment, Rajpur Sonarpur, Kolkata",Kolkata,Rajpur Sonarpur,2,2800000,,750.0,3733.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Merlin Vasundhara, Merlin Vasundhara, Behala, Kolkata",Kolkata,Behala,3,6500000,,928.0,7004.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Parvati Garden, Parvati Garden, Birati, Kolkata",Kolkata,Birati,2,3900000,,936.0,4167.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Asian Habitat 64, Asian Habitat 64, Howrah, Kolkata",Kolkata,Howrah,3,4900000,,900.0,5444.0,Furnished,buy
"3 BHK Flat for Sale in PS The 102, PS The 102, Joka, Kolkata",Kolkata,Joka,3,6000000,,646.0,9288.0,Unfurnished,buy
"2 BHK Flat for Sale in Naktala, Garia, Kolkata",Kolkata,Naktala,2,4750000,,715.0,6643.0,Unfurnished,buy
"2 BHK Flat for Sale in Ithemba Arista, Ithemba Arista, Chandannagar, Hooghly-Chinsurah, Kolkata",Kolkata,Chandannagar,2,3000000,,600.0,5000.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Larica Tolly, Larica Tolly, Dhali Para Paschim Putiary, Kolkata",Kolkata,Dhali Para,3,4300000,,1059.0,4060.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Fortune Heights Barasat, Fortune Heights Barasat, Barasat, Kolkata",Kolkata,Barasat,2,3900000,,828.0,4710.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Surya Nagar Colony, Kolkata",Kolkata,Surya Nagar Colony,2,2500000,,600.0,4167.0,Semi-Furnished,buy
7 BHK House for Sale in Southern Avenue Kolkata,Kolkata,Southern Avenue,7,127500000,,5000.0,25500.0,Furnished,buy
"4 BHK Villa for Sale in Gems City, Joka Kolkata",Kolkata,Joka,4,8600000,,1200.0,7167.0,Furnished,buy
"2 BHK Flat for Sale in Amrit Tower, Amrit Tower, Salt Lake City, Kolkata",Kolkata,Salt Lake City,2,2250000,,800.0,2813.0,Semi-Furnished,buy
"3 BHK Flat for Sale in New Alipore, Kolkata",Kolkata,New Alipore,3,7500000,,1050.0,7143.0,Semi-Furnished,buy
"1 BHK Flat for Sale in Agarpara, Kolkata",Kolkata,Agarpara,1,700000,,343.0,2041.0,Unfurnished,buy
"2 BHK Flat for Sale in Eden Flora, Eden Flora, Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,2,4600000,,903.0,5094.0,Unfurnished,buy
6 BHK House for Sale in Hazra Road Kolkata,Kolkata,Hazra Road,6,52500000,,4692.0,11189.0,Semi-Furnished,buy
5 BHK House for Sale in Kasba Kolkata,Kolkata,Kasba,5,30000000,,3600.0,8333.0,Unfurnished,buy
"3 BHK Flat for Sale in Manicktala, Kolkata",Kolkata,Manicktala,3,16500000,,1403.0,11760.0,Unfurnished,buy
"2 BHK Flat for Sale in Sukhpally, Haltu, Kolkata",Kolkata,Sukhpally,2,5100000,,656.0,7774.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Puspanjali, Puspanjali, New Garia, Garia, Kolkata",Kolkata,New Garia,2,3600000,,707.0,5092.0,Unfurnished,buy
"2 BHK Flat for Sale in Sisirkunja, Sisirkunja, Madhyamgram, Kolkata",Kolkata,Madhyamgram,2,3500000,,624.0,5609.0,Semi-Furnished,buy
"3 BHK House for Sale in Mahamaya Tala, Garia Kolkata",Kolkata,Mahamaya Tala,3,8200000,,1600.0,5125.0,Unfurnished,buy
"2 BHK Flat for Sale in Kestopur, Kolkata",Kolkata,Kestopur,2,3600000,,504.0,7143.0,Furnished,buy
"2 BHK Flat for Sale in Dum Dum, Kolkata",Kolkata,Dum Dum,2,2750000,,410.0,6705.0,Unfurnished,buy
"3 BHK Flat for Sale in Fortune Township, Fortune Township, Barasat, Kolkata",Kolkata,Barasat,3,4650000,,1290.0,3605.0,Semi-Furnished,buy
4 BHK House for Sale in Uchhepota Kolkata,Kolkata,Uchhepota,4,5800000,,1400.0,4143.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Greenfield City, Greenfield City, Shibrampur, Shibrampur Mauza, Kolkata",Kolkata,Shibrampur,3,5200000,,1084.0,4797.0,Furnished,buy
"2 BHK Flat for Sale in Dash Drone, Rajarhat Newtown, Kolkata",Kolkata,Dash Drone,2,2550000,,539.0,4731.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Greenfield Elegance, Greenfield Elegance, New Town, Kolkata",Kolkata,New Town,3,11500000,,1100.0,10455.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Nayabad, Kolkata",Kolkata,Nayabad,2,4500000,,750.0,6000.0,Unfurnished,buy
"2 BHK Flat for Sale in Ramchandrapur Narendrapur, Kolkata",Kolkata,Ramchandrapur,2,5300000,,812.0,6527.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Motijheel Avenue, Kolkata",Kolkata,Motijheel Avenue,2,4000000,,850.0,4706.0,Semi-Furnished,buy
"2 BHK Flat for Sale in KIC Raj Laxmi, KIC Raj Laxmi, Paddapukur, Bhawanipur, Kolkata",Kolkata,Paddapukur,2,12000000,,880.0,13636.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Subhas Apartment, Subhas Apartment, New Garia, Garia, Kolkata",Kolkata,New Garia,3,5500000,,1000.0,5500.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Ajoy Nagar Santoshpur, Kolkata",Kolkata,Ajoynagar,2,6300000,,803.0,7846.0,Semi-Furnished,buy
6 BHK House for Sale in Tangra Kolkata,Kolkata,Tangra,6,7500000,,1082.0,6932.0,Unfurnished,buy
"2 BHK Flat for Sale in Block O New Alipore, Kolkata",Kolkata,Block O New Alipore,2,13000000,,872.0,14908.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Hussainpur, Kolkata",Kolkata,Hussainpur,3,9400000,,900.0,10444.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Surya Tower, Surya Tower, Behala, Kolkata",Kolkata,Behala,2,3400000,,660.0,5152.0,Unfurnished,buy
"3 BHK Flat for Sale in New Town, Kolkata",Kolkata,New Town,3,7900000,,980.0,8061.0,Unfurnished,buy
"2 BHK Flat for Sale in Santoshpur, Kolkata",Kolkata,Santoshpur,2,3900000,,600.0,6500.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Behala, Kolkata",Kolkata,Behala,3,3600000,,700.0,5143.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Diamond Park, Joka, Kolkata",Kolkata,Diamond Park,2,3000000,,766.0,3916.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Behala, Kolkata",Kolkata,Behala,2,3400000,,660.0,5152.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Dum Dum Park, Kolkata",Kolkata,Dum Dum Park,2,4200000,,750.0,5600.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Vijaylakshmi Pleasant Palace, Vijaylakshmi Pleasant Palace, Narendrapur Rajpur Sonarpur, Kolkata",Kolkata,Narendrapur,2,3400000,,675.0,5037.0,Unfurnished,buy
"3 BHK Flat for Sale in Merlin Urvan, Merlin Urvan, Dum Dum, Kolkata",Kolkata,Dum Dum,3,11800000,,674.0,17507.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Action Area 1, Kolkata",Kolkata,Action Area 1,3,9500000,,680.0,13971.0,Furnished,buy
"3 BHK Flat for Sale in Amar Jyoti, Amar Jyoti, Alipore, Kolkata",Kolkata,Alipore,3,28000000,,2200.0,12727.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Kamdahari, Kolkata",Kolkata,Kamdahari,2,3500000,,650.0,5385.0,Furnished,buy
"3 BHK Flat for Sale in Avani Orchid, Avani Orchid, Behala, Kolkata",Kolkata,Behala,3,8500000,,1126.0,7549.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Dream Park, Dream Park, Kamalgachhi More, Garia, Kolkata",Kolkata,Kamalgachhi More,3,4500000,,900.0,5000.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Rupasi Abasan, Rupasi Abasan, Rajarhat, Kolkata",Kolkata,Rajarhat,3,4700000,,880.0,5341.0,Unfurnished,buy
"2 BHK Flat for Sale in Netaji Subhash Chandra Bose Road, Kolkata",Kolkata,Netaji Subhash Chandra Bose Road,2,2700000,,780.0,3462.0,Furnished,buy
"2 BHK Flat for Sale in Ideal Regency, Ideal Regency, Behala, Kolkata",Kolkata,Behala,2,5700000,,848.0,6722.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Bramhapur, Kolkata",Kolkata,Brahmapur,2,3000000,,705.0,4255.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Bishnupur Rajarhat, Kolkata",Kolkata,Bishnupur Rajarhat,3,4700000,,675.0,6963.0,Unfurnished,buy
"4 BHK Flat for Sale in Vedic Green Tech City, Vedic Green Tech City, Rajarhat, Kolkata",Kolkata,Rajarhat,4,8560000,,2000.0,4280.0,Unfurnished,buy
"2 BHK Flat for Sale in Hiland Greens, Hiland Greens, Batanagar, Kolkata",Kolkata,Batanagar,2,2800000,,447.0,6264.0,Unfurnished,buy
"2 BHK Flat for Sale in Santoshpur, Kolkata",Kolkata,Santoshpur,2,3400000,,750.0,4533.0,Furnished,buy
"2 BHK Flat for Sale in team taurus kabya, team taurus kabya, Rajarhat Main Road, Kolkata",Kolkata,Rajarhat Main Road,2,6800000,,744.0,9140.0,Furnished,buy
"3 BHK Flat for Sale in Merlin Cambridge, Merlin Cambridge, Tollygunge, Kolkata",Kolkata,Tollygunge,3,36500000,,1840.0,19837.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Desh Bandhu Nagar Baguiati, Kolkata",Kolkata,Desh Bandhu Nagar,2,4700000,,816.0,5760.0,Furnished,buy
"2 BHK Flat for Sale in Vedic Village, Kolkata",Kolkata,Vedic Village,2,6000000,,760.0,7895.0,Unfurnished,buy
"2 BHK Flat for Sale in Kasba, Kolkata",Kolkata,Kasba,2,6000000,,760.0,7895.0,Semi-Furnished,buy
"1 BHK Flat for Sale in Garia, Kolkata",Kolkata,Garia,1,2800000,,350.0,8000.0,Furnished,buy
"2 BHK Flat for Sale in Bakultala Behala, Kolkata",Kolkata,Bakultala,2,2800000,,553.0,5063.0,Unfurnished,buy
"2 BHK Flat for Sale in Narendrapur Rajpur Sonarpur, Kolkata",Kolkata,Narendrapur,2,3200000,,605.0,5289.0,Unfurnished,buy
"1 BHK Flat for Sale in New Suvada Apartments, New Suvada Apartments, Naktala, Garia, Kolkata",Kolkata,Naktala,1,2000000,,450.0,4444.0,Semi-Furnished,buy
3 BHK House for Sale in Barasat Kolkata,Kolkata,Barasat,3,2400000,,1000.0,2400.0,Semi-Furnished,buy
"2 BHK Flat for Sale in GM Meena Surya, GM Meena Surya, New Town, Kolkata",Kolkata,New Town,2,2600000,,578.0,4498.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Ballygunge, Kolkata",Kolkata,Ballygunge,3,16000000,,1500.0,10667.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Eden City Maheshtala, Eden City Maheshtala, Maheshtala, Kolkata",Kolkata,Maheshtala,3,5000000,,1377.0,3631.0,Unfurnished,buy
"2 BHK Flat for Sale in Jadavpur Central Road, Kolkata",Kolkata,Jadavpur Central Road,2,5200000,,704.0,7386.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Avion, Avion, Rajarhat, Kolkata",Kolkata,Rajarhat,2,4500000,,891.0,5051.0,Furnished,buy
"2 BHK Flat for Sale in Shibpur, Kolkata",Kolkata,Shibpur,2,3500000,,800.0,4375.0,Furnished,buy
"3 BHK Flat for Sale in Sector 1 Salt Lake City, Kolkata",Kolkata,Sector 1 Salt Lake City,3,14500000,,1250.0,11600.0,Unfurnished,buy
"2 BHK Flat for Sale in Santoshpur, Kolkata",Kolkata,Santoshpur,2,2800000,,500.0,5600.0,Unfurnished,buy
"3 BHK Flat for Sale in Shree Apartment, Shree Apartment, Shree Bhumi, Patipukur, Kolkata",Kolkata,Shree Bhumi,3,4000000,,900.0,4444.0,Unfurnished,buy
"5 BHK Flat for Sale in KIC Salt Lake Private property, KIC Salt Lake Private property, Salt Lake City, Kolkata",Kolkata,Salt Lake City,5,24000000,,1720.0,13953.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Sodepur, Kolkata",Kolkata,Sodepur,2,3500000,,676.0,5178.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Kasba Housing, Kasba Housing, Kasba, Kolkata",Kolkata,Kasba,2,4000000,,750.0,5333.0,Semi-Furnished,buy
"1 BHK Flat for Sale in Lake Gardens, Kolkata",Kolkata,Lake Gardens,1,4000000,,491.0,8147.0,Furnished,buy
"2 BHK Flat for Sale in Siddha Town, Siddha Town, Madhyamgram, Kolkata",Kolkata,Madhyamgram,2,4200000,,748.0,5615.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Madurdaha, Hussainpur, Kolkata",Kolkata,Madurdaha,3,7500000,,950.0,7895.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Sankalpa 2, Sankalpa 2, Rajarhat, Kolkata",Kolkata,Rajarhat,3,17500000,,1435.0,12195.0,Unfurnished,buy
"3 BHK Flat for Sale in Action Area 3, Kolkata",Kolkata,Action Area 3,3,6500000,,1040.0,6250.0,Unfurnished,buy
"2 BHK Flat for Sale in Mahamaya Tala, Garia, Kolkata",Kolkata,Mahamaya Tala,2,3490000,,664.0,5250.0,Unfurnished,buy
"2 BHK Flat for Sale in Shantineerh Apartment, Shantineerh Apartment, Joka, Kolkata",Kolkata,Joka,2,2800000,,857.0,3267.0,Unfurnished,buy
9 BHK House for Sale in Sonarpur Kolkata,Kolkata,Sonarpur,9,9900000,,2830.0,3498.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Mukundapur, Kolkata",Kolkata,Mukundapur,3,6600000,,946.0,6977.0,Semi-Furnished,buy
5 BHK House for Sale in Block AE Sector 1 Salt Lake City Kolkata,Kolkata,Block AE Sector 1 Salt Lake City,5,38000000,,2500.0,15200.0,Furnished,buy
"1 BHK Flat for Sale in Dum Dum Cantonment, Kolkata",Kolkata,"Anil abasan, 163/2 Laxmi narayan road,kolkata 700065 land mark rakhadas mistir dokan",1,1250000,,340.0,3676.0,Unfurnished,buy
"1 BHK Flat for Sale in Jheel Tower, Jheel Tower, Jheel Road, Kolkata",Kolkata,Jheel Road,1,2650000,,350.0,7571.0,Furnished,buy
"2 BHK Flat for Sale in Diamond Villa, Diamond Villa, Krishnapur Kestopur, Kolkata",Kolkata,Krishnapur,2,3700000,,650.0,5692.0,Furnished,buy
"2 BHK Flat for Sale in Haltu, Kolkata",Kolkata,Haltu,2,4600000,,625.0,7360.0,Semi-Furnished,buy
"3 BHK Flat for Sale in The Banyan Tree Sunland Residency, The Banyan Tree Sunland Residency, Bablatala, Gopalpur Gram, Kolkata",Kolkata,Bablatala,3,9950000,,1164.0,8548.0,Furnished,buy
"2 BHK Flat for Sale in Manton, Kolkata",Kolkata,Manton,2,2700000,,485.0,5567.0,Unfurnished,buy
"4 BHK Flat for Sale in Beleghata, Kolkata",Kolkata,Beleghata,4,26500000,,2136.0,12409.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Baguiati, Kolkata",Kolkata,Baguiati,3,9200000,,1300.0,7077.0,Semi-Furnished,buy
"3 BHK Flat for Sale in PS ZEN, PS ZEN, Topsia, Kolkata",Kolkata,Topsia,3,31000000,,1504.0,20612.0,Unfurnished,buy
"3 BHK Flat for Sale in Ideal Heights, Ideal Heights, Sealdah, Raja Bazar, Kolkata",Kolkata,Sealdah,3,21600000,,1155.0,18741.0,Furnished,buy
> 10 BHK House for Sale in Raja Ram Mohan Sarani Road Kolkata,Kolkata,Raja Ram Mohan Sarani Road,10,23000000,,3570.0,6443.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Kankulia, Dhakuria, Kolkata",Kolkata,Kankulia,2,5000000,,633.0,7899.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Netaji Nagar, Kolkata",Kolkata,Netaji Nagar,2,2520000,,560.0,4500.0,Unfurnished,buy
"2 BHK Flat for Sale in MCKPGE Astitva, MCKPGE Astitva, Kankurgachi, Kolkata",Kolkata,Kankurgachi,2,35000000,,1286.0,27216.0,Furnished,buy
"2 BHK Flat for Sale in Siddha Eden Lakeville, Siddha Eden Lakeville, Bonhooghly, Kolkata",Kolkata,Bonhooghly,2,6800000,,535.0,12710.0,Unfurnished,buy
"3 BHK Flat for Sale in New Garia, Garia, Kolkata",Kolkata,New Garia,3,8000000,,1247.0,6415.0,Unfurnished,buy
"3 BHK Flat for Sale in Baghajatin Road, Kolkata",Kolkata,Baghajatin Road,3,5900000,,891.0,6622.0,Unfurnished,buy
"3 BHK Flat for Sale in Hiland Greens, Hiland Greens, Maheshtala, Kolkata",Kolkata,Maheshtala,3,4500000,,1050.0,4286.0,Semi-Furnished,buy
"4 BHK Flat for Sale in New Alipore, Kolkata",Kolkata,New Alipore,4,17200000,,1408.0,12216.0,Semi-Furnished,buy
"1 BHK Flat for Sale in New Alipore, Kolkata",Kolkata,New Alipore,1,3300000,,380.0,8684.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Prantik Phase 1, Prantik Phase 1, Prantik Thakurpukur, Kolkata",Kolkata,Prantik Thakurpukur,2,2500000,,644.0,3882.0,Furnished,buy
4 BHK House for Sale in Sarat Chatterjee Road Kolkata,Kolkata,Sarat Chatterjee Road,4,8000000,,1000.0,8000.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Shalimar, Kolkata",Kolkata,Shalimar,3,7400000,,1030.0,7184.0,Unfurnished,buy
"3 BHK Flat for Sale in Meena Residency, Meena Residency, Tegharia Baguiati, Kolkata",Kolkata,Teghoria,3,6700000,,1290.0,5194.0,Furnished,buy
"2 BHK Flat for Sale in Bansdroni, Kolkata",Kolkata,Bansdroni,2,2600000,,800.0,3250.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Ramgarh South Dumdum, Kolkata",Kolkata,Ramgarh South Dum Dum,2,2800000,,500.0,5600.0,Unfurnished,buy
"3 BHK Flat for Sale in Ganguly Bagan, Beliaghata, Kolkata",Kolkata,Ganguly Bagan,3,8700000,,1000.0,8700.0,Furnished,buy
"2 BHK Flat for Sale in Topsia, Kolkata",Kolkata,Topsia,2,3200000,,573.0,5585.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,3,7500000,,1275.0,5882.0,Unfurnished,buy
2 BHK Flat for Sale in Kolkata,Kolkata,Deblok apartment jheel road Bank plot 1 Garfa Kolkata 700075,2,3200000,,760.0,4211.0,Unfurnished,buy
"3 BHK Flat for Sale in Narayanpur, Kolkata",Kolkata,Narayanpur,3,3850000,,752.0,5120.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Purbalok, Mukundapur, Kolkata",Kolkata,Purbalok,2,3900000,,592.0,6588.0,Unfurnished,buy
"3 BHK Flat for Sale in Srijan Natura, Srijan Natura, New Alipore, Kolkata",Kolkata,New Alipore,3,12000000,,785.0,15287.0,Unfurnished,buy
"3 BHK Flat for Sale in Dum Dum House, Dum Dum House, Dum Dum, Kolkata",Kolkata,Dum Dum,3,4900000,,1143.0,4287.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Bosepukur Road, Kolkata",Kolkata,Bosepukur Road,2,4500000,,800.0,5625.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Madurdaha, Hussainpur, Kolkata",Kolkata,Madurdaha,3,5500000,,900.0,6111.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Dhakuria, Kolkata",Kolkata,Dhakuria,3,6500000,,1150.0,5652.0,Unfurnished,buy
"1 BHK Flat for Sale in Sodepur, Kolkata",Kolkata,Sodepur,1,1800000,,380.0,4737.0,Furnished,buy
"3 BHK Flat for Sale in Khardaha, Kolkata",Kolkata,Khardah,3,4750000,,896.0,5301.0,Furnished,buy
"2 BHK Flat for Sale in Rajwada Springfield, Rajwada Springfield, Narendrapur Rajpur Sonarpur, Kolkata",Kolkata,Narendrapur,2,5300000,,828.0,6401.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Nandi Bagan Salkia, Kolkata",Kolkata,Nandi Bagan Salkia,3,2200000,,640.0,3438.0,Unfurnished,buy
4 BHK House for Sale in Barrackpore Kolkata,Kolkata,Barrackpore,4,4200000,,1500.0,2800.0,Unfurnished,buy
"2 BHK Flat for Sale in Tegharia Baguiati, Kolkata",Kolkata,Teghoria,2,3800000,,837.0,4540.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Ambalika Housing, Ambalika Housing, Madurdaha, Hussainpur, Kolkata",Kolkata,Madurdaha,2,4000000,,700.0,5714.0,Unfurnished,buy
"2 BHK Flat for Sale in AK Mukherjee Road, Kolkata",Kolkata,AK Mukherjee Road,2,5200000,,1300.0,4000.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Desh Bandhu Nagar Baguiati, Kolkata",Kolkata,Desh Bandhu Nagar,2,2700000,,550.0,4909.0,Furnished,buy
"2 BHK Flat for Sale in Banamalipur Barasat, Kolkata",Kolkata,Banamalipur Barasat,2,2200000,,600.0,3667.0,Furnished,buy
"2 BHK Flat for Sale in Thakurpukur, Kolkata",Kolkata,Thakurpukur,2,3000000,,600.0,5000.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Fortune Township, Fortune Township, Barasat, Kolkata",Kolkata,Barasat,3,3400000,,850.0,4000.0,Furnished,buy
"3 BHK Flat for Sale in Buroshibtalla, Behala, Kolkata",Kolkata,Buroshibtalla,3,8500000,,750.0,11333.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Joka, Kolkata",Kolkata,Joka,3,6500000,,850.0,7647.0,Furnished,buy
"3 BHK Flat for Sale in Kanak Apartment, Kanak Apartment, Behala Chowrasta, Kolkata",Kolkata,Behala Chowrasta,3,7140000,,1100.0,6493.0,Unfurnished,buy
"3 BHK Flat for Sale in Siddha Town, Siddha Town, Narayantala, Kolkata",Kolkata,Narayantala,3,5870000,,850.0,6901.0,Unfurnished,buy
"3 BHK Flat for Sale in New Alipore Residency, New Alipore Residency, New Alipore, Kolkata",Kolkata,New Alipore,3,28000000,,1600.0,17500.0,Furnished,buy
"3 BHK Flat for Sale in Naktala, Naktala, Naktala, Garia, Kolkata",Kolkata,Naktala,3,7500000,,1250.0,6000.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Thakurpukur Bazar, Kolkata",Kolkata,Thakurpukur Bazar,2,2200000,,587.0,3748.0,Unfurnished,buy
"3 BHK Flat for Sale in Lake Gardens, Kolkata",Kolkata,Lake Gardens,3,12500000,,1280.0,9766.0,Furnished,buy
"4 BHK Flat for Sale in Shree Bhumi, Patipukur, Kolkata",Kolkata,Shree Bhumi,4,12100000,,1710.0,7076.0,Furnished,buy
3 BHK Villa for Sale in EM Bypass Connector Kolkata,Kolkata,EM Bypass Connector,3,16000000,,1516.0,10554.0,Unfurnished,buy
"3 BHK Flat for Sale in Ultadanga, Kolkata",Kolkata,Ultadanga,3,8750000,,1200.0,7292.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Riya Manbhari Ananya, Riya Manbhari Ananya, Rajpur, Kolkata",Kolkata,Rajpur,2,4700000,,780.0,6026.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Jadavpur, Kolkata",Kolkata,Jadavpur,2,3700000,,820.0,4512.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Lake Town, Kolkata",Kolkata,Lake Town,2,5500000,,925.0,5946.0,Unfurnished,buy
"3 BHK Flat for Sale in Nayabad Lakeview Apartment, Nayabad Lakeview Apartment, Nayabad, Kolkata",Kolkata,Nayabad,3,6000000,,1000.0,6000.0,Unfurnished,buy
"2 BHK Flat for Sale in Reputed Kendua Apartment, Reputed Kendua Apartment, Rabindrapally Garia, Kolkata",Kolkata,Rabindrapally,2,3000000,,650.0,4615.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Sarsuna, Kolkata",Kolkata,Sarsuna,2,2150000,,549.0,3916.0,Unfurnished,buy
"2 BHK Flat for Sale in GM Meena Eco Vista, GM Meena Eco Vista, New Town, Kolkata",Kolkata,New Town,2,5900000,,570.0,10351.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Shree Tower VII, Shree Tower VII, Rajarhat, Kolkata",Kolkata,Rajarhat,2,4000000,,860.0,4651.0,Unfurnished,buy
4 BHK House for Sale in Hridaypur Kolkata,Kolkata,Hridaypur,4,22400000,,1300.0,17231.0,Unfurnished,buy
"3 BHK Flat for Sale in Paikpara, Kolkata",Kolkata,Paikpara,3,5500000,,900.0,6111.0,Unfurnished,buy
"5 BHK Flat for Sale in Upohar The Condoville, Upohar The Condoville, Eastern Metropolitan Bypass, Kolkata",Kolkata,EM Bypass,5,55000000,,3557.0,15462.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Netaji Nagar, Kolkata",Kolkata,Netaji Nagar,3,4500000,,900.0,5000.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Rajpur Sonarpur, Kolkata",Kolkata,Rajpur Sonarpur,2,3500000,,655.0,5344.0,Furnished,buy
"2 BHK Flat for Sale in Action Area 1, Kolkata",Kolkata,Action Area 1,2,6500000,,700.0,9286.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Lake Gardens, Kolkata",Kolkata,Lake Gardens,2,4300000,,786.0,5471.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Magnolia City, Magnolia City, Barasat, Kolkata",Kolkata,Barasat,2,2500000,,700.0,3571.0,Semi-Furnished,buy
"3 BHK Flat for Sale in Madurdaha Main Road, Kolkata",Kolkata,Madurdaha Main Road,3,5500000,,940.0,5851.0,Unfurnished,buy
"2 BHK Flat for Sale in Kestopur, Kolkata",Kolkata,Kestopur,2,2000000,,700.0,2857.0,Furnished,buy
"2 BHK Flat for Sale in Tollygunge, Kolkata",Kolkata,Tollygunge,2,3500000,,650.0,5385.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Garia, Kolkata",Kolkata,Garia,2,3300000,,650.0,5077.0,Semi-Furnished,buy
"2 BHK Flat for Sale in Jyangra Bottala, Kolkata",Kolkata,Jyangra Bottala,2,2300000,,630.0,3651.0,Semi-Furnished,buy
