property_price_lakhs,chosen_tax_regime,monthly_emi,effective_monthly_emi,final_buying_wealth_crore,final_renting_wealth_crore,decision
64.0,DYNAMIC,42858.0,42858.0,2.14,3.53,RENT
79.0,DYNAMIC,49596.0,49596.0,2.64,3.8,RENT
46.5,DYNAMIC,31139.0,31139.0,1.55,2.17,RENT
180.0,DYNAMIC,54667.0,54667.0,6.01,3.03,BUY
35.0,DYNAMIC,23438.0,23438.0,1.17,1.89,RENT
89.0,DYNAMIC,54667.0,54667.0,2.97,5.5,RENT
175.0,DYNAMIC,54667.0,54667.0,5.84,4.98,BUY
32.0,DYNAMIC,21429.0,21429.0,1.07,1.45,RENT
66.0,DYNAMIC,44197.0,44197.0,2.2,1.74,BUY
60.0,DYNAMIC,40179.0,40179.0,2.0,2.96,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.83,RENT
310.0,DYNAMIC,54667.0,54667.0,10.35,5.24,BUY
65.0,DYNAMIC,43527.0,43527.0,2.17,3.72,RENT
30.0,DYNAMIC,22601.0,22601.0,1.0,1.43,RENT
24.0,DYNAMIC,18081.0,18081.0,0.8,0.71,BUY
26.0,DYNAMIC,19587.0,19587.0,0.87,0.6,BUY
130.0,DYNAMIC,54667.0,54667.0,4.34,5.82,RENT
85.6,DYNAMIC,53739.0,53739.0,2.86,1.84,BUY
117.0,DYNAMIC,54667.0,54667.0,3.91,4.7,RENT
46.0,DYNAMIC,30804.0,30804.0,1.54,2.79,RENT
99.0,DYNAMIC,54667.0,54667.0,3.31,4.61,RENT
28.0,DYNAMIC,21094.0,21094.0,0.94,1.43,RENT
330.0,DYNAMIC,54667.0,54667.0,11.02,6.03,BUY
50.0,DYNAMIC,33483.0,33483.0,1.67,1.93,RENT
48.0,DYNAMIC,32143.0,32143.0,1.6,2.22,RENT
34.0,DYNAMIC,22768.0,22768.0,1.14,1.56,RENT
63.0,DYNAMIC,42188.0,42188.0,2.1,0.85,BUY
34.9,DYNAMIC,23371.0,23371.0,1.17,1.37,RENT
60.0,DYNAMIC,40179.0,40179.0,2.0,2.94,RENT
56.0,DYNAMIC,37500.0,37500.0,1.87,2.85,RENT
99.0,DYNAMIC,54667.0,54667.0,3.31,4.74,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,2.48,BUY
37.0,DYNAMIC,24777.0,24777.0,1.24,1.94,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.87,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,1.29,BUY
45.0,DYNAMIC,30134.0,30134.0,1.5,2.0,RENT
160.0,DYNAMIC,54667.0,54667.0,5.34,2.69,BUY
75.0,DYNAMIC,50224.0,50224.0,2.5,4.43,RENT
42.0,DYNAMIC,28125.0,28125.0,1.4,2.25,RENT
135.0,DYNAMIC,54667.0,54667.0,4.51,3.89,BUY
265.0,DYNAMIC,54667.0,54667.0,8.85,4.46,BUY
92.0,DYNAMIC,54667.0,54667.0,3.07,4.62,RENT
145.0,DYNAMIC,54667.0,54667.0,4.84,2.44,BUY
85.0,DYNAMIC,53363.0,53363.0,2.84,4.69,RENT
47.0,DYNAMIC,31474.0,31474.0,1.57,2.63,RENT
42.0,DYNAMIC,28125.0,28125.0,1.4,1.78,RENT
25.2,DYNAMIC,18985.0,18985.0,0.84,0.96,RENT
90.0,DYNAMIC,54667.0,54667.0,3.01,3.8,RENT
22.5,DYNAMIC,16951.0,16951.0,0.75,0.15,BUY
1610.0,DYNAMIC,54667.0,54667.0,53.77,27.08,BUY
60.0,DYNAMIC,40179.0,40179.0,2.0,3.46,RENT
80.0,DYNAMIC,50224.0,50224.0,2.67,4.31,RENT
28.0,DYNAMIC,21094.0,21094.0,0.94,0.87,BUY
172.0,DYNAMIC,54667.0,54667.0,5.74,4.76,BUY
31.0,DYNAMIC,20759.0,20759.0,1.04,1.17,RENT
47.5,DYNAMIC,31808.0,31808.0,1.59,2.21,RENT
43.0,DYNAMIC,28795.0,28795.0,1.44,1.82,RENT
50.0,DYNAMIC,33483.0,33483.0,1.67,1.34,BUY
175.0,DYNAMIC,54667.0,54667.0,5.84,2.94,BUY
26.3,DYNAMIC,19813.0,19813.0,0.88,1.13,RENT
62.0,DYNAMIC,41518.0,41518.0,2.07,3.0,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,2.37,BUY
32.0,DYNAMIC,21429.0,21429.0,1.07,0.51,BUY
26.0,DYNAMIC,19587.0,19587.0,0.87,0.98,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.38,RENT
60.0,DYNAMIC,40179.0,40179.0,2.0,3.08,RENT
38.0,DYNAMIC,25447.0,25447.0,1.27,1.52,RENT
55.0,DYNAMIC,36831.0,36831.0,1.84,2.7,RENT
27.0,DYNAMIC,20341.0,20341.0,0.9,1.45,RENT
200.0,DYNAMIC,54667.0,54667.0,6.68,6.73,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,2.05,RENT
65.0,DYNAMIC,43527.0,43527.0,2.17,3.55,RENT
85.0,DYNAMIC,53363.0,53363.0,2.84,3.53,RENT
47.5,DYNAMIC,31808.0,31808.0,1.59,2.4,RENT
53.0,DYNAMIC,35491.0,35491.0,1.77,2.71,RENT
58.7,DYNAMIC,39308.0,39308.0,1.96,1.64,BUY
49.0,DYNAMIC,32813.0,32813.0,1.64,2.3,RENT
25.0,DYNAMIC,18834.0,18834.0,0.83,1.2,RENT
20.0,DYNAMIC,15067.0,15067.0,0.67,0.59,BUY
30.0,DYNAMIC,22601.0,22601.0,1.0,1.24,RENT
85.0,DYNAMIC,53363.0,53363.0,2.84,4.73,RENT
71.4,DYNAMIC,47813.0,47813.0,2.38,3.65,RENT
340.0,DYNAMIC,54667.0,54667.0,11.35,5.72,BUY
45.0,DYNAMIC,30134.0,30134.0,1.5,2.31,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,4.44,RENT
24.5,DYNAMIC,18457.0,18457.0,0.82,1.01,RENT
100.0,DYNAMIC,54667.0,54667.0,3.34,4.0,RENT
300.0,DYNAMIC,54667.0,54667.0,10.02,5.05,BUY
150.0,DYNAMIC,54667.0,54667.0,5.01,4.21,BUY
325.0,DYNAMIC,54667.0,54667.0,10.85,5.81,BUY
32.0,DYNAMIC,21429.0,21429.0,1.07,1.28,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,3.57,RENT
325.0,DYNAMIC,54667.0,54667.0,10.85,5.47,BUY
65.0,DYNAMIC,43527.0,43527.0,2.17,3.08,RENT
90.0,DYNAMIC,54667.0,54667.0,3.01,4.4,RENT
50.0,DYNAMIC,33483.0,33483.0,1.67,2.88,RENT
60.0,DYNAMIC,40179.0,40179.0,2.0,3.25,RENT
22.0,DYNAMIC,16574.0,16574.0,0.73,1.21,RENT
160.0,DYNAMIC,54667.0,54667.0,5.34,5.71,RENT
30.0,DYNAMIC,22601.0,22601.0,1.0,1.6,RENT
57.0,DYNAMIC,38170.0,38170.0,1.9,2.71,RENT
47.0,DYNAMIC,31474.0,31474.0,1.57,2.79,RENT
23.0,DYNAMIC,17327.0,17327.0,0.77,0.46,BUY
22.0,DYNAMIC,16574.0,16574.0,0.73,0.84,RENT
25.5,DYNAMIC,19211.0,19211.0,0.85,1.11,RENT
36.0,DYNAMIC,24107.0,24107.0,1.2,1.52,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,0.98,BUY
85.0,DYNAMIC,53363.0,53363.0,2.84,4.41,RENT
39.5,DYNAMIC,26451.0,26451.0,1.32,1.49,RENT
55.0,DYNAMIC,36831.0,36831.0,1.84,2.73,RENT
60.0,DYNAMIC,40179.0,40179.0,2.0,2.67,RENT
20.0,DYNAMIC,15067.0,15067.0,0.67,0.54,BUY
42.0,DYNAMIC,28125.0,28125.0,1.4,1.35,BUY
47.0,DYNAMIC,31474.0,31474.0,1.57,2.64,RENT
190.0,DYNAMIC,54667.0,54667.0,6.35,5.16,BUY
55.0,DYNAMIC,36831.0,36831.0,1.84,2.95,RENT
125.0,DYNAMIC,54667.0,54667.0,4.17,3.26,BUY
75.0,DYNAMIC,50224.0,50224.0,2.5,3.19,RENT
38.5,DYNAMIC,25782.0,25782.0,1.29,2.16,RENT
125.0,DYNAMIC,54667.0,54667.0,4.17,3.62,BUY
42.0,DYNAMIC,28125.0,28125.0,1.4,1.58,RENT
65.0,DYNAMIC,43527.0,43527.0,2.17,1.08,BUY
145.0,DYNAMIC,54667.0,54667.0,4.84,5.28,RENT
43.0,DYNAMIC,28795.0,28795.0,1.44,1.83,RENT
34.0,DYNAMIC,22768.0,22768.0,1.14,1.69,RENT
55.0,DYNAMIC,36831.0,36831.0,1.84,2.88,RENT
42.0,DYNAMIC,28125.0,28125.0,1.4,1.44,RENT
90.0,DYNAMIC,54667.0,54667.0,3.01,4.74,RENT
225.0,DYNAMIC,54667.0,54667.0,7.51,4.18,BUY
125.0,DYNAMIC,54667.0,54667.0,4.17,3.06,BUY
40.0,DYNAMIC,26786.0,26786.0,1.34,1.39,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.6,RENT
1500.0,DYNAMIC,54667.0,54667.0,50.1,25.23,BUY
95.0,DYNAMIC,54667.0,54667.0,3.17,4.32,RENT
34.0,DYNAMIC,22768.0,22768.0,1.14,1.6,RENT
90.0,DYNAMIC,54667.0,54667.0,3.01,3.82,RENT
70.0,DYNAMIC,46876.0,46876.0,2.34,1.36,BUY
33.0,DYNAMIC,22098.0,22098.0,1.1,1.66,RENT
85.0,DYNAMIC,53363.0,53363.0,2.84,3.32,RENT
42.0,DYNAMIC,28125.0,28125.0,1.4,1.77,RENT
30.0,DYNAMIC,22601.0,22601.0,1.0,1.72,RENT
350.0,DYNAMIC,54667.0,54667.0,11.69,8.2,BUY
45.0,DYNAMIC,30134.0,30134.0,1.5,1.43,BUY
21.6,DYNAMIC,16272.0,16272.0,0.72,1.0,RENT
280.0,DYNAMIC,54667.0,54667.0,9.35,4.87,BUY
22.8,DYNAMIC,17177.0,17177.0,0.76,0.27,BUY
45.0,DYNAMIC,30134.0,30134.0,1.5,2.29,RENT
165.0,DYNAMIC,54667.0,54667.0,5.51,2.78,BUY
32.0,DYNAMIC,21429.0,21429.0,1.07,1.15,RENT
80.0,DYNAMIC,50224.0,50224.0,2.67,4.33,RENT
1650.0,DYNAMIC,54667.0,54667.0,55.1,27.75,BUY
55.0,DYNAMIC,36831.0,36831.0,1.84,2.5,RENT
95.0,DYNAMIC,54667.0,54667.0,3.17,4.06,RENT
125.0,DYNAMIC,54667.0,54667.0,4.17,3.01,BUY
18.0,DYNAMIC,13560.0,13560.0,0.6,0.57,BUY
80.0,DYNAMIC,50224.0,50224.0,2.67,3.21,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.65,RENT
110.0,DYNAMIC,54667.0,54667.0,3.67,4.9,RENT
29.5,DYNAMIC,22224.0,22224.0,0.99,1.28,RENT
32.0,DYNAMIC,21429.0,21429.0,1.07,1.56,RENT
153.0,DYNAMIC,54667.0,54667.0,5.11,4.81,BUY
110.0,DYNAMIC,54667.0,54667.0,3.67,3.79,RENT
83.0,DYNAMIC,52107.0,52107.0,2.77,3.12,RENT
46.0,DYNAMIC,30804.0,30804.0,1.54,0.81,BUY
32.0,DYNAMIC,21429.0,21429.0,1.07,1.75,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,3.34,RENT
34.0,DYNAMIC,22768.0,22768.0,1.14,1.35,RENT
36.6,DYNAMIC,24509.0,24509.0,1.22,1.37,RENT
300.0,DYNAMIC,54667.0,54667.0,10.02,6.47,BUY
138.0,DYNAMIC,54667.0,54667.0,4.61,4.98,RENT
250.0,DYNAMIC,54667.0,54667.0,8.35,6.96,BUY
220.0,DYNAMIC,54667.0,54667.0,7.35,4.77,BUY
66.0,DYNAMIC,44197.0,44197.0,2.2,3.89,RENT
29.0,DYNAMIC,21847.0,21847.0,0.97,0.84,BUY
27.0,DYNAMIC,20341.0,20341.0,0.9,1.58,RENT
50.0,DYNAMIC,33483.0,33483.0,1.67,2.87,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.79,RENT
150.0,DYNAMIC,54667.0,54667.0,5.01,5.14,RENT
58.0,DYNAMIC,38840.0,38840.0,1.94,3.39,RENT
60.0,DYNAMIC,40179.0,40179.0,2.0,2.37,RENT
229.0,DYNAMIC,54667.0,54667.0,7.65,5.8,BUY
62.0,DYNAMIC,41518.0,41518.0,2.07,2.9,RENT
25.0,DYNAMIC,18834.0,18834.0,0.83,1.14,RENT
12.0,DYNAMIC,9040.0,9040.0,0.4,0.34,BUY
25.0,DYNAMIC,18834.0,18834.0,0.83,0.2,BUY
98.0,DYNAMIC,54667.0,54667.0,3.27,4.14,RENT
118.0,DYNAMIC,54667.0,54667.0,3.94,1.98,BUY
25.0,DYNAMIC,18834.0,18834.0,0.83,1.33,RENT
44.0,DYNAMIC,29465.0,29465.0,1.47,2.51,RENT
20.8,DYNAMIC,15670.0,15670.0,0.69,0.8,RENT
210.0,DYNAMIC,54667.0,54667.0,7.01,4.4,BUY
65.0,DYNAMIC,43527.0,43527.0,2.17,3.54,RENT
55.0,DYNAMIC,36831.0,36831.0,1.84,3.01,RENT
140.0,DYNAMIC,54667.0,54667.0,4.68,4.25,BUY
55.0,DYNAMIC,36831.0,36831.0,1.84,2.9,RENT
85.0,DYNAMIC,53363.0,53363.0,2.84,4.43,RENT
93.0,DYNAMIC,54667.0,54667.0,3.11,4.79,RENT
29.0,DYNAMIC,21847.0,21847.0,0.97,1.62,RENT
47.0,DYNAMIC,31474.0,31474.0,1.57,2.59,RENT
23.5,DYNAMIC,17704.0,17704.0,0.78,0.98,RENT
760.0,DYNAMIC,54667.0,54667.0,25.38,12.78,BUY
55.0,DYNAMIC,36831.0,36831.0,1.84,3.02,RENT
350.0,DYNAMIC,54667.0,54667.0,11.69,5.89,BUY
117.0,DYNAMIC,54667.0,54667.0,3.91,3.69,BUY
47.3,DYNAMIC,31674.0,31674.0,1.58,2.37,RENT
70.0,DYNAMIC,46876.0,46876.0,2.34,4.05,RENT
1500.0,DYNAMIC,54667.0,54667.0,50.1,25.23,BUY
45.0,DYNAMIC,30134.0,30134.0,1.5,2.63,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,4.21,RENT
90.0,DYNAMIC,54667.0,54667.0,3.01,5.08,RENT
120.0,DYNAMIC,54667.0,54667.0,4.01,2.87,BUY
33.1,DYNAMIC,22165.0,22165.0,1.11,0.56,BUY
239.0,DYNAMIC,54667.0,54667.0,7.98,4.02,BUY
70.0,DYNAMIC,46876.0,46876.0,2.34,3.75,RENT
110.0,DYNAMIC,54667.0,54667.0,3.67,2.54,BUY
53.0,DYNAMIC,35491.0,35491.0,1.77,1.77,RENT
80.0,DYNAMIC,50224.0,50224.0,2.67,3.96,RENT
345.0,DYNAMIC,54667.0,54667.0,11.52,5.8,BUY
160.0,DYNAMIC,54667.0,54667.0,5.34,2.69,BUY
60.0,DYNAMIC,40179.0,40179.0,2.0,3.03,RENT
77.0,DYNAMIC,48340.0,48340.0,2.57,1.3,BUY
250.0,DYNAMIC,54667.0,54667.0,8.35,6.53,BUY
52.0,DYNAMIC,34822.0,34822.0,1.74,3.1,RENT
725.0,DYNAMIC,54667.0,54667.0,24.21,12.19,BUY
160.0,DYNAMIC,54667.0,54667.0,5.34,4.49,BUY
90.0,DYNAMIC,54667.0,54667.0,3.01,4.77,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,2.29,RENT
45.0,DYNAMIC,30134.0,30134.0,1.5,2.28,RENT
39.0,DYNAMIC,26116.0,26116.0,1.3,2.26,RENT
65.0,DYNAMIC,43527.0,43527.0,2.17,2.99,RENT
55.0,DYNAMIC,36831.0,36831.0,1.84,2.71,RENT
18.0,DYNAMIC,13560.0,13560.0,0.6,0.87,RENT
240.0,DYNAMIC,54667.0,54667.0,8.02,4.92,BUY
140.0,DYNAMIC,54667.0,54667.0,4.68,4.43,BUY
80.0,DYNAMIC,50224.0,50224.0,2.67,4.53,RENT
132.0,DYNAMIC,54667.0,54667.0,4.41,5.54,RENT
28.0,DYNAMIC,21094.0,21094.0,0.94,0.79,BUY
20.0,DYNAMIC,15067.0,15067.0,0.67,0.64,BUY
41.0,DYNAMIC,27456.0,27456.0,1.37,2.18,RENT
175.0,DYNAMIC,54667.0,54667.0,5.84,6.1,RENT
33.0,DYNAMIC,22098.0,22098.0,1.1,1.81,RENT
140.0,DYNAMIC,54667.0,54667.0,4.68,5.42,RENT
42.0,DYNAMIC,28125.0,28125.0,1.4,2.28,RENT
36.0,DYNAMIC,24107.0,24107.0,1.2,0.93,BUY
85.0,DYNAMIC,53363.0,53363.0,2.84,1.43,BUY
110.0,DYNAMIC,54667.0,54667.0,3.67,4.35,RENT
165.0,DYNAMIC,54667.0,54667.0,5.51,2.78,BUY
32.0,DYNAMIC,21429.0,21429.0,1.07,1.67,RENT
140.0,DYNAMIC,54667.0,54667.0,4.68,2.76,BUY
41.0,DYNAMIC,27456.0,27456.0,1.37,2.23,RENT
82.0,DYNAMIC,51479.0,51479.0,2.74,3.51,RENT
54.0,DYNAMIC,36161.0,36161.0,1.8,1.69,BUY
24.0,DYNAMIC,18081.0,18081.0,0.8,0.62,BUY
45.0,DYNAMIC,30134.0,30134.0,1.5,0.61,BUY
220.0,DYNAMIC,54667.0,54667.0,7.35,7.88,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,1.97,RENT
80.0,DYNAMIC,50224.0,50224.0,2.67,4.21,RENT
350.0,DYNAMIC,54667.0,54667.0,11.69,5.89,BUY
140.0,DYNAMIC,54667.0,54667.0,4.68,3.61,BUY
540.0,DYNAMIC,54667.0,54667.0,18.03,9.08,BUY
45.5,DYNAMIC,30469.0,30469.0,1.52,2.56,RENT
450.0,DYNAMIC,54667.0,54667.0,15.03,7.57,BUY
500.0,DYNAMIC,54667.0,54667.0,16.7,8.41,BUY
62.0,DYNAMIC,41518.0,41518.0,2.07,2.96,RENT
11.0,DYNAMIC,8287.0,8287.0,0.37,0.43,RENT
72.0,DYNAMIC,48215.0,48215.0,2.4,4.4,RENT
43.0,DYNAMIC,28795.0,28795.0,1.44,2.35,RENT
100.0,DYNAMIC,54667.0,54667.0,3.34,5.15,RENT
140.0,DYNAMIC,54667.0,54667.0,4.68,5.74,RENT
180.0,DYNAMIC,54667.0,54667.0,6.01,5.06,BUY
45.5,DYNAMIC,30469.0,30469.0,1.52,1.93,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.14,BUY
900.0,DYNAMIC,54667.0,54667.0,30.06,15.14,BUY
90.0,DYNAMIC,54667.0,54667.0,3.01,5.12,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.71,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,1.01,BUY
90.0,DYNAMIC,54667.0,54667.0,3.01,5.35,RENT
120.0,DYNAMIC,54667.0,54667.0,4.01,5.09,RENT
60.0,DYNAMIC,40179.0,40179.0,2.0,1.45,BUY
25.0,DYNAMIC,18834.0,18834.0,0.83,0.54,BUY
99.0,DYNAMIC,54667.0,54667.0,3.31,4.84,RENT
20.0,DYNAMIC,15067.0,15067.0,0.67,1.05,RENT
52.0,DYNAMIC,34822.0,34822.0,1.74,2.59,RENT
42.0,DYNAMIC,28125.0,28125.0,1.4,2.06,RENT
52.0,DYNAMIC,34822.0,34822.0,1.74,2.52,RENT
280.0,DYNAMIC,54667.0,54667.0,9.35,4.71,BUY
36.0,DYNAMIC,24107.0,24107.0,1.2,2.06,RENT
50.0,DYNAMIC,33483.0,33483.0,1.67,1.69,RENT
84.0,DYNAMIC,52735.0,52735.0,2.81,4.69,RENT
65.0,DYNAMIC,43527.0,43527.0,2.17,3.4,RENT
150.0,DYNAMIC,54667.0,54667.0,5.01,5.36,RENT
380.0,DYNAMIC,54667.0,54667.0,12.69,6.39,BUY
63.5,DYNAMIC,42523.0,42523.0,2.12,3.29,RENT
41.0,DYNAMIC,27456.0,27456.0,1.37,2.18,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,2.02,RENT
65.0,DYNAMIC,43527.0,43527.0,2.17,2.38,RENT
150.0,DYNAMIC,54667.0,54667.0,5.01,5.23,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,1.96,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.06,BUY
207.0,DYNAMIC,54667.0,54667.0,6.91,5.22,BUY
57.0,DYNAMIC,38170.0,38170.0,1.9,2.89,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,1.61,RENT
424.0,DYNAMIC,54667.0,54667.0,14.16,7.58,BUY
1275.0,DYNAMIC,54667.0,54667.0,42.58,21.44,BUY
86.0,DYNAMIC,53991.0,53991.0,2.87,4.54,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,1.22,BUY
49.0,DYNAMIC,32813.0,32813.0,1.64,2.42,RENT
43.0,DYNAMIC,28795.0,28795.0,1.44,1.79,RENT
120.0,DYNAMIC,54667.0,54667.0,4.01,2.02,BUY
165.0,DYNAMIC,54667.0,54667.0,5.51,4.35,BUY
25.0,DYNAMIC,18834.0,18834.0,0.83,0.7,BUY
70.0,DYNAMIC,46876.0,46876.0,2.34,4.21,RENT
87.5,DYNAMIC,54667.0,54667.0,2.92,4.96,RENT
28.5,DYNAMIC,21471.0,21471.0,0.95,0.19,BUY
55.0,DYNAMIC,36831.0,36831.0,1.84,1.79,BUY
35.0,DYNAMIC,23438.0,23438.0,1.17,0.76,BUY
23.0,DYNAMIC,17327.0,17327.0,0.77,0.15,BUY
18.0,DYNAMIC,13560.0,13560.0,0.6,1.03,RENT
65.0,DYNAMIC,43527.0,43527.0,2.17,2.29,RENT
60.0,DYNAMIC,40179.0,40179.0,2.0,3.12,RENT
100.0,DYNAMIC,54667.0,54667.0,3.34,4.84,RENT
550.0,DYNAMIC,54667.0,54667.0,18.37,9.25,BUY
43.0,DYNAMIC,28795.0,28795.0,1.44,0.77,BUY
40.0,DYNAMIC,26786.0,26786.0,1.34,0.54,BUY
40.0,DYNAMIC,26786.0,26786.0,1.34,1.48,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.64,RENT
160.0,DYNAMIC,54667.0,54667.0,5.34,3.77,BUY
47.5,DYNAMIC,31808.0,31808.0,1.59,2.44,RENT
27.0,DYNAMIC,20341.0,20341.0,0.9,0.77,BUY
35.0,DYNAMIC,23438.0,23438.0,1.17,0.47,BUY
450.0,DYNAMIC,54667.0,54667.0,15.03,10.78,BUY
57.5,DYNAMIC,38505.0,38505.0,1.92,3.24,RENT
100.0,DYNAMIC,54667.0,54667.0,3.34,4.31,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,4.41,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,1.99,RENT
65.0,DYNAMIC,43527.0,43527.0,2.17,3.82,RENT
32.0,DYNAMIC,21429.0,21429.0,1.07,1.35,RENT
50.0,DYNAMIC,33483.0,33483.0,1.67,1.41,BUY
37.0,DYNAMIC,24777.0,24777.0,1.24,1.66,RENT
59.0,DYNAMIC,39509.0,39509.0,1.97,3.24,RENT
21.5,DYNAMIC,16197.0,16197.0,0.72,1.16,RENT
65.0,DYNAMIC,43527.0,43527.0,2.17,3.66,RENT
57.6,DYNAMIC,38572.0,38572.0,1.92,3.23,RENT
45.0,DYNAMIC,30134.0,30134.0,1.5,2.01,RENT
125.0,DYNAMIC,54667.0,54667.0,4.17,4.78,RENT
39.0,DYNAMIC,26116.0,26116.0,1.3,1.54,RENT
170.0,DYNAMIC,54667.0,54667.0,5.68,2.86,BUY
535.0,DYNAMIC,54667.0,54667.0,17.87,9.0,BUY
22.0,DYNAMIC,16574.0,16574.0,0.73,0.77,RENT
220.0,DYNAMIC,54667.0,54667.0,7.35,4.08,BUY
420.0,DYNAMIC,54667.0,54667.0,14.03,7.06,BUY
21.0,DYNAMIC,15820.0,15820.0,0.7,0.54,BUY
30.0,DYNAMIC,22601.0,22601.0,1.0,0.96,BUY
33.8,DYNAMIC,22634.0,22634.0,1.13,1.58,RENT
42.0,DYNAMIC,28125.0,28125.0,1.4,0.57,BUY
42.0,DYNAMIC,28125.0,28125.0,1.4,1.02,BUY
441.0,DYNAMIC,54667.0,54667.0,14.73,7.42,BUY
25.0,DYNAMIC,18834.0,18834.0,0.83,1.34,RENT
20.0,DYNAMIC,15067.0,15067.0,0.67,0.75,RENT
30.0,DYNAMIC,22601.0,22601.0,1.0,0.3,BUY
200.0,DYNAMIC,54667.0,54667.0,6.68,6.77,RENT
30.0,DYNAMIC,22601.0,22601.0,1.0,1.49,RENT
90.0,DYNAMIC,54667.0,54667.0,3.01,4.82,RENT
135.0,DYNAMIC,54667.0,54667.0,4.51,2.27,BUY
37.0,DYNAMIC,24777.0,24777.0,1.24,1.89,RENT
22.0,DYNAMIC,16574.0,16574.0,0.73,0.8,RENT
39.5,DYNAMIC,26451.0,26451.0,1.32,1.52,RENT
150.0,DYNAMIC,54667.0,54667.0,5.01,3.26,BUY
40.0,DYNAMIC,26786.0,26786.0,1.34,2.21,RENT
78.0,DYNAMIC,48968.0,48968.0,2.6,3.87,RENT
85.0,DYNAMIC,53363.0,53363.0,2.84,4.0,RENT
315.0,DYNAMIC,54667.0,54667.0,10.52,5.3,BUY
260.0,DYNAMIC,54667.0,54667.0,8.68,4.37,BUY
250.0,DYNAMIC,54667.0,54667.0,8.35,4.2,BUY
42.0,DYNAMIC,28125.0,28125.0,1.4,1.69,RENT
52.0,DYNAMIC,34822.0,34822.0,1.74,1.69,BUY
545.0,DYNAMIC,54667.0,54667.0,18.2,9.22,BUY
26.0,DYNAMIC,19587.0,19587.0,0.87,0.36,BUY
115.0,DYNAMIC,54667.0,54667.0,3.84,5.67,RENT
100.0,DYNAMIC,54667.0,54667.0,3.34,4.17,RENT
125.0,DYNAMIC,54667.0,54667.0,4.17,2.84,BUY
32.0,DYNAMIC,21429.0,21429.0,1.07,1.56,RENT
63.0,DYNAMIC,42188.0,42188.0,2.1,3.27,RENT
170.0,DYNAMIC,54667.0,54667.0,5.68,4.61,BUY
37.5,DYNAMIC,25112.0,25112.0,1.25,1.71,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.46,RENT
60.0,DYNAMIC,40179.0,40179.0,2.0,2.38,RENT
165.0,DYNAMIC,54667.0,54667.0,5.51,2.78,BUY
50.0,DYNAMIC,33483.0,33483.0,1.67,1.35,BUY
90.5,DYNAMIC,54667.0,54667.0,3.02,4.55,RENT
67.8,DYNAMIC,45402.0,45402.0,2.26,2.63,RENT
47.0,DYNAMIC,31474.0,31474.0,1.57,2.68,RENT
100.0,DYNAMIC,54667.0,54667.0,3.34,1.68,BUY
23.8,DYNAMIC,17930.0,17930.0,0.79,0.63,BUY
85.0,DYNAMIC,53363.0,53363.0,2.84,4.91,RENT
35.0,DYNAMIC,23438.0,23438.0,1.17,1.28,RENT
45.0,DYNAMIC,30134.0,30134.0,1.5,2.25,RENT
26.0,DYNAMIC,19587.0,19587.0,0.87,0.78,BUY
230.0,DYNAMIC,54667.0,54667.0,7.68,4.44,BUY
450.0,DYNAMIC,54667.0,54667.0,15.03,7.57,BUY
125.0,DYNAMIC,54667.0,54667.0,4.17,4.9,RENT
178.0,DYNAMIC,54667.0,54667.0,5.94,5.49,BUY
1550.0,DYNAMIC,54667.0,54667.0,51.77,26.07,BUY
47.0,DYNAMIC,31474.0,31474.0,1.57,2.61,RENT
40.0,DYNAMIC,26786.0,26786.0,1.34,1.62,RENT
75.0,DYNAMIC,50224.0,50224.0,2.5,4.15,RENT
800.0,DYNAMIC,54667.0,54667.0,26.72,13.45,BUY
106.0,DYNAMIC,54667.0,54667.0,3.54,4.84,RENT
37.0,DYNAMIC,24777.0,24777.0,1.24,1.99,RENT
