Name,Address,Bedrooms,Price,Rent,Area,Furnishing,property_price,property_price_lakhs,initial_monthly_rent,down_payment_pct,down_payment,loan_amount,monthly_emi,effective_monthly_emi,chosen_tax_regime,total_tax_paid,total_tax_old,total_tax_new,final_property_value,final_buying_wealth,final_renting_wealth,decision
2 BHK Apartment for Sale in Baranagar Kolkata,baranagar,2,3000000.0,10400,600.0,Unfurnished,3000000.0,30.0,10400,0.1,300000.0,2700000.0,22601.0,22601.0,DYNAMIC,9579718.0,12606645.0,9579718.0,11609053.0,10019053.0,14781700.0,RENT
"4 BHK Apartment for Sale in PS Rain Tree, Kankurgachi Kolkata",kankurgachi,4,25000000.0,48133,2166.0,Unfurnished,25000000.0,250.0,48133,0.25,6250000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,96742112.0,83492112.0,49120026.0,BUY
1 BHK Apartment for Sale in Nagerbazar Kolkata,nagerbazar,1,2620000.0,10800,540.0,Unfurnished,2620000.0,26.2,10800,0.1,262000.0,2358000.0,19738.0,19738.0,DYNAMIC,9579718.0,12752113.0,9579718.0,10138573.0,8749973.0,11366090.0,RENT
2 BHK Builder Floor for Sale in Action Area 2D Kolkata,action area 2d,2,6500000.0,39,2.0,Unfurnished,6500000.0,65.0,39,0.2,1300000.0,5200000.0,43527.0,43527.0,DYNAMIC,9579718.0,12200900.0,9579718.0,25152949.0,21707949.0,42071154.0,RENT
3 BHK Apartment for Sale in Baguiati Kolkata,baguiati,3,13000000.0,31220,1600.0,Furnished,13000000.0,130.0,31220,0.25,3250000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,50305898.0,43415898.0,47164337.0,RENT
4 BHK Apartment for Sale in Lake Gardens Kolkata,lake gardens,4,18000000.0,44000,1280.0,Semi-Furnished,18000000.0,180.0,44000,0.25,4500000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,69654320.0,60114320.0,41821163.0,BUY
3 BHK Builder Floor for Sale in Dhakuria Kolkata,dhakuria,3,6000000.0,22076,833.0,Semi-Furnished,6000000.0,60.0,22076,0.2,1200000.0,4800000.0,40179.0,40179.0,DYNAMIC,9579718.0,12231758.0,9579718.0,23218107.0,20038107.0,27532507.0,RENT
3 BHK Apartment for Sale in Hatiara Kolkata,hatiara,3,3600000.0,14485,900.0,Unfurnished,3600000.0,36.0,14485,0.2,720000.0,2880000.0,24107.0,24107.0,DYNAMIC,9579718.0,12547551.0,9579718.0,13930864.0,12022864.0,15258088.0,RENT
2 BHK Apartment for Sale in Tollygunge Kolkata,tollygunge,2,9400000.0,17767,555.0,Semi-Furnished,9400000.0,94.0,17767,0.25,2350000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,36375034.0,31393034.0,51952409.0,RENT
"2 BHK Apartment for Sale in Sugam Sudhir, Garia Kolkata",garia,2,8800000.0,12933,801.0,Furnished,8800000.0,88.0,12933,0.25,2200000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,34053223.0,29389223.0,53460203.0,RENT
4 BHK Builder Floor for Sale in Thakurpukur Kolkata,thakurpukur,4,3800000.0,14769,1000.0,Unfurnished,3800000.0,38.0,14769,0.2,760000.0,3040000.0,25447.0,25447.0,DYNAMIC,9579718.0,12502425.0,9579718.0,14704801.0,12690801.0,16649300.0,RENT
"2 BHK Apartment for Sale in Eden Tolly Signature Phase 1, Mahatma Gandhi Road Kolkata",m.g.road,2,4100000.0,15437,751.0,Unfurnished,4100000.0,41.0,15437,0.2,820000.0,3280000.0,27456.0,27456.0,DYNAMIC,9579718.0,12444660.0,9579718.0,15865706.0,13692706.0,18468680.0,RENT
2 BHK Apartment for Sale in New Barrakpur Kolkata,new barrakpur,2,2500000.0,6278,620.0,Semi-Furnished,2500000.0,25.0,6278,0.1,250000.0,2250000.0,18834.0,18834.0,DYNAMIC,9579718.0,12803166.0,9579718.0,9674211.0,8349211.0,14036209.0,RENT
"2 BHK Apartment for Sale in Rohra Heights, Action Area 1 Kolkata",action area 1,2,7000000.0,56157,945.0,Unfurnished,7000000.0,70.0,56157,0.2,1400000.0,5600000.0,46876.0,46876.0,DYNAMIC,9579718.0,12174751.0,9579718.0,27087791.0,23377791.0,9418500.0,BUY
"2 BHK Apartment for Sale in Sunrise Symphony, Rajarhat Kolkata",rajarhat,2,6000000.0,15000,600.0,Furnished,6000000.0,60.0,15000,0.2,1200000.0,4800000.0,40179.0,40179.0,DYNAMIC,9579718.0,12231758.0,9579718.0,23218107.0,20038107.0,33389976.0,RENT
"3 BHK Apartment for Sale in Merlin 5th Avenue, Sector 5 Salt Lake City Kolkata",sector 5 salt lake city,3,28000000.0,54040,1351.0,Semi-Furnished,28000000.0,280.0,54040,0.25,7000000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,108351165.0,93511165.0,47770910.0,BUY
"4 BHK Apartment for Sale in Ganges Castle, New Alipore Kolkata",new alipore,4,27800000.0,44370,1670.0,Semi-Furnished,27800000.0,278.0,44370,0.25,6950000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,107577228.0,92843228.0,57902987.0,BUY
"2 BHK Apartment for Sale in Parasrampuria Mohan Towers, Beleghata Kolkata",beleghata,2,10000000.0,28000,1000.0,Furnished,10000000.0,100.0,28000,0.25,2500000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,38696845.0,33396845.0,45218147.0,RENT
"3 BHK Apartment for Sale in Magnolia Skyview, Rajarhat Kolkata",rajarhat,3,5600000.0,29650,1186.0,Unfurnished,5600000.0,56.0,29650,0.2,1120000.0,4480000.0,37500.0,37500.0,DYNAMIC,9579718.0,12262389.0,9579718.0,21670233.0,18702233.0,16033409.0,BUY
3 BHK Apartment for Sale in Sonarpur Kolkata,sonarpur,3,7260000.0,11653,1230.0,Unfurnished,7260000.0,72.6,11653,0.2,1452000.0,5808000.0,48617.0,48617.0,DYNAMIC,9579718.0,12164876.0,9579718.0,28093909.0,24246109.0,44082020.0,RENT
1 BHK Apartment for Sale in Action Area 3 Kolkata,action area 3,1,1050000.0,7842,275.0,Unfurnished,1050000.0,10.5,7842,0.1,105000.0,945000.0,7910.0,7910.0,DYNAMIC,9579718.0,13536078.0,9579718.0,4063169.0,3506669.0,780263.0,BUY
3 BHK Apartment for Sale in Salt Lake City Kolkata,salt lake city,3,6500000.0,39000,1170.0,Unfurnished,6500000.0,65.0,39000,0.2,1300000.0,5200000.0,43527.0,43527.0,DYNAMIC,9579718.0,12200900.0,9579718.0,25152949.0,21707949.0,13646817.0,BUY
"2 BHK Apartment for Sale in International Airport, Dum Dum, Jessore Road Kolkata",international airport,2,3030000.0,19931,867.0,Unfurnished,3030000.0,30.3,19931,0.2,606000.0,2424000.0,20290.0,20290.0,DYNAMIC,9579718.0,12721786.0,9579718.0,11725144.0,10119244.0,4465936.0,BUY
"2 BHK Apartment for Sale in Own Property, Barrackpore Kolkata",barrackpore,2,1900000.0,9600,720.0,Semi-Furnished,1900000.0,19.0,9600,0.1,190000.0,1710000.0,14314.0,14314.0,DYNAMIC,9579718.0,13079960.0,9579718.0,7352400.0,6345400.0,6381210.0,RENT
2 BHK Apartment for Sale in Nayabad Kolkata,nayabad,2,2600000.0,13740,600.0,Unfurnished,2600000.0,26.0,13740,0.1,260000.0,2340000.0,19587.0,19587.0,DYNAMIC,9579718.0,12760384.0,9579718.0,10061180.0,8683180.0,8079222.0,BUY
"2 BHK Apartment for Sale in Cosyland Apartment, Behala Kolkata",behala,2,4500000.0,17198,908.0,Semi-Furnished,4500000.0,45.0,17198,0.2,900000.0,3600000.0,30134.0,30134.0,DYNAMIC,9579718.0,12382131.0,9579718.0,17413580.0,15028580.0,20012800.0,RENT
"2 BHK Apartment for Sale in Shapoorji Pallonji Housing Complex, Action Area 3 Kolkata",action area 3,2,4000000.0,18536,650.0,Unfurnished,4000000.0,40.0,18536,0.2,800000.0,3200000.0,26786.0,26786.0,DYNAMIC,9579718.0,12462488.0,9579718.0,15478738.0,13358738.0,14313204.0,RENT
"3 BHK Apartment for Sale in Sureka Elita Garden Vista, New Town Kolkata",new town,3,12200000.0,45971,1697.0,Semi-Furnished,12200000.0,122.0,45971,0.25,3050000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,47210150.0,40744150.0,29932543.0,BUY
"3 BHK Apartment for Sale in PS The 102, Joka Kolkata",joka,3,7300000.0,17172,850.0,Unfurnished,7300000.0,73.0,17172,0.2,1460000.0,5840000.0,48884.0,48884.0,DYNAMIC,9579718.0,12163357.0,9579718.0,28248697.0,24379697.0,41342366.0,RENT
"3 BHK Apartment for Sale in Su Casa II, Garia Kolkata",garia,3,4800000.0,12917,800.0,Semi-Furnished,4800000.0,48.0,12917,0.2,960000.0,3840000.0,32143.0,32143.0,DYNAMIC,9579718.0,12342973.0,9579718.0,18574485.0,16030485.0,26066563.0,RENT
"3 BHK Apartment for Sale in Gems City, Joka Kolkata",joka,3,4700000.0,13010,644.0,Unfurnished,4700000.0,47.0,13010,0.2,940000.0,3760000.0,31474.0,31474.0,DYNAMIC,9579718.0,12354695.0,9579718.0,18187517.0,15696517.0,25260459.0,RENT
"2 BHK Apartment for Sale in Sherwood Estate, Narendrapur Rajpur Sonarpur Kolkata",narendrapur,2,5100000.0,13241,669.0,Semi-Furnished,5100000.0,51.0,13241,0.2,1020000.0,4080000.0,34152.0,34152.0,DYNAMIC,9579718.0,12308756.0,9579718.0,19735391.0,17032391.0,28046827.0,RENT
"2 BHK Apartment for Sale in Patuli Apartment, Patuli Kolkata",patuli,2,3300000.0,13368,750.0,Semi-Furnished,3300000.0,33.0,13368,0.2,660000.0,2640000.0,22098.0,22098.0,DYNAMIC,9579718.0,12629016.0,9579718.0,12769959.0,11020959.0,13891474.0,RENT
"2 BHK Apartment for Sale in Primarc Aangan, Nagerbazar Kolkata",nagerbazar,2,11500000.0,12620,631.0,Furnished,11500000.0,115.0,12620,0.25,2875000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,44501371.0,38406371.0,58140807.0,RENT
"1 BHK Apartment for Sale in Shapoorji Pallonji Housing Complex, Action Area 3 Kolkata",action area 3,1,1850000.0,13688,480.0,Unfurnished,1850000.0,18.5,13688,0.1,185000.0,1665000.0,13937.0,13937.0,DYNAMIC,9579718.0,13105207.0,9579718.0,7158916.0,6178416.0,1514246.0,BUY
4 BHK House for Sale in Sector 1 Salt Lake City Kolkata,sector 1 salt lake city,4,22000000.0,65060,2400.0,Unfurnished,22000000.0,220.0,65060,0.25,5500000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,85133058.0,73473058.0,37001250.0,BUY
2 BHK Apartment for Sale in Shyam Bazar Kolkata,shyam bazar,2,7000000.0,22167,950.0,Semi-Furnished,7000000.0,70.0,22167,0.2,1400000.0,5600000.0,46876.0,46876.0,DYNAMIC,9579718.0,12174751.0,9579718.0,27087791.0,23377791.0,35394940.0,RENT
"3 BHK Apartment for Sale in PS Jiva Homes, Phool Bagan Kankurgachi Kolkata",phool bagan,3,21000000.0,37838,1400.0,Unfurnished,21000000.0,210.0,37838,0.25,5250000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,81263374.0,70133374.0,53537584.0,BUY
"3 BHK Apartment for Sale in Mani Vista, Tollygunge Kolkata",tollygunge,3,27500000.0,57464,1795.0,Unfurnished,27500000.0,275.0,57464,0.25,6875000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,106416323.0,91841323.0,46251562.0,BUY
2 BHK Apartment for Sale in Behala Kolkata,behala,2,3800000.0,16421,867.0,Unfurnished,3800000.0,38.0,16421,0.2,760000.0,3040000.0,25447.0,25447.0,DYNAMIC,9579718.0,12502425.0,9579718.0,14704801.0,12690801.0,14883853.0,RENT
"2 BHK Apartment for Sale in Shapoorji Pallonji Joyville Howrah, Howrah Kolkata",howrah,2,3500000.0,9270,517.0,Unfurnished,3500000.0,35.0,9270,0.2,700000.0,2800000.0,23438.0,23438.0,DYNAMIC,9579718.0,12572527.0,9579718.0,13543896.0,11688896.0,19114853.0,RENT
"3 BHK Apartment for Sale in Hidco Appartment, Action Area 1 Kolkata",action area 1,3,7880000.0,56454,950.0,Unfurnished,7880000.0,78.8,56454,0.25,1970000.0,5910000.0,49470.0,49470.0,DYNAMIC,9579718.0,12160034.0,9579718.0,30493114.0,26316714.0,13253175.0,BUY
"3 BHK Apartment for Sale in Ekta Floral, Park Circus, Ballygunge Kolkata",park circus,3,11000000.0,86012,1445.0,Unfurnished,11000000.0,110.0,86012,0.25,2750000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,42566529.0,36736529.0,18500625.0,BUY
"2 BHK Apartment for Sale in Joka Metro City, Thakurpukur Kolkata",thakurpukur,2,3200000.0,6941,470.0,Unfurnished,3200000.0,32.0,6941,0.2,640000.0,2560000.0,21429.0,21429.0,DYNAMIC,9579718.0,12660997.0,9579718.0,12382990.0,10686990.0,18487846.0,RENT
2 BHK Apartment for Sale in Santoshpur Kolkata,santoshpur,2,4000000.0,10559,580.0,Semi-Furnished,4000000.0,40.0,10559,0.2,800000.0,3200000.0,26786.0,26786.0,DYNAMIC,9579718.0,12462488.0,9579718.0,15478738.0,13358738.0,21871180.0,RENT
"3 BHK Apartment for Sale in Eden City Maheshtala, Maheshtala Kolkata",maheshtala,3,3000000.0,23906,1235.0,Unfurnished,3000000.0,30.0,23906,0.1,300000.0,2700000.0,22601.0,22601.0,DYNAMIC,9579718.0,12606645.0,9579718.0,11609053.0,10019053.0,2018250.0,BUY
3 BHK Apartment for Sale in New Town Kolkata,new town,3,7500000.0,31560,1165.0,Unfurnished,7500000.0,75.0,31560,0.2,1500000.0,6000000.0,50224.0,50224.0,DYNAMIC,9579718.0,12155761.0,9579718.0,29022633.0,25047633.0,30296068.0,RENT
5 BHK Villa for Sale in Tegharia Baguiati Kolkata,teghoria,5,17000000.0,38462,2000.0,Unfurnished,17000000.0,170.0,38462,0.25,4250000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,65784636.0,56774636.0,46134561.0,BUY
"2 BHK Apartment for Sale in Lake Market, Kalighat Kolkata",lake market,2,11500000.0,84000,1050.0,Unfurnished,11500000.0,115.0,84000,0.25,2875000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,44501371.0,38406371.0,19341562.0,BUY
"3 BHK Apartment for Sale in Sova Plaza, Jessore Road Kolkata",jessore road,3,7100000.0,23056,1409.0,Semi-Furnished,7100000.0,71.0,23056,0.2,1420000.0,5680000.0,47545.0,47545.0,DYNAMIC,9579718.0,12170953.0,9579718.0,27474760.0,23711760.0,35406300.0,RENT
2 BHK Apartment for Sale in Jubilee Park Tollygunge Kolkata,jubilee park tollygunge,2,3500000.0,11267,650.0,Unfurnished,3500000.0,35.0,11267,0.2,700000.0,2800000.0,23438.0,23438.0,DYNAMIC,9579718.0,12572527.0,9579718.0,13543896.0,11688896.0,17538993.0,RENT
3 BHK Apartment for Sale in New Alipore Kolkata,new alipore,3,25000000.0,52739,1985.0,Unfurnished,25000000.0,250.0,52739,0.25,6250000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,96742112.0,83492112.0,44133709.0,BUY
3 BHK Villa for Sale in Madhyamgram Kolkata,madhyamgram,3,9500000.0,23636,1500.0,Furnished,9500000.0,95.0,23636,0.25,2375000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,36762002.0,31727002.0,48069516.0,RENT
"3 BHK Apartment for Sale in GODREJ BLUE, New Alipore Kolkata",new alipore,3,29000000.0,50427,1898.0,Unfurnished,29000000.0,290.0,50427,0.25,7250000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,112220849.0,96850849.0,53364111.0,BUY
2 BHK Apartment for Sale in Southern Avenue Kolkata,southern avenue,2,7000000.0,36401,800.0,Semi-Furnished,7000000.0,70.0,36401,0.2,1400000.0,5600000.0,46876.0,46876.0,DYNAMIC,9579718.0,12174751.0,9579718.0,27087791.0,23377791.0,20757881.0,BUY
"2 BHK Apartment for Sale in Chinar Park, Rajarhat Kolkata",chinar park,2,4000000.0,16981,768.0,Semi-Furnished,4000000.0,40.0,16981,0.2,800000.0,3200000.0,26786.0,26786.0,DYNAMIC,9579718.0,12462488.0,9579718.0,15478738.0,13358738.0,15996600.0,RENT
"2 BHK Apartment for Sale in Digi Shree, Dum Dum Kolkata",dum dum,2,3000000.0,8407,549.0,Semi-Furnished,3000000.0,30.0,8407,0.1,300000.0,2700000.0,22601.0,22601.0,DYNAMIC,9579718.0,12606645.0,9579718.0,11609053.0,10019053.0,16279663.0,RENT
2 BHK Apartment for Sale in South Dumdum Kolkata,south dum dum,2,2800000.0,10880,680.0,Semi-Furnished,2800000.0,28.0,10880,0.1,280000.0,2520000.0,21094.0,21094.0,DYNAMIC,9579718.0,12677731.0,9579718.0,10835116.0,9351116.0,12773482.0,RENT
3 BHK Apartment for Sale in Baguiati Kolkata,baguiati,3,5200000.0,17561,900.0,Semi-Furnished,5200000.0,52.0,17561,0.2,1040000.0,4160000.0,34822.0,34822.0,DYNAMIC,9579718.0,12299112.0,9579718.0,20122359.0,17366359.0,25335015.0,RENT
4 BHK House for Sale in Kaikhali Kolkata,kaikhali,4,5000000.0,32000,1600.0,Unfurnished,5000000.0,50.0,32000,0.2,1000000.0,4000000.0,33483.0,33483.0,DYNAMIC,9579718.0,12319530.0,9579718.0,19348422.0,16698422.0,8332411.0,BUY
"3 BHK Apartment for Sale in Tata Eden Court, New Town Kolkata",new town,3,13500000.0,37248,1375.0,Semi-Furnished,13500000.0,135.0,37248,0.25,3375000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,52240740.0,45085740.0,41562238.0,BUY
"4 BHK Apartment for Sale in TATA Avenida, New Town Kolkata",new town,4,45000000.0,42152,1556.0,Unfurnished,45000000.0,450.0,42152,0.25,11250000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,174135801.0,150285801.0,89232377.0,BUY
4 BHK House for Sale in Garia Kolkata,garia,4,11000000.0,41979,2600.0,Unfurnished,11000000.0,110.0,41979,0.25,2750000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,42566529.0,36736529.0,32235912.0,BUY
3 BHK Apartment for Sale in New Alipore Kolkata,new alipore,3,12000000.0,29225,1100.0,Furnished,12000000.0,120.0,29225,0.25,3000000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,46436214.0,40076214.0,47439884.0,RENT
3 BHK Apartment for Sale in Dhakuria Kolkata,dhakuria,3,11000000.0,60954,2300.0,Semi-Furnished,11000000.0,110.0,60954,0.25,2750000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,42566529.0,36736529.0,18500625.0,BUY
"2 BHK Apartment for Sale in Swinhoe Castle, Ballygunge Place, Ballygunge Kolkata",ballygunge place,2,10200000.0,47763,1200.0,Semi-Furnished,10200000.0,102.0,47763,0.25,2550000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,39470782.0,34064782.0,24628827.0,BUY
3 BHK Apartment for Sale in Dum Dum Cantonment Kolkata,dum dum cantonment,3,3700000.0,12588,970.0,Unfurnished,3700000.0,37.0,12588,0.2,740000.0,2960000.0,24777.0,24777.0,DYNAMIC,9579718.0,12523973.0,9579718.0,14317833.0,12356833.0,17942977.0,RENT
"4 BHK Apartment for Sale in Aspirations Aloft, Shakespeare Sarani Kolkata",shakespeare sarani road,4,43500000.0,127273,2400.0,Unfurnished,43500000.0,435.0,127273,0.25,10875000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,168331274.0,145276274.0,73161562.0,BUY
"3 BHK Apartment for Sale in Neelkanth Chitrakut Heights, Action Area 3 Kolkata",action area 3,3,7500000.0,31169,1093.0,Unfurnished,7500000.0,75.0,31169,0.2,1500000.0,6000000.0,50224.0,50224.0,DYNAMIC,9579718.0,12155761.0,9579718.0,29022633.0,25047633.0,30719353.0,RENT
"2 BHK Apartment for Sale in Manorama Heights, Tollygunge Kolkata",tollygunge,2,5140000.0,28876,902.0,Unfurnished,5140000.0,51.4,28876,0.2,1028000.0,4112000.0,34420.0,34420.0,DYNAMIC,9579718.0,12304899.0,9579718.0,19890178.0,17165978.0,12917650.0,BUY
"2 BHK Apartment for Sale in The Banyan The Sky Garden, New Town Kolkata",new town,2,3740000.0,23568,870.0,Unfurnished,3740000.0,37.4,23568,0.2,748000.0,2992000.0,25045.0,25045.0,DYNAMIC,9579718.0,12515144.0,9579718.0,14472620.0,12490420.0,6631029.0,BUY
"2 BHK Apartment for Sale in Yaduka Shree Krishna Ashrey, Kankurgachi Kolkata",kankurgachi,2,9370000.0,26022,1171.0,Unfurnished,9370000.0,93.7,26022,0.25,2342500.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,36258943.0,31292843.0,45905785.0,RENT
"2 BHK Apartment for Sale in PS Sansara, Howrah Kolkata",howrah,2,3840000.0,10848,605.0,Semi-Furnished,3840000.0,38.4,10848,0.2,768000.0,3072000.0,25715.0,25715.0,DYNAMIC,9579718.0,12494234.0,9579718.0,14859588.0,12824388.0,20471478.0,RENT
"4 BHK Apartment for Sale in Anik One Rajarhat, New Town Kolkata",new town,4,80000000.0,51471,1900.0,Furnished,80000000.0,800.0,51471,0.25,20000000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,309574757.0,267174757.0,138009532.0,BUY
"3 BHK Apartment for Sale in Netaji Metro, Netaji Nagar Kolkata",netaji nagar,3,3600000.0,20625,990.0,Semi-Furnished,3600000.0,36.0,20625,0.2,720000.0,2880000.0,24107.0,24107.0,DYNAMIC,9579718.0,12547551.0,9579718.0,13930864.0,12022864.0,8613743.0,BUY
"3 BHK Apartment for Sale in MBPS WaterView, Rajpur Kolkata",rajpur,3,4500000.0,13849,951.0,Semi-Furnished,4500000.0,45.0,13849,0.2,900000.0,3600000.0,30134.0,30134.0,DYNAMIC,9579718.0,12382131.0,9579718.0,17413580.0,15028580.0,23087173.0,RENT
2 BHK Apartment for Sale in Bansdroni Kolkata,bansdroni,2,3900000.0,20089,900.0,Semi-Furnished,3900000.0,39.0,20089,0.2,780000.0,3120000.0,26116.0,26116.0,DYNAMIC,9579718.0,12481947.0,9579718.0,15091769.0,13024769.0,11772479.0,BUY
"2 BHK Apartment for Sale in Primarc Southwinds, Rajpur Sonarpur Kolkata",rajpur sonarpur,2,6300000.0,12066,612.0,Unfurnished,6300000.0,63.0,12066,0.2,1260000.0,5040000.0,42188.0,42188.0,DYNAMIC,9579718.0,12212577.0,9579718.0,24379012.0,21040012.0,37297671.0,RENT
"2 BHK Apartment for Sale in Haridevpur, Paschim Putiary Kolkata",haridevpur,2,3500000.0,11917,720.0,Furnished,3500000.0,35.0,11917,0.2,700000.0,2800000.0,23438.0,23438.0,DYNAMIC,9579718.0,12572527.0,9579718.0,13543896.0,11688896.0,16964551.0,RENT
2 BHK Builder Floor for Sale in Tollygunge Kolkata,tollygunge,2,2700000.0,24810,775.0,Semi-Furnished,2700000.0,27.0,24810,0.1,270000.0,2430000.0,20341.0,20341.0,DYNAMIC,9579718.0,12719029.0,9579718.0,10448148.0,9017148.0,1816425.0,BUY
2 BHK Builder Floor for Sale in Sinthee Kolkata,sinthi,2,3000000.0,17143,900.0,Furnished,3000000.0,30.0,17143,0.1,300000.0,2700000.0,22601.0,22601.0,DYNAMIC,9579718.0,12606645.0,9579718.0,11609053.0,10019053.0,7926580.0,BUY
2 BHK Apartment for Sale in Thakurpukur Kolkata,thakurpukur,2,1770000.0,7015,475.0,Unfurnished,1770000.0,17.7,7015,0.1,177000.0,1593000.0,13334.0,13334.0,DYNAMIC,9579718.0,13146522.0,9579718.0,6849341.0,5911241.0,7946720.0,RENT
2 BHK Apartment for Sale in Thakurpukur Kolkata,thakurpukur,2,2400000.0,9600,650.0,Semi-Furnished,2400000.0,24.0,9600,0.1,240000.0,2160000.0,18081.0,18081.0,DYNAMIC,9579718.0,12846264.0,9579718.0,9287243.0,8015243.0,10692002.0,RENT
2 BHK Apartment for Sale in Picnic Garden Road Kolkata,picnic garden road,2,3500000.0,11590,610.0,Furnished,3500000.0,35.0,11590,0.2,700000.0,2800000.0,23438.0,23438.0,DYNAMIC,9579718.0,12572527.0,9579718.0,13543896.0,11688896.0,17260040.0,RENT
2 BHK Builder Floor for Sale in Kasba Kolkata,kasba,2,2800000.0,17868,675.0,Unfurnished,2800000.0,28.0,17868,0.1,280000.0,2520000.0,21094.0,21094.0,DYNAMIC,9579718.0,12677731.0,9579718.0,10835116.0,9351116.0,5376045.0,BUY
"2 BHK Apartment for Sale in Godrej Prakriti, Barrackpore Trunk Road Kolkata",barrackpore trunk road,2,5500000.0,27581,992.0,Unfurnished,5500000.0,55.0,27581,0.2,1100000.0,4400000.0,36831.0,36831.0,DYNAMIC,9579718.0,12270179.0,9579718.0,21283265.0,18368265.0,17413753.0,BUY
2 BHK Apartment for Sale in Howrah Kolkata,howrah,2,3200000.0,13520,754.0,Furnished,3200000.0,32.0,13520,0.2,640000.0,2560000.0,21429.0,21429.0,DYNAMIC,9579718.0,12660997.0,9579718.0,12382990.0,10686990.0,12867430.0,RENT
1 BHK Apartment for Sale in Andul Kolkata,andul,1,1200000.0,7500,275.0,Furnished,1200000.0,12.0,7500,0.1,120000.0,1080000.0,9040.0,9040.0,DYNAMIC,9579718.0,13454715.0,9579718.0,4643621.0,4007621.0,2474756.0,BUY
3 BHK Apartment for Sale in Dum Dum Kolkata,dum dum,3,7120000.0,19830,1295.0,Unfurnished,7120000.0,71.2,19830,0.2,1424000.0,5696000.0,47679.0,47679.0,DYNAMIC,9579718.0,12170194.0,9579718.0,27552153.0,23778553.0,38177497.0,RENT
"2 BHK Apartment for Sale in Udvita The Condoville, Kankurgachi Kolkata",kankurgachi,2,13000000.0,18156,817.0,Furnished,13000000.0,130.0,18156,0.25,3250000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,50305898.0,43415898.0,57764941.0,RENT
"4 BHK House for Sale in Michael Nagar, New Barrakpur Kolkata",michael nagar,4,15000000.0,34722,2500.0,Semi-Furnished,15000000.0,150.0,34722,0.25,3750000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,58045267.0,50095267.0,46819623.0,BUY
"2 BHK Apartment for Sale in Mereit Gardenia, Alipore Kolkata",alipore,2,3500000.0,66055,600.0,Unfurnished,3500000.0,35.0,66055,0.2,700000.0,2800000.0,23438.0,23438.0,DYNAMIC,9579718.0,12572527.0,9579718.0,13543896.0,11688896.0,4709250.0,BUY
"3 BHK Apartment for Sale in Calcutta Motor Dealers, Behala Kolkata",behala,3,10500000.0,25096,1325.0,Semi-Furnished,10500000.0,105.0,25096,0.25,2625000.0,6530775.0,54667.0,54667.0,DYNAMIC,9579718.0,12134085.0,9579718.0,40631687.0,35066687.0,48580853.0,RENT
