Name,Address,Bedrooms,Price,Rent,Area,Furnishing,Type,Match_Type,Price_Per_Sqft,Rent_Per_Sqft
"Kshetrum Aspire, Kshetrum Aspire, Behala Chowrasta, Kolkata",behala chowrasta,3,15000000,30000,1394.0,Semi-Furnished,buy,exact_match,10760.4,21.52
"Godrej Prakriti Phase 3, Godrej Prakriti Phase 3, Barrackpore Trunk Road, Kolkata",barrackpore trunk road,3,11700000,24592,1050.0,Furnished,buy,address_bedroom,11142.86,23.42
"Mukundapur, Kolkata",mukundapur,2,6350000,19707,500.0,Semi-Furnished,buy,address_bedroom,12700.0,39.41
"Purba Barisha, Kolkata",purba barisha,3,3500000,16905,710.0,Semi-Furnished,buy,bedroom_only,4929.58,23.81
"Kshetrum Aspire, Kshetrum Aspire, Behala Chowrasta, Kolkata",behala chowrasta,3,20700000,44308,1920.0,Furnished,buy,address_bedroom,10781.25,23.08
"Action Area 1, Kolkata",action area 1,3,14500000,24000,1171.0,Semi-Furnished,buy,exact_match,12382.58,20.5
"Srijan Eternia, Srijan Eternia, Madhyamgram, Kolkata",madhyamgram,3,6200000,16504,959.0,Furnished,buy,address_bedroom,6465.07,17.21
"Eden Horizon, Eden Horizon, Fartabad, Garia, Kolkata",fartabad,1,2700000,9462,410.0,Furnished,buy,bedroom_only,6585.37,23.08
"Airport 2 Number Gate, Kolkata",airport 2 number gate,3,3500000,13882,780.0,Semi-Furnished,buy,address_only,4487.18,17.8
"Merlin Lakescape, Merlin Lakescape, Rajarhat, Kolkata",rajarhat,3,11000000,30000,800.0,Unfurnished,buy,exact_match,13750.0,37.5
"Kosmic North Grande, Kosmic North Grande, Dum Dum, Kolkata",dum dum,2,5500000,15000,1022.0,Unfurnished,buy,exact_match,5381.6,14.68
8 BHK Villa for Sale in Sector 2 Salt Lake City Kolkata,sector 2 salt lake city,8,42000000,79333,4200.0,Semi-Furnished,buy,address_only,10000.0,18.89
"Garia, Kolkata",garia,2,3700000,9000,711.0,Furnished,buy,exact_match,5203.94,12.66
"Pushpak Rezidency, Pushpak Rezidency, Jessore Road, Kolkata",jessore road,3,6000000,25000,1097.0,Furnished,buy,exact_match,5469.46,22.79
"Signum Windmere Apartments , Signum Windmere Apartments, Madhyamgram, Kolkata",madhyamgram,2,6000000,9864,626.0,Unfurnished,buy,address_bedroom,9584.66,15.76
"Chak Garia, Kolkata",chak garia,2,2850000,18643,870.0,Unfurnished,buy,bedroom_only,3275.86,21.43
"Entally, Kolkata",entally,3,12500000,55000,1265.0,Furnished,buy,address_only,9881.42,43.48
"Diamond Plaza, Diamond Plaza, Shyamnagar, Kolkata",shyamnagar,3,7000000,33333,1400.0,Unfurnished,buy,bedroom_only,5000.0,23.81
6 BHK House for Sale in Kasba Kolkata,kasba,6,25000000,65455,3000.0,Semi-Furnished,buy,address_only,8333.33,21.82
"Calcutta Motor Dealers, Calcutta Motor Dealers, Behala, Kolkata",behala,3,10000000,22000,1284.0,Semi-Furnished,buy,exact_match,7788.16,17.13
5 BHK Villa for Sale in Vedic Village Kolkata,vedic village,5,30000000,245536,5000.0,Semi-Furnished,buy,bedroom_only,6000.0,49.11
"Nagerbazar, Kolkata",nagerbazar,4,7000000,21750,1305.0,Semi-Furnished,buy,address_only,5363.98,16.67
"Tegharia Baguiati, Kolkata",teghoria,2,3000000,12000,675.0,Furnished,buy,exact_match,4444.44,17.78
"Ideal Aquaview, Ideal Aquaview, Sector 5 Salt Lake City, Kolkata",sector 5 salt lake city,3,12900000,40000,1050.0,Unfurnished,buy,exact_match,12285.71,38.1
"Pragjyoti, Pragjyoti, Lake Range, Kolkata",lake range,3,54900000,57143,2400.0,Furnished,buy,bedroom_only,22875.0,23.81
"Bansdroni, Kolkata",bansdroni,3,10000000,4926429,1089.0,Semi-Furnished,buy,address_bedroom,9182.74,4523.81
"Jagatpur Ashwini Nagar, Kolkata",jagatpur,2,3300000,15429,720.0,Unfurnished,buy,bedroom_only,4583.33,21.43
"Konnagar, Kolkata",konnagar,3,7000000,46024,1933.0,Semi-Furnished,buy,bedroom_only,3621.31,23.81
"Jodhpur Park, Kolkata",jodhpur park,4,35000000,56271,2080.0,Semi-Furnished,buy,address_only,16826.92,27.05
"New Alipore, Kolkata",new alipore,3,8200000,43170,960.0,Semi-Furnished,buy,address_bedroom,8541.67,44.97
"PK Guha Road, Kolkata",pk guha road,1,1500000,9692,420.0,Furnished,buy,bedroom_only,3571.43,23.08
"Magnolia Empire, Magnolia Empire, Madhyamgram, Kolkata",madhyamgram,2,5200000,15000,848.0,Unfurnished,buy,exact_match,6132.08,17.69
"New Alipore, Kolkata",new alipore,2,10000000,32721,1250.0,Semi-Furnished,buy,address_bedroom,8000.0,26.18
"Serampore, Kolkata",serampore,3,3400000,23943,1018.0,Semi-Furnished,buy,address_only,3339.88,23.52
"Nabapally Barasat, Kolkata",nabapally barasat,3,4200000,23810,1000.0,Semi-Furnished,buy,bedroom_only,4200.0,23.81
"Behala, Kolkata",behala,5,4000000,20288,1000.0,Unfurnished,buy,address_only,4000.0,20.29
"Katyayani Apartment, Katyayani Apartment, Dum Dum, Kolkata",dum dum,2,6500000,15000,850.0,Furnished,buy,exact_match,7647.06,17.65
"Srijan Natura, Srijan Natura, New Alipore, Kolkata",new alipore,4,23100000,50212,1552.0,Unfurnished,buy,address_only,14884.02,32.35
"Birati, Kolkata",birati,3,7500000,42750,1900.0,Semi-Furnished,buy,address_bedroom,3947.37,22.5
"Sureka Elita Garden Vista, Sureka Elita Garden Vista, New Town, Kolkata",new town,2,9500000,35000,1080.0,Furnished,buy,exact_match,8796.3,32.41
"Green Park Narendrapur, Kolkata",green park narendrapur,3,5800000,26667,1120.0,Furnished,buy,bedroom_only,5178.57,23.81
"Barisha, Kolkata",barisha,2,3400000,16500,700.0,Semi-Furnished,buy,exact_match,4857.14,23.57
"Eden City Maheshtala, Eden City Maheshtala, Maheshtala, Kolkata",maheshtala,3,5500000,40000,1515.0,Furnished,buy,exact_match,3630.36,26.4
"PS ONE10, PS ONE10, New Town, Kolkata",new town,4,32500000,51194,1900.0,Unfurnished,buy,address_bedroom,17105.26,26.94
"Shree Nijo Neer, Shree Nijo Neer, Behala, Kolkata",behala,4,9000000,22000,1760.0,Semi-Furnished,buy,exact_match,5113.64,12.5
"Bediapara North Dumdum, Kolkata",bediapara north dumdum,2,3500000,16286,760.0,Unfurnished,buy,bedroom_only,4605.26,21.43
"Ballygunge Park, Ballygunge, Kolkata",ballygunge park,4,60000000,102612,2500.0,Furnished,buy,bedroom_only,24000.0,41.04
"Shobhabazar, Kolkata",shobha bazar,3,45000000,29286,1230.0,Unfurnished,buy,bedroom_only,36585.37,23.81
"2 BHK House for Sale in Baishnabghata Patuli Township, Patuli Kolkata",baishnabghata patuli township,2,4000000,34113,1700.0,Unfurnished,buy,address_only,2352.94,20.07
"M V Indraprastha Apartment, M V Indraprastha Apartment, Tegharia Baguiati, Kolkata",teghoria,2,2200000,10825,550.0,Semi-Furnished,buy,address_bedroom,4000.0,19.68
"Kayastopara, Haltu, Kolkata",kayastopara,3,4500000,13889,750.0,Furnished,buy,address_only,6000.0,18.52
5 BHK House for Sale in Motilal Nehru Road Kolkata,motilal nehru road,5,13000000,78571,1600.0,Unfurnished,buy,bedroom_only,8125.0,49.11
"Rajarhat, Kolkata",rajarhat,2,4500000,13500,900.0,Semi-Furnished,buy,exact_match,5000.0,15.0
"Kanchrapara, Kolkata",kanchrapara,2,2200000,16286,760.0,Semi-Furnished,buy,bedroom_only,2894.74,21.43
2 BHK House for Sale in Durgapur Kolkata,durgapur,2,2500000,25714,1200.0,Unfurnished,buy,bedroom_only,2083.33,21.43
"Garia, Kolkata",garia,2,3380000,21000,750.0,Unfurnished,buy,exact_match,4506.67,28.0
"Rajat Avante, Rajat Avante, Joka, Kolkata",joka,3,5200000,16914,734.0,Unfurnished,buy,address_bedroom,7084.47,23.04
7 BHK House for Sale in Bansdroni Kolkata,bansdroni,7,53500000,58500,2600.0,Semi-Furnished,buy,address_only,20576.92,22.5
"Patuli, Kolkata",patuli,2,3500000,15000,680.0,Unfurnished,buy,exact_match,5147.06,22.06
"Mereit Gardenia, Mereit Gardenia, Alipore, Kolkata",alipore,2,4200000,65000,910.0,Furnished,buy,exact_match,4615.38,71.43
"H B Town, Sodepur, Kolkata",h b town,2,1600000,10714,500.0,Semi-Furnished,buy,bedroom_only,3200.0,21.43
"Eden City Maheshtala, Eden City Maheshtala, Maheshtala, Kolkata",maheshtala,3,4200000,32103,1236.0,Semi-Furnished,buy,address_bedroom,3398.06,25.97
Kolkata,basanta complex,1,1800000,9438,409.0,Semi-Furnished,buy,bedroom_only,4400.98,23.08
"Hindmotor, Kolkata",hindmotor,2,2280000,16131,850.0,Semi-Furnished,buy,address_bedroom,2682.35,18.98
"Sudrishti, Sudrishti, Netaji Nagar, Kolkata",netaji nagar,3,11000000,25000,1230.0,Semi-Furnished,buy,exact_match,8943.09,20.33
"New Town, Kolkata",new town,1,2200000,17500,400.0,Semi-Furnished,buy,exact_match,5500.0,43.75
"Action Area 2B, Kolkata",action area 2b,3,8500000,23000,1188.0,Furnished,buy,exact_match,7154.88,19.36
"Dhakuria, Kolkata",dhakuria,2,3500000,25000,650.0,Semi-Furnished,buy,exact_match,5384.62,38.46
> 10 BHK House for Sale in New Alipore Kolkata,new alipore,10,90000000,226471,7000.0,Furnished,buy,address_only,12857.14,32.35
"Gokul, Gokul, Howrah, Kolkata",howrah,3,3500000,15731,694.0,Unfurnished,buy,address_bedroom,5043.23,22.67
"Kaikhali, Kolkata",kaikhali,2,4500000,17812,855.0,Unfurnished,buy,address_bedroom,5263.16,20.83
"Peerless Nagar, Peerless Nagar, Sodepur, Kolkata",sodepur,2,2600000,9000,639.0,Unfurnished,buy,exact_match,4068.86,14.08
3 BHK House for Sale in Jirat Kolkata,jirat,3,4500000,18286,768.0,Unfurnished,buy,bedroom_only,5859.38,23.81
"Swastik, Swastik, Bansdroni, Kolkata",bansdroni,4,9000000,22500,1000.0,Unfurnished,buy,address_only,9000.0,22.5
"Shree Bhumi, Patipukur, Kolkata",shree bhumi,3,6000000,26190,1100.0,Furnished,buy,bedroom_only,5454.55,23.81
Kolkata,jadavpur bijoygarh,2,2900000,15257,712.0,Semi-Furnished,buy,bedroom_only,4073.03,21.43
"Siddhi Vinayak Apartment, Siddhi Vinayak Apartment, Bansdroni, Kolkata",bansdroni,2,3950000,15000,776.0,Unfurnished,buy,exact_match,5090.21,19.33
"Su Casa II, Su Casa II, Garia, Kolkata",garia,3,4800000,17423,800.0,Semi-Furnished,buy,address_bedroom,6000.0,21.78
"Prasad Rare Earth, Prasad Rare Earth, Narkeldanga, Kolkata",narkeldanga,3,23000000,63895,1583.0,Unfurnished,buy,address_only,14529.37,40.36
"Shriram Grand One, Shriram Grand One, Uttarpara Chinsurah, Kolkata",uttarpara,2,3500000,16000,827.0,Unfurnished,buy,exact_match,4232.16,19.35
"Primarc Southwinds, Primarc Southwinds, Rajpur Sonarpur, Kolkata",rajpur sonarpur,3,7800000,20000,1264.0,Unfurnished,buy,exact_match,6170.89,15.82
3 BHK House for Sale in Ganguly Bagan Vidyasagar Colony Kolkata,ganguly bagan vidyasagar colony,3,7000000,38095,1600.0,Unfurnished,buy,bedroom_only,4375.0,23.81
"Eden City Maheshtala, Eden City Maheshtala, Maheshtala, Kolkata",maheshtala,3,4200000,32103,1236.0,Furnished,buy,address_bedroom,3398.06,25.97
"Mrinalini Apartment, Mrinalini Apartment, Tollygunge, Kolkata",tollygunge,3,3200000,22000,860.0,Unfurnished,buy,exact_match,3720.93,25.58
"Unimark Lakewood Estate, Unimark Lakewood Estate, Patuli, Kolkata",patuli,2,7800000,30000,886.0,Unfurnished,buy,exact_match,8803.61,33.86
"GODREJ BLUE, GODREJ BLUE, New Alipore, Kolkata",new alipore,3,28000000,60000,2085.0,Semi-Furnished,buy,exact_match,13429.26,28.78
"Pratapgarh Kamalgachhi More, Kolkata",pratapgarh kamalgachhi more,3,6600000,20714,870.0,Unfurnished,buy,bedroom_only,7586.21,23.81
"Sugam Sabuj, Sugam Sabuj, Narendrapur Rajpur Sonarpur, Kolkata",narendrapur,4,13800000,32368,1510.0,Semi-Furnished,buy,address_only,9139.07,21.44
"Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",action area 3,3,5200000,27000,901.0,Unfurnished,buy,exact_match,5771.37,29.97
"Parnasree Palli, Kolkata",parnasree,2,3200000,17675,707.0,Unfurnished,buy,address_bedroom,4526.17,25.0
"Display Vinimay Urban Greens, Display Vinimay Urban Greens, Rajarhat Main Road, Kolkata",rajarhat main road,2,7500000,15000,714.0,Unfurnished,buy,exact_match,10504.2,21.01
"Sunny Towers, Sunny Towers, Ballygunge, Kolkata",ballygunge,4,60000000,218182,3200.0,Unfurnished,buy,address_bedroom,18750.0,68.18
"Heysham Road, Kolkata",heysham road,3,17000000,29762,1250.0,Unfurnished,buy,bedroom_only,13600.0,23.81
"Bally, Kolkata",bally,2,1850000,12857,600.0,Unfurnished,buy,bedroom_only,3083.33,21.43
"Shapoorji Paloonji Sukhobristi, Shapoorji Paloonji Sukhobristi, New Town, Kolkata",new town,3,6300000,55000,700.0,Unfurnished,buy,exact_match,9000.0,78.57
5 BHK House for Sale in Salt Lake City Kolkata,salt lake city,5,33000000,82080,2280.0,Furnished,buy,address_only,14473.68,36.0
"Mani Towers, Mani Towers, New Alipore, Kolkata",new alipore,1,4200000,16000,669.0,Unfurnished,buy,exact_match,6278.03,23.92
"Emami City, Emami City, Jessore Road, Kolkata",jessore road,4,23000000,55804,2520.0,Unfurnished,buy,address_only,9126.98,22.14
"Kalikapur Road, Kolkata",kalikapur road,3,6780000,32333,1358.0,Unfurnished,buy,bedroom_only,4992.64,23.81
"Bengal Abasan Urban Sabujayan, Bengal Abasan Urban Sabujayan, Mukundapur, Kolkata",mukundapur,3,6360000,55208,1271.0,Unfurnished,buy,address_bedroom,5003.93,43.44
"DHAARA VINAYAK, DHAARA VINAYAK, Barrackpore, Kolkata",barrackpore,3,4910000,13726,1365.0,Unfurnished,buy,address_only,3597.07,10.06
"Motilal Gupta Road, Kolkata",motilal gupta road,3,4500000,16768,1062.0,Unfurnished,buy,address_only,4237.29,15.79
"Howrah, Kolkata",howrah,3,3500000,18133,800.0,Unfurnished,buy,address_bedroom,4375.0,22.67
"Tollygunge, Kolkata",tollygunge,2,5000000,25000,850.0,Unfurnished,buy,exact_match,5882.35,29.41
"Primarc Southwinds, Primarc Southwinds, Harinavi, Kolkata",harinavi,2,6000000,17671,600.0,Unfurnished,buy,address_only,10000.0,29.45
"SGIL Residenzza, SGIL Residenzza, Manikpur Rajbari, Kolkata",manikpur,3,9000000,23077,1000.0,Semi-Furnished,buy,address_only,9000.0,23.08
"Ramgarh Garia, Kolkata",ramgarh,2,3000000,13929,650.0,Unfurnished,buy,bedroom_only,4615.38,21.43
3 BHK House for Sale in Ballygunge Kolkata,ballygunge,3,25000000,70000,2000.0,Furnished,buy,exact_match,12500.0,35.0
"Jupiter Niharika, Jupiter Niharika, Gora Bazar, Dum Dum, Kolkata",gora bazar,2,3800000,16895,887.0,Furnished,buy,address_bedroom,4284.1,19.05
"PS Rain Tree, PS Rain Tree, Kankurgachi, Kolkata",kankurgachi,4,23000000,60000,2224.0,Unfurnished,buy,exact_match,10341.73,26.98
"Genexx Valley, Genexx Valley, Joka, Kolkata",joka,3,4600000,17000,1035.0,Unfurnished,buy,exact_match,4444.44,16.43
"DTC Southern Heights, DTC Southern Heights, Joka, Kolkata",joka,3,6200000,25000,798.0,Semi-Furnished,buy,exact_match,7769.42,31.33
"Sherwood Estate, Sherwood Estate, Narendrapur Rajpur Sonarpur, Kolkata",narendrapur,3,6500000,28000,1100.0,Unfurnished,rent,exact_match,5909.09,25.45
"Upohar The Condoville, Upohar The Condoville, Eastern Metropolitan Bypass, Kolkata",em bypass,3,21000000,57000,1966.0,Semi-Furnished,rent,exact_match,10681.59,28.99
"South City, South City, Prince Anwar Shah Road, Kolkata",prince anwar shah road,3,21655944,80000,1550.0,Furnished,rent,address_bedroom,13971.58,51.61
"TATA Avenida, TATA Avenida, New Town, Kolkata",new town,3,14000000,75000,1715.0,Furnished,rent,exact_match,8163.27,43.73
"South City, South City, Prince Anwar Shah Road, Kolkata",prince anwar shah road,4,28630000,90000,2045.0,Semi-Furnished,rent,address_bedroom,14000.0,44.01
"Hiland Park, Hiland Park, Eastern Metropolitan Bypass, Kolkata",em bypass,3,8500000,35000,1264.0,Semi-Furnished,rent,exact_match,6724.68,27.69
"Udita Apartments, Udita Apartments, Eastern Metropolitan Bypass, Kolkata",em bypass,3,21000000,55000,2130.0,Semi-Furnished,rent,exact_match,9859.15,25.82
"Anik One Rajarhat, Anik One Rajarhat, New Town, Kolkata",new town,2,9800000,51000,1244.0,Semi-Furnished,rent,exact_match,7877.81,41.0
"Ambuja Utalika The Condoville, Ambuja Utalika The Condoville, Eastern Metropolitan Bypass, Kolkata",em bypass,4,45500000,120000,3140.0,Semi-Furnished,rent,exact_match,14490.45,38.22
"Mani Megh Mani, Mani Megh Mani, Eastern Metropolitan Bypass, Kolkata",em bypass,3,21000000,100000,1900.0,Furnished,rent,exact_match,11052.63,52.63
"Deerekha Urban Heights, Deerekha Urban Heights, Kasba, Kolkata",kasba,3,8041667,46000,965.0,Unfurnished,rent,address_only,8333.33,47.67
"Diamond City South, Diamond City South, Tollygunge, Kolkata",tollygunge,3,16400000,34000,1416.0,Semi-Furnished,rent,exact_match,11581.92,24.01
"Bengal Peerless Avidipta Phase 2, Bengal Peerless Avidipta Phase 2, Eastern Metropolitan Bypass, Kolkata",em bypass,3,33000000,110000,1675.0,Furnished,rent,exact_match,19701.49,65.67
"Ballygunge Park Road, Kolkata",ballygunge park road,4,38700000,230000,3600.0,Semi-Furnished,rent,bedroom_only,10750.0,63.89
"PS ONE10, PS ONE10, New Town, Kolkata",new town,3,9250000,55000,756.0,Unfurnished,rent,exact_match,12235.45,72.75
"Paddapukur, Bhawanipur, Kolkata",paddapukur,2,15000000,50000,1100.0,Semi-Furnished,rent,address_bedroom,13636.36,45.45
"Green Vista, Green Vista, Chinar Park, Rajarhat, Kolkata",chinar park,3,11623772,27000,1203.0,Semi-Furnished,rent,address_only,9662.32,22.44
"Greenwood Sonata, Greenwood Sonata, New Town, Kolkata",new town,3,14000000,49000,1846.0,Furnished,rent,exact_match,7583.97,26.54
"Rameswara Apartment, Rameswara Apartment, Bhowanipore, Kolkata",bhawanipur,3,28723404,150000,1800.0,Furnished,rent,address_bedroom,15957.45,83.33
"Lake District, Lake District, Phool Bagan Kankurgachi, Kolkata",phool bagan,3,16500000,45000,1650.0,Semi-Furnished,rent,address_bedroom,10000.0,27.27
"Action Area 2, Kolkata",action area 2,3,12741935,22000,1250.0,Unfurnished,rent,address_bedroom,10193.55,17.6
"Fort Oasis, Fort Oasis, Ballygunge, Kolkata",ballygunge,3,29000000,70000,1900.0,Semi-Furnished,rent,exact_match,15263.16,36.84
"Unitech Uniworld Heights, Unitech Uniworld Heights, Action Area 3, Kolkata",action area 3,3,10294118,37000,1400.0,Semi-Furnished,rent,address_bedroom,7352.94,26.43
"Salkia, Kolkata",salkia,2,4373333,20000,820.0,Semi-Furnished,rent,bedroom_only,5333.33,24.39
Kolkata,near quest mall gate no 3,2,6517333,100000,1222.0,Furnished,rent,bedroom_only,5333.33,81.83
Kolkata,gopal kunja,2,6133333,18000,1150.0,Unfurnished,rent,bedroom_only,5333.33,15.65
"Ultadanga, Kolkata",ultadanga,2,10500000,15000,912.0,Semi-Furnished,rent,exact_match,11513.16,16.45
"Bansdroni Government Colony, Kolkata",bansdroni government colony,2,4266667,3500,800.0,Semi-Furnished,rent,bedroom_only,5333.33,4.38
"Purbapara Kamdahari, Kolkata",purbapara kamdahari,1,2131579,10000,450.0,Unfurnished,rent,bedroom_only,4736.84,22.22
"PS ONE10, PS ONE10, New Town, Kolkata",new town,4,26000000,65000,2250.0,Semi-Furnished,rent,exact_match,11555.56,28.89
"Uniworld City, Uniworld City, Action Area 3, Kolkata",action area 3,3,13000000,50000,1925.0,Furnished,rent,exact_match,6753.25,25.97
"Survey Park, Kolkata",survey park,2,4813148,15000,640.0,Unfurnished,rent,address_bedroom,7520.54,23.44
"Madurdaha, Hussainpur, Kolkata",madurdaha,3,8200000,20000,1250.0,Unfurnished,rent,exact_match,6560.0,16.0
"PS ONE10, PS ONE10, Action Area 1, Kolkata",action area 1,4,11954526,75000,1344.0,Furnished,rent,address_bedroom,8894.74,55.8
"Kasba, Kolkata",kasba,3,10000000,23000,1200.0,Semi-Furnished,rent,address_only,8333.33,19.17
"Dum Dum, Kolkata",dum dum,2,5000000,15000,890.0,Unfurnished,rent,exact_match,5617.98,16.85
"Anik One Rajarhat, Anik One Rajarhat, Action Area 1, Kolkata",action area 1,4,26942158,150000,3029.0,Furnished,rent,address_bedroom,8894.74,49.52
"Jalan NVR Pride, Jalan NVR Pride, Diamond Harbour Road, Kolkata",diamond harbour road,2,3102273,12500,600.0,Unfurnished,rent,address_bedroom,5170.46,20.83
2 BHK House for Rent in Bansdroni Kolkata,bansdroni,2,2600000,15000,700.0,Unfurnished,rent,exact_match,3714.29,21.43
3 BHK House for Rent in Bramhapur Kolkata,brahmapur,3,4893617,18000,1150.0,Semi-Furnished,rent,address_only,4255.32,15.65
2 BHK House for Rent in Thakurpukur Kolkata,thakurpukur,2,3000000,8500,553.0,Unfurnished,rent,exact_match,5424.95,15.37
"Kamini Abashan, Kamini Abashan, Haridevpur, Paschim Putiary, Kolkata",haridevpur,2,2355842,10500,690.0,Unfurnished,rent,address_only,3414.26,15.22
"Naktala, Garia, Kolkata",naktala,2,4750000,23000,727.0,Unfurnished,rent,exact_match,6533.7,31.64
"Mangalam Park, Mangalam Park, Behala, Kolkata",behala,3,6000000,30000,1050.0,Semi-Furnished,rent,exact_match,5714.29,28.57
"Rosedale Garden, Rosedale Garden, Action Area 3, Kolkata",action area 3,3,14000000,62000,1562.0,Furnished,rent,exact_match,8962.87,39.69
2 BHK House for Rent in Howrah Kolkata,howrah,2,2769509,9000,650.0,Unfurnished,rent,address_bedroom,4260.78,13.85
"Bansdroni, Kolkata",bansdroni,2,2600000,14000,600.0,Semi-Furnished,rent,exact_match,4333.33,23.33
"Sureka Elita Garden Vista, Sureka Elita Garden Vista, New Town, Kolkata",new town,2,9800000,35000,1174.0,Semi-Furnished,rent,exact_match,8347.53,29.81
"Minto Park Area, Kolkata",minto park,3,14648661,130000,2000.0,Furnished,rent,bedroom_only,7324.33,65.0
"Panache, Panache, Nayapatty, Kolkata",nayapatty,3,10363928,65000,1415.0,Furnished,rent,bedroom_only,7324.33,45.94
"Madurdaha, Hussainpur, Kolkata",madurdaha,3,8200000,21500,1200.0,Unfurnished,rent,exact_match,6833.33,17.92
"Space Club Town Heights, Space Club Town Heights, Barrackpore Trunk Road, Kolkata",barrackpore trunk road,3,12448314,30000,1487.0,Semi-Furnished,rent,address_bedroom,8371.43,20.17
"Anik One Rajarhat, Anik One Rajarhat, Action Area 1, Kolkata",action area 1,2,15000000,55000,833.0,Unfurnished,rent,exact_match,18007.2,66.03
"Prudent Prana, Prudent Prana, Garia, Kolkata",garia,2,2790000,21000,850.0,Furnished,rent,exact_match,3282.35,24.71
"Haque Complex, Haque Complex, Topsia, Kolkata",topsia,1,5333858,6500,375.0,Furnished,rent,address_only,14223.62,17.33
2 BHK House for Rent in Panchanan Tola Thakurpukur Kolkata,panchanan tola,2,4000000,15000,750.0,Semi-Furnished,rent,bedroom_only,5333.33,20.0
"Kalitala Ward Number 113, Kolkata",kalitala ward number 113,2,4800000,22000,900.0,Semi-Furnished,rent,bedroom_only,5333.33,24.44
"Ambey Florence, Ambey Florence, Rajarhat, Kolkata",rajarhat,3,10000000,21000,940.0,Semi-Furnished,rent,exact_match,10638.3,22.34
"Shapoorji Paloonji Sukhobristi, Shapoorji Paloonji Sukhobristi, New Town, Kolkata",new town,2,4900000,25000,600.0,Furnished,rent,exact_match,8166.67,41.67
"Baguiati, Kolkata",baguiati,2,3500000,20000,860.0,Furnished,rent,exact_match,4069.77,23.26
"Paikpara, Kolkata",paikpara,4,8704082,21000,1100.0,Unfurnished,rent,address_only,7912.8,19.09
"Purba Abasan DF Block, Purba Abasan DF Block, Rash Behari Avenue Connector, Kolkata",rash behari avenue connector,2,9230769,25000,1000.0,Unfurnished,rent,address_bedroom,9230.77,25.0
Kolkata,near laketown,3,6591897,22000,900.0,Semi-Furnished,rent,bedroom_only,7324.33,24.44
"Goa Bagan, Kolkata",goa bagan,3,7324331,25000,1000.0,Furnished,rent,bedroom_only,7324.33,25.0
"Rishi Pranaya, Rishi Pranaya, Rajarhat, Kolkata",rajarhat,2,5200000,25000,644.0,Semi-Furnished,rent,exact_match,8074.53,38.82
"Ruchi Active Acres Angelica, Ruchi Active Acres Angelica, Eastern Metropolitan Bypass, Kolkata",em bypass,2,11000000,30000,1100.0,Semi-Furnished,rent,address_bedroom,10000.0,27.27
"Belur, Kolkata",belur,3,8789197,8500,1200.0,Unfurnished,rent,bedroom_only,7324.33,7.08
"Nagerbazar, Kolkata",nagerbazar,2,3000000,10000,600.0,Unfurnished,rent,exact_match,5000.0,16.67
"Tanya Apartment, Tanya Apartment, Garia Place, Garia, Kolkata",garia place,2,4266667,17000,800.0,Unfurnished,rent,bedroom_only,5333.33,21.25
"Tata Eden Court, Tata Eden Court, New Town, Kolkata",new town,3,14000000,30000,1555.0,Semi-Furnished,rent,exact_match,9003.22,19.29
Kolkata,bt college more,2,3733333,12000,700.0,Semi-Furnished,rent,bedroom_only,5333.33,17.14
"Aspira Loharuka Green Heights, Aspira Loharuka Green Heights, Rajarhat, Kolkata",rajarhat,3,3940000,30000,828.0,Furnished,rent,exact_match,4758.45,36.23
2 BHK House for Rent in Ranaghat Kolkata,ranaghat,2,4800000,9000,900.0,Semi-Furnished,rent,bedroom_only,5333.33,10.0
"Naktala, Garia, Kolkata",naktala,2,6321678,23000,1000.0,Unfurnished,rent,address_bedroom,6321.68,23.0
"Madurdaha, Hussainpur, Kolkata",madurdaha,2,4000000,20000,630.0,Semi-Furnished,rent,exact_match,6349.21,31.75
"Standalone Property, Standalone Property, Santoshpur, Kolkata",santoshpur,2,3600000,10000,480.0,Unfurnished,rent,exact_match,7500.0,20.83
3 BHK House for Rent in Santoshpur Kolkata,santoshpur,3,5479452,13000,1000.0,Unfurnished,rent,address_bedroom,5479.45,13.0
"Mohini Villa, Mohini Villa, Kaikhali, Kolkata",kaikhali,2,5160000,14500,1000.0,Furnished,rent,exact_match,5160.0,14.5
"Riya Manbhari Ananya, Riya Manbhari Ananya, Rajpur, Kolkata",rajpur,2,5875000,12500,975.0,Semi-Furnished,rent,address_bedroom,6025.64,12.82
"Simoco Sanhita Housing Complex Commercial , Simoco Sanhita Housing Complex Commercial, Bhangar, Kolkata",bhangar,3,4416571,10000,603.0,Semi-Furnished,rent,bedroom_only,7324.33,16.58
"Eden Tolly Cascades, Eden Tolly Cascades, Kabardanga, Kolkata",kabardanga,2,2882192,15000,526.0,Unfurnished,rent,address_bedroom,5479.45,28.52
"Gupta Para, Dhakuria, Kolkata",gupta para,3,5771572,22000,788.0,Semi-Furnished,rent,bedroom_only,7324.33,27.92
"Fortune City, Fortune City, Ganganagar Doharia Shailesh Nagar, Kolkata",ganganagar nandankanan,3,8056764,25000,1100.0,Semi-Furnished,rent,bedroom_only,7324.33,22.73
"Katyayani Apartment, Katyayani Apartment, Dum Dum, Kolkata",dum dum,1,2400000,9000,504.0,Semi-Furnished,rent,exact_match,4761.9,17.86
