Name,Address,Bedrooms,Price,Rent,Area,Furnishing,Type,Match_Type,Price_Per_Sqft,Rent_Per_Sqft
"Nathany Shrivats, Nathany Shrivats, Tollygunge, Kolkata",tollygunge,2,5700000,25000,919.0,Unfurnished,buy,exact_match,6202.39,27.2
"Sapnil Residency, Sapnil Residency, Bonhooghly, Kolkata",bonhooghly,3,7550000,28857,1212.0,Unfurnished,buy,bedroom_only,6229.37,23.81
"Barrackpore, Kolkata",barrackpore,2,3000000,10000,820.0,Semi-Furnished,buy,exact_match,3658.54,12.2
"Jodhpur Park, Kolkata",jodhpur park,4,20000000,39850,1473.0,Semi-Furnished,buy,address_only,13577.73,27.05
"Khardaha, Kolkata",khardah,2,3500000,10847,800.0,Furnished,buy,address_only,4375.0,13.56
"Gurukripa Diamond Park Exotica, Gurukripa Diamond Park Exotica, Diamond Park, Joka, Kolkata",diamond park,2,4100000,10452,760.0,Unfurnished,buy,address_bedroom,5394.74,13.75
4 BHK Villa for Sale in Sector 2 Salt Lake City Kolkata,sector 2 salt lake city,4,21000000,19833,1050.0,Unfurnished,buy,address_only,20000.0,18.89
"Radhakrishna Apartment, Radhakrishna Apartment, Rajpur Sonarpur, Kolkata",rajpur sonarpur,2,2800000,18000,750.0,Semi-Furnished,buy,exact_match,3733.33,24.0
"Merlin Vasundhara, Merlin Vasundhara, Behala, Kolkata",behala,3,6500000,30000,928.0,Semi-Furnished,buy,exact_match,7004.31,32.33
"Parvati Garden, Parvati Garden, Birati, Kolkata",birati,2,3900000,13371,936.0,Semi-Furnished,buy,address_bedroom,4166.67,14.29
"Asian Habitat 64, Asian Habitat 64, Howrah, Kolkata",howrah,3,4900000,20400,900.0,Furnished,buy,address_bedroom,5444.44,22.67
"PS The 102, PS The 102, Joka, Kolkata",joka,3,6000000,14886,646.0,Unfurnished,buy,address_bedroom,9287.93,23.04
"Naktala, Garia, Kolkata",naktala,2,4750000,23000,715.0,Unfurnished,buy,exact_match,6643.36,32.17
"Ithemba Arista, Ithemba Arista, Chandannagar, Hooghly-Chinsurah, Kolkata",chandannagar,2,3000000,8727,600.0,Semi-Furnished,buy,address_only,5000.0,14.54
"Larica Tolly, Larica Tolly, Dhali Para Paschim Putiary, Kolkata",dhali para,3,4300000,25214,1059.0,Semi-Furnished,buy,bedroom_only,4060.43,23.81
"Fortune Heights Barasat, Fortune Heights Barasat, Barasat, Kolkata",barasat,2,3900000,11074,828.0,Semi-Furnished,buy,address_bedroom,4710.14,13.37
"Surya Nagar Colony, Kolkata",surya nagar colony,2,2500000,12857,600.0,Semi-Furnished,buy,bedroom_only,4166.67,21.43
7 BHK House for Sale in Southern Avenue Kolkata,southern avenue,7,127500000,186258,5000.0,Furnished,buy,address_only,25500.0,37.25
"4 BHK Villa for Sale in Gems City, Joka Kolkata",joka,4,8600000,27835,1200.0,Furnished,buy,address_only,7166.67,23.2
"Amrit Tower, Amrit Tower, Salt Lake City, Kolkata",salt lake city,2,2250000,16000,800.0,Semi-Furnished,buy,exact_match,2812.5,20.0
"New Alipore, Kolkata",new alipore,3,7500000,47217,1050.0,Semi-Furnished,buy,address_bedroom,7142.86,44.97
"Agarpara, Kolkata",agarpara,1,700000,2530,343.0,Unfurnished,buy,address_bedroom,2040.82,7.38
"Eden Flora, Eden Flora, Eastern Metropolitan Bypass, Kolkata",em bypass,2,4600000,36000,903.0,Unfurnished,buy,exact_match,5094.13,39.87
6 BHK House for Sale in Hazra Road Kolkata,hazra road,6,52500000,256943,4692.0,Semi-Furnished,buy,bedroom_only,11189.26,54.76
5 BHK House for Sale in Kasba Kolkata,kasba,5,30000000,78545,3600.0,Unfurnished,buy,address_only,8333.33,21.82
"Manicktala, Kolkata",manicktala,3,16500000,33405,1403.0,Unfurnished,buy,bedroom_only,11760.51,23.81
"Sukhpally, Haltu, Kolkata",sukhpally,2,5100000,15000,656.0,Semi-Furnished,buy,exact_match,7774.39,22.87
"Puspanjali, Puspanjali, New Garia, Garia, Kolkata",new garia,2,3600000,11000,707.0,Unfurnished,buy,exact_match,5091.94,15.56
"Sisirkunja, Sisirkunja, Madhyamgram, Kolkata",madhyamgram,2,3500000,9833,624.0,Semi-Furnished,buy,address_bedroom,5608.97,15.76
"3 BHK House for Sale in Mahamaya Tala, Garia Kolkata",mahamaya tala,3,8200000,27586,1600.0,Unfurnished,buy,address_bedroom,5125.0,17.24
"Kestopur, Kolkata",kestopur,2,3600000,8400,504.0,Furnished,buy,address_bedroom,7142.86,16.67
"Dum Dum, Kolkata",dum dum,2,2750000,6910,410.0,Unfurnished,buy,address_bedroom,6707.32,16.85
"Fortune Township, Fortune Township, Barasat, Kolkata",barasat,3,4650000,16770,1290.0,Semi-Furnished,buy,address_only,3604.65,13.0
4 BHK House for Sale in Uchhepota Kolkata,uchhepota,4,5800000,57463,1400.0,Semi-Furnished,buy,bedroom_only,4142.86,41.04
"Greenfield City, Greenfield City, Shibrampur, Shibrampur Mauza, Kolkata",shibrampur,3,5200000,19000,1084.0,Furnished,buy,exact_match,4797.05,17.53
"Dash Drone, Rajarhat Newtown, Kolkata",dash drone,2,2550000,15000,539.0,Semi-Furnished,buy,exact_match,4730.98,27.83
"Greenfield Elegance, Greenfield Elegance, New Town, Kolkata",new town,3,11500000,40000,1100.0,Semi-Furnished,buy,exact_match,10454.55,36.36
"Nayabad, Kolkata",nayabad,2,4500000,17000,750.0,Unfurnished,buy,exact_match,6000.0,22.67
"Ramchandrapur Narendrapur, Kolkata",ramchandrapur,2,5300000,17400,812.0,Semi-Furnished,buy,bedroom_only,6527.09,21.43
"Motijheel Avenue, Kolkata",motijheel avenue,2,4000000,18214,850.0,Semi-Furnished,buy,bedroom_only,4705.88,21.43
"KIC Raj Laxmi, KIC Raj Laxmi, Paddapukur, Bhawanipur, Kolkata",paddapukur,2,12000000,40000,880.0,Semi-Furnished,buy,address_bedroom,13636.36,45.45
"Subhas Apartment, Subhas Apartment, New Garia, Garia, Kolkata",new garia,3,5500000,17974,1000.0,Semi-Furnished,buy,address_only,5500.0,17.97
"Ajoy Nagar Santoshpur, Kolkata",ajoynagar,2,6300000,17207,803.0,Semi-Furnished,buy,bedroom_only,7845.58,21.43
6 BHK House for Sale in Tangra Kolkata,tangra,6,7500000,34526,1082.0,Unfurnished,buy,address_only,6931.61,31.91
"Block O New Alipore, Kolkata",block o new alipore,2,13000000,17440,872.0,Semi-Furnished,buy,address_only,14908.26,20.0
"Hussainpur, Kolkata",hussainpur,3,9400000,21429,900.0,Semi-Furnished,buy,bedroom_only,10444.44,23.81
"Surya Tower, Surya Tower, Behala, Kolkata",behala,2,3400000,13390,660.0,Unfurnished,buy,address_bedroom,5151.52,20.29
"New Town, Kolkata",new town,3,7900000,40000,980.0,Unfurnished,buy,exact_match,8061.22,40.82
"Santoshpur, Kolkata",santoshpur,2,3900000,12500,600.0,Semi-Furnished,buy,address_bedroom,6500.0,20.83
"Behala, Kolkata",behala,3,3600000,16706,700.0,Semi-Furnished,buy,address_bedroom,5142.86,23.87
"Diamond Park, Joka, Kolkata",diamond park,2,3000000,10534,766.0,Semi-Furnished,buy,address_bedroom,3916.45,13.75
"Behala, Kolkata",behala,2,3400000,13390,660.0,Semi-Furnished,buy,address_bedroom,5151.52,20.29
"Dum Dum Park, Kolkata",dum dum park,2,4200000,14000,750.0,Semi-Furnished,buy,exact_match,5600.0,18.67
"Vijaylakshmi Pleasant Palace, Vijaylakshmi Pleasant Palace, Narendrapur Rajpur Sonarpur, Kolkata",narendrapur,2,3400000,15000,675.0,Unfurnished,buy,exact_match,5037.04,22.22
"Merlin Urvan, Merlin Urvan, Dum Dum, Kolkata",dum dum,3,11800000,16169,674.0,Semi-Furnished,buy,address_bedroom,17507.42,23.99
"Action Area 1, Kolkata",action area 1,3,9500000,12252,680.0,Furnished,buy,address_bedroom,13970.59,18.02
"Amar Jyoti, Amar Jyoti, Alipore, Kolkata",alipore,3,28000000,180000,2200.0,Semi-Furnished,buy,exact_match,12727.27,81.82
"Kamdahari, Kolkata",kamdahari,2,3500000,13929,650.0,Furnished,buy,bedroom_only,5384.62,21.43
"Avani Orchid, Avani Orchid, Behala, Kolkata",behala,3,8500000,30000,1126.0,Semi-Furnished,buy,exact_match,7548.85,26.64
"Dream Park, Dream Park, Kamalgachhi More, Garia, Kolkata",kamalgachhi more,3,4500000,14950,900.0,Semi-Furnished,buy,address_only,5000.0,16.61
"Rupasi Abasan, Rupasi Abasan, Rajarhat, Kolkata",rajarhat,3,4700000,21000,880.0,Unfurnished,buy,exact_match,5340.91,23.86
"Netaji Subhash Chandra Bose Road, Kolkata",netaji subhash chandra bose road,2,2700000,25037,780.0,Furnished,buy,address_only,3461.54,32.1
"Ideal Regency, Ideal Regency, Behala, Kolkata",behala,2,5700000,20000,848.0,Semi-Furnished,buy,exact_match,6721.7,23.58
"Bramhapur, Kolkata",brahmapur,2,3000000,11035,705.0,Semi-Furnished,buy,address_only,4255.32,15.65
"Bishnupur Rajarhat, Kolkata",bishnupur rajarhat,3,4700000,16071,675.0,Unfurnished,buy,bedroom_only,6962.96,23.81
"Vedic Green Tech City, Vedic Green Tech City, Rajarhat, Kolkata",rajarhat,4,8560000,86208,2000.0,Unfurnished,buy,address_bedroom,4280.0,43.1
"Hiland Greens, Hiland Greens, Batanagar, Kolkata",batanagar,2,2800000,4470,447.0,Unfurnished,buy,address_only,6263.98,10.0
"Santoshpur, Kolkata",santoshpur,2,3400000,15625,750.0,Furnished,buy,address_bedroom,4533.33,20.83
"team taurus kabya, team taurus kabya, Rajarhat Main Road, Kolkata",rajarhat main road,2,6800000,15000,744.0,Furnished,buy,exact_match,9139.78,20.16
"Merlin Cambridge, Merlin Cambridge, Tollygunge, Kolkata",tollygunge,3,36500000,60000,1840.0,Semi-Furnished,buy,exact_match,19836.96,32.61
"Desh Bandhu Nagar Baguiati, Kolkata",desh bandhu nagar,2,4700000,12000,816.0,Furnished,buy,exact_match,5759.8,14.71
"Vedic Village, Kolkata",vedic village,2,6000000,16286,760.0,Unfurnished,buy,bedroom_only,7894.74,21.43
"Kasba, Kolkata",kasba,2,6000000,16000,760.0,Semi-Furnished,buy,exact_match,7894.74,21.05
"Garia, Kolkata",garia,1,2800000,9800,350.0,Furnished,buy,address_bedroom,8000.0,28.0
"Bakultala Behala, Kolkata",bakultala,2,2800000,11850,553.0,Unfurnished,buy,bedroom_only,5063.29,21.43
"Narendrapur Rajpur Sonarpur, Kolkata",narendrapur,2,3200000,12100,605.0,Unfurnished,buy,address_bedroom,5289.26,20.0
"New Suvada Apartments, New Suvada Apartments, Naktala, Garia, Kolkata",naktala,1,2000000,11856,450.0,Semi-Furnished,buy,address_only,4444.44,26.35
3 BHK House for Sale in Barasat Kolkata,barasat,3,2400000,13000,1000.0,Semi-Furnished,buy,address_only,2400.0,13.0
"GM Meena Surya, GM Meena Surya, New Town, Kolkata",new town,2,2600000,25000,578.0,Semi-Furnished,buy,exact_match,4498.27,43.25
"Ballygunge, Kolkata",ballygunge,3,16000000,55263,1500.0,Semi-Furnished,buy,address_bedroom,10666.67,36.84
"Eden City Maheshtala, Eden City Maheshtala, Maheshtala, Kolkata",maheshtala,3,5000000,35765,1377.0,Unfurnished,buy,address_bedroom,3631.08,25.97
"Jadavpur Central Road, Kolkata",jadavpur central road,2,5200000,15086,704.0,Semi-Furnished,buy,bedroom_only,7386.36,21.43
"Avion, Avion, Rajarhat, Kolkata",rajarhat,2,4500000,13500,891.0,Furnished,buy,exact_match,5050.51,15.15
"Shibpur, Kolkata",shibpur,2,3500000,17143,800.0,Furnished,buy,bedroom_only,4375.0,21.43
"Sector 1 Salt Lake City, Kolkata",sector 1 salt lake city,3,14500000,40000,1250.0,Unfurnished,buy,address_bedroom,11600.0,32.0
"Santoshpur, Kolkata",santoshpur,2,2800000,10000,500.0,Unfurnished,buy,exact_match,5600.0,20.0
"Shree Apartment, Shree Apartment, Shree Bhumi, Patipukur, Kolkata",shree bhumi,3,4000000,21429,900.0,Unfurnished,buy,bedroom_only,4444.44,23.81
"KIC Salt Lake Private property, KIC Salt Lake Private property, Salt Lake City, Kolkata",salt lake city,5,24000000,61920,1720.0,Semi-Furnished,buy,address_only,13953.49,36.0
"Sodepur, Kolkata",sodepur,2,3500000,7182,676.0,Semi-Furnished,buy,address_bedroom,5177.51,10.62
"Kasba Housing, Kasba Housing, Kasba, Kolkata",kasba,2,4000000,16000,750.0,Semi-Furnished,buy,exact_match,5333.33,21.33
"Lake Gardens, Kolkata",lake gardens,1,4000000,17328,491.0,Furnished,buy,address_only,8146.64,35.29
"Siddha Town, Siddha Town, Madhyamgram, Kolkata",madhyamgram,2,4200000,15000,748.0,Semi-Furnished,buy,exact_match,5614.97,20.05
"Madurdaha, Hussainpur, Kolkata",madurdaha,3,7500000,15891,950.0,Semi-Furnished,buy,address_bedroom,7894.74,16.73
"Sankalpa 2, Sankalpa 2, Rajarhat, Kolkata",rajarhat,3,17500000,35000,1435.0,Unfurnished,buy,exact_match,12195.12,24.39
"Action Area 3, Kolkata",action area 3,3,6500000,27000,1040.0,Unfurnished,buy,exact_match,6250.0,25.96
"Mahamaya Tala, Garia, Kolkata",mahamaya tala,2,3490000,11448,664.0,Unfurnished,buy,address_only,5256.02,17.24
"Shantineerh Apartment, Shantineerh Apartment, Joka, Kolkata",joka,2,2800000,20000,857.0,Unfurnished,buy,exact_match,3267.21,23.34
9 BHK House for Sale in Sonarpur Kolkata,sonarpur,9,9900000,47365,2830.0,Semi-Furnished,buy,address_only,3498.23,16.74
"Mukundapur, Kolkata",mukundapur,3,6600000,45000,946.0,Semi-Furnished,buy,exact_match,6976.74,47.57
5 BHK House for Sale in Block AE Sector 1 Salt Lake City Kolkata,block ae sector 1 salt lake city,5,38000000,122768,2500.0,Furnished,buy,bedroom_only,15200.0,49.11
"Dum Dum Cantonment, Kolkata",anil abasan 163/2 laxmi narayan road kolkata 700065 land mark rakhadas mistir dokan,1,1250000,7846,340.0,Unfurnished,buy,bedroom_only,3676.47,23.08
"Jheel Tower, Jheel Tower, Jheel Road, Kolkata",jheel road,1,2650000,8077,350.0,Furnished,buy,bedroom_only,7571.43,23.08
"Diamond Villa, Diamond Villa, Krishnapur Kestopur, Kolkata",krishnapur,2,3700000,10000,650.0,Furnished,buy,exact_match,5692.31,15.38
"Haltu, Kolkata",haltu,2,4600000,7031,625.0,Semi-Furnished,buy,address_bedroom,7360.0,11.25
"The Banyan Tree Sunland Residency, The Banyan Tree Sunland Residency, Bablatala, Gopalpur Gram, Kolkata",bablatala,3,9950000,27714,1164.0,Furnished,buy,bedroom_only,8548.11,23.81
"Manton, Kolkata",manton,2,2700000,10393,485.0,Unfurnished,buy,bedroom_only,5567.01,21.43
"Beleghata, Kolkata",beleghata,4,26500000,71005,2136.0,Semi-Furnished,buy,address_only,12406.37,33.24
"Baguiati, Kolkata",baguiati,3,9200000,21598,1300.0,Semi-Furnished,buy,address_bedroom,7076.92,16.61
"PS ZEN, PS ZEN, Topsia, Kolkata",topsia,3,31000000,35621,1504.0,Unfurnished,buy,address_bedroom,20611.7,23.68
"Ideal Heights, Ideal Heights, Sealdah, Raja Bazar, Kolkata",sealdah,3,21600000,19250,1155.0,Furnished,buy,address_only,18701.3,16.67
> 10 BHK House for Sale in Raja Ram Mohan Sarani Road Kolkata,raja ram mohan sarani road,10,23000000,180600,3570.0,Semi-Furnished,buy,bedroom_only,6442.58,50.59
"Kankulia, Dhakuria, Kolkata",kankulia,2,5000000,13564,633.0,Semi-Furnished,buy,bedroom_only,7898.89,21.43
"Netaji Nagar, Kolkata",netaji nagar,2,2520000,15000,560.0,Unfurnished,buy,exact_match,4500.0,26.79
"MCKPGE Astitva, MCKPGE Astitva, Kankurgachi, Kolkata",kankurgachi,2,35000000,34694,1286.0,Furnished,buy,address_only,27216.17,26.98
"Siddha Eden Lakeville, Siddha Eden Lakeville, Bonhooghly, Kolkata",bonhooghly,2,6800000,11464,535.0,Unfurnished,buy,bedroom_only,12710.28,21.43
"New Garia, Garia, Kolkata",new garia,3,8000000,22413,1247.0,Unfurnished,buy,address_only,6415.4,17.97
"Baghajatin Road, Kolkata",baghajatin road,3,5900000,21214,891.0,Unfurnished,buy,bedroom_only,6621.77,23.81
"Hiland Greens, Hiland Greens, Maheshtala, Kolkata",maheshtala,3,4500000,27272,1050.0,Semi-Furnished,buy,address_bedroom,4285.71,25.97
"New Alipore, Kolkata",new alipore,4,17200000,45553,1408.0,Semi-Furnished,buy,address_only,12215.91,32.35
"New Alipore, Kolkata",new alipore,1,3300000,9500,380.0,Semi-Furnished,buy,address_bedroom,8684.21,25.0
"Prantik Phase 1, Prantik Phase 1, Prantik Thakurpukur, Kolkata",prantik thakurpukur,2,2500000,13800,644.0,Furnished,buy,bedroom_only,3881.99,21.43
4 BHK House for Sale in Sarat Chatterjee Road Kolkata,sarat chatterjee road,4,8000000,41045,1000.0,Semi-Furnished,buy,bedroom_only,8000.0,41.04
"Shalimar, Kolkata",shalimar,3,7400000,24524,1030.0,Unfurnished,buy,bedroom_only,7184.47,23.81
"Meena Residency, Meena Residency, Tegharia Baguiati, Kolkata",teghoria,3,6700000,25390,1290.0,Furnished,buy,address_only,5193.8,19.68
"Bansdroni, Kolkata",bansdroni,2,2600000,15000,800.0,Semi-Furnished,buy,exact_match,3250.0,18.75
"Ramgarh South Dumdum, Kolkata",ramgarh south dum dum,2,2800000,10714,500.0,Unfurnished,buy,bedroom_only,5600.0,21.43
"Ganguly Bagan, Beliaghata, Kolkata",ganguly bagan,3,8700000,23810,1000.0,Furnished,buy,bedroom_only,8700.0,23.81
"Topsia, Kolkata",topsia,2,3200000,11752,573.0,Semi-Furnished,buy,address_only,5584.64,20.51
"Eastern Metropolitan Bypass, Kolkata",em bypass,3,7500000,35000,1275.0,Unfurnished,buy,exact_match,5882.35,27.45
Kolkata,deblok apartment jheel road bank plot 1 garfa kolkata 700075,2,3200000,16286,760.0,Unfurnished,buy,bedroom_only,4210.53,21.43
"Narayanpur, Kolkata",narayanpur,3,3850000,17905,752.0,Semi-Furnished,buy,bedroom_only,5119.68,23.81
"Purbalok, Mukundapur, Kolkata",purbalok,2,3900000,8414,592.0,Unfurnished,buy,address_bedroom,6587.84,14.21
"Srijan Natura, Srijan Natura, New Alipore, Kolkata",new alipore,3,12000000,35300,785.0,Unfurnished,buy,address_bedroom,15286.62,44.97
"Dum Dum House, Dum Dum House, Dum Dum, Kolkata",dum dum,3,4900000,27419,1143.0,Semi-Furnished,buy,address_bedroom,4286.96,23.99
"Bosepukur Road, Kolkata",bosepukur road,2,4500000,17143,800.0,Semi-Furnished,buy,bedroom_only,5625.0,21.43
"Madurdaha, Hussainpur, Kolkata",madurdaha,3,5500000,15055,900.0,Semi-Furnished,buy,address_bedroom,6111.11,16.73
"Dhakuria, Kolkata",dhakuria,3,6500000,15000,1150.0,Unfurnished,buy,exact_match,5652.17,13.04
"Sodepur, Kolkata",sodepur,1,1800000,6564,380.0,Furnished,buy,address_only,4736.84,17.27
"Khardaha, Kolkata",khardah,3,4750000,12149,896.0,Furnished,buy,address_bedroom,5301.34,13.56
"Rajwada Springfield, Rajwada Springfield, Narendrapur Rajpur Sonarpur, Kolkata",narendrapur,2,5300000,15000,828.0,Semi-Furnished,buy,exact_match,6400.97,18.12
"Nandi Bagan Salkia, Kolkata",nandi bagan salkia,3,2200000,15238,640.0,Unfurnished,buy,bedroom_only,3437.5,23.81
4 BHK House for Sale in Barrackpore Kolkata,barrackpore,4,4200000,15083,1500.0,Unfurnished,buy,address_only,2800.0,10.06
"Tegharia Baguiati, Kolkata",teghoria,2,3800000,20000,837.0,Semi-Furnished,buy,exact_match,4540.02,23.89
"Ambalika Housing, Ambalika Housing, Madurdaha, Hussainpur, Kolkata",madurdaha,2,4000000,20000,700.0,Unfurnished,buy,exact_match,5714.29,28.57
"AK Mukherjee Road, Kolkata",ak mukherjee road,2,5200000,27857,1300.0,Semi-Furnished,buy,bedroom_only,4000.0,21.43
"Desh Bandhu Nagar Baguiati, Kolkata",desh bandhu nagar,2,2700000,9000,550.0,Furnished,buy,exact_match,4909.09,16.36
"Banamalipur Barasat, Kolkata",banamalipur barasat,2,2200000,12857,600.0,Furnished,buy,bedroom_only,3666.67,21.43
"Thakurpukur, Kolkata",thakurpukur,2,3000000,8500,600.0,Semi-Furnished,buy,exact_match,5000.0,14.17
"Fortune Township, Fortune Township, Barasat, Kolkata",barasat,3,3400000,11050,850.0,Furnished,buy,address_only,4000.0,13.0
"Buroshibtalla, Behala, Kolkata",buroshibtalla,3,8500000,33929,750.0,Semi-Furnished,buy,address_only,11333.33,45.24
"Joka, Kolkata",joka,3,6500000,25000,850.0,Furnished,buy,exact_match,7647.06,29.41
"Kanak Apartment, Kanak Apartment, Behala Chowrasta, Kolkata",behala chowrasta,3,7140000,25385,1100.0,Unfurnished,buy,address_bedroom,6490.91,23.08
"Siddha Town, Siddha Town, Narayantala, Kolkata",narayantala,3,5870000,20238,850.0,Unfurnished,buy,bedroom_only,6905.88,23.81
"New Alipore Residency, New Alipore Residency, New Alipore, Kolkata",new alipore,3,28000000,45000,1600.0,Furnished,buy,exact_match,17500.0,28.12
"Naktala, Naktala, Naktala, Garia, Kolkata",naktala,3,7500000,28125,1250.0,Semi-Furnished,buy,address_bedroom,6000.0,22.5
"Thakurpukur Bazar, Kolkata",thakurpukur bazar,2,2200000,12579,587.0,Unfurnished,buy,bedroom_only,3747.87,21.43
"Lake Gardens, Kolkata",lake gardens,3,12500000,42000,1280.0,Furnished,buy,exact_match,9765.62,32.81
"Shree Bhumi, Patipukur, Kolkata",shree bhumi,4,12100000,70187,1710.0,Furnished,buy,bedroom_only,7076.02,41.05
3 BHK Villa for Sale in EM Bypass Connector Kolkata,em bypass connector,3,16000000,36095,1516.0,Unfurnished,buy,bedroom_only,10554.09,23.81
"Ultadanga, Kolkata",ultadanga,3,8750000,19737,1200.0,Semi-Furnished,buy,address_only,7291.67,16.45
"Riya Manbhari Ananya, Riya Manbhari Ananya, Rajpur, Kolkata",rajpur,2,4700000,10000,780.0,Semi-Furnished,buy,address_bedroom,6025.64,12.82
"Jadavpur, Kolkata",jadavpur,2,3700000,17000,820.0,Semi-Furnished,buy,exact_match,4512.2,20.73
"Lake Town, Kolkata",lake town,2,5500000,25000,925.0,Unfurnished,buy,exact_match,5945.95,27.03
"Nayabad Lakeview Apartment, Nayabad Lakeview Apartment, Nayabad, Kolkata",nayabad,3,6000000,14000,1000.0,Unfurnished,buy,exact_match,6000.0,14.0
"Reputed Kendua Apartment, Reputed Kendua Apartment, Rabindrapally Garia, Kolkata",rabindrapally,2,3000000,13929,650.0,Semi-Furnished,buy,bedroom_only,4615.38,21.43
"Sarsuna, Kolkata",sarsuna,2,2150000,6768,549.0,Unfurnished,buy,address_bedroom,3916.21,12.33
"GM Meena Eco Vista, GM Meena Eco Vista, New Town, Kolkata",new town,2,5900000,25000,570.0,Semi-Furnished,buy,exact_match,10350.88,43.86
"Shree Tower VII, Shree Tower VII, Rajarhat, Kolkata",rajarhat,2,4000000,13500,860.0,Unfurnished,buy,exact_match,4651.16,15.7
4 BHK House for Sale in Hridaypur Kolkata,hridaypur,4,22400000,53358,1300.0,Unfurnished,buy,bedroom_only,17230.77,41.04
"Paikpara, Kolkata",paikpara,3,5500000,20966,900.0,Unfurnished,buy,address_only,6111.11,23.3
"Upohar The Condoville, Upohar The Condoville, Eastern Metropolitan Bypass, Kolkata",em bypass,5,55000000,109171,3557.0,Semi-Furnished,buy,address_only,15462.47,30.69
"Netaji Nagar, Kolkata",netaji nagar,3,4500000,18750,900.0,Semi-Furnished,buy,address_bedroom,5000.0,20.83
"Rajpur Sonarpur, Kolkata",rajpur sonarpur,2,3500000,18000,655.0,Furnished,buy,exact_match,5343.51,27.48
"Action Area 1, Kolkata",action area 1,2,6500000,40000,700.0,Semi-Furnished,buy,exact_match,9285.71,57.14
"Lake Gardens, Kolkata",lake gardens,2,4300000,22500,786.0,Semi-Furnished,buy,exact_match,5470.74,28.63
"Magnolia City, Magnolia City, Barasat, Kolkata",barasat,2,2500000,15000,700.0,Semi-Furnished,buy,exact_match,3571.43,21.43
"Madurdaha Main Road, Kolkata",madurdaha main road,3,5500000,22381,940.0,Unfurnished,buy,bedroom_only,5851.06,23.81
"Kestopur, Kolkata",kestopur,2,2000000,12500,700.0,Furnished,buy,exact_match,2857.14,17.86
"Tollygunge, Kolkata",tollygunge,2,3500000,20500,650.0,Semi-Furnished,buy,exact_match,5384.62,31.54
"Garia, Kolkata",garia,2,3300000,9000,650.0,Semi-Furnished,buy,exact_match,5076.92,13.85
"Jyangra Bottala, Kolkata",jyangra bottala,2,2300000,14538,630.0,Semi-Furnished,buy,address_only,3650.79,23.08
"Suryanagar Bansdroni, Kolkata",suryanagar bansdroni,2,2300000,27500,700.0,Semi-Furnished,buy,exact_match,3285.71,39.29
"Sunflower Garden, Sunflower Garden, East Topsia, Topsia, Kolkata",east topsia,2,12000000,19286,900.0,Semi-Furnished,buy,bedroom_only,13333.33,21.43
"Deeshari estate, Deeshari estate, Madurdaha, Hussainpur, Kolkata",madurdaha,3,8500000,20000,1416.0,Semi-Furnished,buy,exact_match,6002.82,14.12
"New Garia, Garia, Kolkata",new garia,2,2200000,11000,600.0,Unfurnished,buy,exact_match,3666.67,18.33
"Rash Behari Avenue Connector, Kolkata",rash behari avenue connector,2,6000000,16250,650.0,Semi-Furnished,buy,address_bedroom,9230.77,25.0
"Sugam Park, Sugam Park, Narendrapur Rajpur Sonarpur, Kolkata",narendrapur,3,6500000,28000,1157.0,Unfurnished,buy,exact_match,5617.98,24.2
"Realtech The Indianaq, Realtech The Indianaq, Bishnupur Rajarhat, Kolkata",bishnupur rajarhat,2,2700000,11679,545.0,Unfurnished,buy,bedroom_only,4954.13,21.43
"Bijoygarh, Kolkata",bijoygarh,3,7000000,22619,950.0,Unfurnished,buy,bedroom_only,7368.42,23.81
"Godrej Seven, Godrej Seven, Joka, Kolkata",joka,3,7500000,16914,734.0,Unfurnished,buy,address_bedroom,10217.98,23.04
"Baranagar, Kolkata",baranagar,2,2550000,21643,606.0,Semi-Furnished,buy,address_bedroom,4207.92,35.71
"Nator Park, Kasba, Kolkata",nator park,3,11000000,32119,1349.0,Semi-Furnished,buy,bedroom_only,8154.19,23.81
"Siddha Galaxia Phase I, Siddha Galaxia Phase I, Rajarhat, Kolkata",rajarhat,2,6500000,25000,654.0,Unfurnished,buy,exact_match,9938.84,38.23
"Narkeldanga, Kolkata",narkeldanga,2,3500000,27447,680.0,Unfurnished,buy,address_only,5147.06,40.36
"Haridevpur, Paschim Putiary, Kolkata",haridevpur,3,3500000,11413,750.0,Furnished,buy,address_only,4666.67,15.22
4 BHK House for Sale in Dum Dum Cantonment Kolkata,dum dum cantonment,4,6500000,20015,1200.0,Semi-Furnished,buy,address_only,5416.67,16.68
"Esteem Brooklyn, Esteem Brooklyn, Patuli, Kolkata",patuli,2,5760000,30000,784.0,Semi-Furnished,buy,exact_match,7346.94,38.27
"Pelican Lake View, Pelican Lake View, Nayabad, Kolkata",nayabad,2,3500000,20475,819.0,Semi-Furnished,buy,address_bedroom,4273.5,25.0
"Aashiana, Aashiana, New Alipore, Kolkata",new alipore,2,3200000,13402,512.0,Semi-Furnished,buy,address_bedroom,6250.0,26.18
"Barrackpore Trunk Road, Kolkata",barrackpore trunk road,3,4200000,17566,750.0,Semi-Furnished,buy,address_bedroom,5600.0,23.42
"Beleghata, Kolkata",beleghata,3,19000000,43381,1305.0,Unfurnished,buy,address_bedroom,14559.39,33.24
"Alipore, Kolkata",alipore,5,32500000,187500,2500.0,Furnished,buy,address_only,13000.0,75.0
