Name,City,Address,Bedrooms,Price,Rent,Area,Per_Sqft_Price,Furnishing
"3 BHK Flat for Rent in East Kolkata Township, Kolkata",Kolkata,"East Kolkata Township, Kolkata",3,N/A,30000,950,32,Semi-Furnished
"3 BHK Flat for Rent in Action Area 2, Kolkata",Kolkata,"Action Area 2, Kolkata",3,N/A,20000,1100,18,Semi-Furnished
"2 BHK Flat for Rent in Basunagar, Kolkata",Kolkata,"Basunagar, Kolkata",2,N/A,17000,850,20,Unfurnished
2 BHK House for Rent in Garia Kolkata,Kolkata,"Garia, Kolkata",2,N/A,9000,680,13,Unfurnished
"2 BHK Flat for Rent in Entally, Kolkata",Kolkata,"Entally, Kolkata",2,N/A,40000,920,43,Furnished
"1 BHK Flat for Rent in Block A Lake Town, Kolkata",Kolkata,"Lake Town Block A, Kolkata",1,N/A,12000,350,34,Furnished
"2 BHK Flat for Rent in Action Area 2, Kolkata",Kolkata,"Action Area 2, Kolkata",2,N/A,16500,800,21,Unfurnished
"3 BHK Flat for Rent in Unimark Lakewood Estate, Unimark Lakewood Estate, Patuli, Kolkata",Kolkata,"Patuli, Kolkata",3,N/A,30000,1228,24,Semi-Furnished
"2 BHK Flat for Rent in Airport 2 Number Gate, Kolkata",Kolkata,"Airport 2 Number Gate, Kolkata",2,N/A,9900,756,13,Semi-Furnished
"2 BHK Flat for Rent in Baguiati, Kolkata",Kolkata,"Baguiati, Kolkata",2,N/A,20000,800,25,Semi-Furnished
"2 BHK Flat for Rent in Dum Dum Cantonment, Kolkata",Kolkata,"Dum Dum Cantonment, Kolkata",2,N/A,15000,736,20,Furnished
"3 BHK Flat for Rent in Ruby Hospital Area, Kolkata",Kolkata,"Ruby General Hospital, Kolkata",3,N/A,19000,1100,17,Unfurnished
"2 BHK Flat for Rent in Bhattanagar, Kolkata",Kolkata,"Bhattanagar, Kolkata",2,N/A,10000,680,15,Semi-Furnished
"2 BHK Flat for Rent in Gopal Nagar, Kolkata",Kolkata,"Gopal Nagar, Kolkata",2,N/A,16000,700,23,Furnished
"3 BHK Flat for Rent in Dum Dum Park, Kolkata",Kolkata,"Dum Dum Park, Kolkata",3,N/A,17500,1100,16,Unfurnished
"4 BHK Flat for Rent in Vedic Sanjeeva Gardens , Vedic Sanjeeva Gardens, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",4,N/A,51000,1500,34,Semi-Furnished
"3 BHK Flat for Rent in New Alipore, Kolkata",Kolkata,"New Alipore, Kolkata",3,N/A,45000,1700,26,Unfurnished
"2 BHK Flat for Rent in WB Avidipta, WB Avidipta, Eastern Metropolitan Bypass, Kolkata",Kolkata,"EM Bypass, Kolkata",2,N/A,36000,850,42,Semi-Furnished
"3 BHK Flat for Rent in Saha Para Desh Bandhu Nagar, Kolkata",Kolkata,"Saha Para Desh Bandhu Nagar, Kolkata",3,N/A,19000,900,21,Semi-Furnished
3 BHK House for Rent in Durga Nagar Kolkata,Kolkata,"Durga Nagar, Kolkata",3,N/A,12000,1200,10,Unfurnished
2 BHK House for Rent in Barrackpore Kolkata,Kolkata,"Barrackpore, Kolkata",2,N/A,9000,1000,9,Unfurnished
3 BHK House for Rent in Mukundapur Main Road Kolkata,Kolkata,"Mukundapur Main Road, Kolkata",3,N/A,14000,816,17,Semi-Furnished
"2 BHK Flat for Rent in Kamalgazi, Narendrapur, Kolkata",Kolkata,"Kamalgazi, Kolkata",2,N/A,16000,880,18,Semi-Furnished
"2 BHK Flat for Rent in Baghajatin Colony, Kolkata",Kolkata,"Baghajatin, Kolkata",2,N/A,13000,1260,10,Furnished
2 BHK Villa for Rent in Behala Chowrasta Kolkata,Kolkata,"Behala Chowrasta, Kolkata",2,N/A,12000,750,16,Unfurnished
"2 BHK Flat for Rent in Parnasree Palli, Kolkata",Kolkata,"Parnasree, Kolkata",2,N/A,25000,1000,25,Furnished
"2 BHK Flat for Rent in Bijoygarh, Kolkata",Kolkata,"Bijoygarh, Kolkata",2,N/A,11000,750,15,Unfurnished
"3 BHK Flat for Rent in Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",Kolkata,"Action Area 3, Kolkata",3,N/A,21000,901,23,Furnished
"3 BHK Flat for Rent in Salt Lake City, Kolkata",Kolkata,"Salt Lake City, Kolkata",3,N/A,72000,2000,36,Furnished
"4 BHK Flat for Rent in Merlin Verve, Merlin Verve, Tollygunge, Kolkata",Kolkata,"Tollygunge, Kolkata",4,N/A,65000,1800,36,Semi-Furnished
"3 BHK Flat for Rent in Salarpuria Silver Oak Estate, Salarpuria Silver Oak Estate, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",3,N/A,35000,1660,21,Semi-Furnished
"5 BHK Flat for Rent in Urbana, Urbana, Ruby Hospital Area, Kolkata",Kolkata,"Ruby General Hospital, Kolkata",5,N/A,3.5 Lac,5205,67,Furnished
"2 BHK Flat for Rent in Sakher Bazar, Purba Barisha, Kolkata",Kolkata,"Sakher Bazar, Kolkata",2,N/A,14000,851,16,Unfurnished
"4 BHK Flat for Rent in Manohar Pukur Road, Kolkata",Kolkata,"Manohar Pukur Road, Kolkata",4,N/A,85000,2500,34,Unfurnished
"3 BHK Flat for Rent in Urbana, Urbana, Eastern Metropolitan Bypass, Kolkata",Kolkata,"EM Bypass, Kolkata",3,N/A,75000,1840,41,Furnished
"2 BHK Flat for Rent in Tollygunge, Kolkata",Kolkata,"Tollygunge, Kolkata",2,N/A,25000,700,36,Furnished
"2 BHK Flat for Rent in Baranagar, Kolkata",Kolkata,"Baranagar, Kolkata",2,N/A,13000,750,17,Unfurnished
"3 BHK Flat for Rent in Teen Kanya, Teen Kanya, New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,24000,1655,15,Unfurnished
"2 BHK Flat for Rent in Adya Highrise, Adya Highrise, Tollygunge, Kolkata",Kolkata,"Tollygunge, Kolkata",2,N/A,20000,924,22,Semi-Furnished
"3 BHK Flat for Rent in Eastern Metropolitan Bypass, Kolkata",Kolkata,"EM Bypass, Kolkata",3,N/A,20000,900,22,Unfurnished
"> 10 BHK House for Rent in Hidco Appartment, New Town Kolkata",Kolkata,"New Town, Kolkata",10,N/A,1.7 Lac,5500,31,Unfurnished
> 10 BHK House for Rent in Action Area 1 Kolkata,Kolkata,"Action Area 1, Kolkata",10,N/A,3.3 Lac,5500,60,Furnished
"4 BHK Flat for Rent in Action Area 1, Kolkata",Kolkata,"Action Area 1, Kolkata",4,N/A,45000,1650,27,Unfurnished
"3 BHK Flat for Rent in Ideal Aquaview, Ideal Aquaview, Sector 5 Salt Lake City, Kolkata",Kolkata,"Sector 5 Salt Lake City, Kolkata",3,N/A,40000,1000,40,Semi-Furnished
"3 BHK Flat for Rent in PS ONE10, PS ONE10, New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,50000,1435,35,Unfurnished
"2 BHK Flat for Rent in Rishi Pranaya, Rishi Pranaya, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",2,N/A,23500,644,36,Unfurnished
"3 BHK Flat for Rent in Ambuja Ecospace Residencia, Ambuja Ecospace Residencia, New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,50000,1476,34,Semi-Furnished
"2 BHK Flat for Rent in International Airport, Dum Dum, Jessore Road, Kolkata",Kolkata,"International Airport, Kolkata",2,N/A,20000,870,23,Furnished
"3 BHK Flat for Rent in Action Area 1, Kolkata",Kolkata,"Action Area 1, Kolkata",3,N/A,30000,1200,25,Furnished
"2 BHK Flat for Rent in Dunlop, Dakshineswar, Belgharia Expressway, Kolkata",Kolkata,"Dunlop, Kolkata",2,N/A,15000,450,33,Furnished
"3 BHK Flat for Rent in Amit ECOS, Amit ECOS, New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,80000,1635,49,Furnished
"3 BHK Flat for Rent in Merlin 5th Avenue, Merlin 5th Avenue, Sector 5 Salt Lake City, Kolkata",Kolkata,N/A,3,N/A,70000,N/A,N/A,Unfurnished
"3 BHK Flat for Rent in Eastern Green, Eastern Green, New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,35000,1244,28,Unfurnished
"2 BHK Flat for Rent in Kasba Housing, Kasba Housing, Kasba, Kolkata",Kolkata,"Kasba, Kolkata",2,N/A,16000,800,20,Furnished
"3 BHK Flat for Rent in Jadavpur Main Road, Kolkata",Kolkata,"Jadavpur Main Road, Kolkata",3,N/A,30000,1000,30,Unfurnished
"2 BHK Flat for Rent in Garia, Kolkata",Kolkata,"Garia, Kolkata",2,N/A,15000,550,27,Unfurnished
1 BHK House for Rent in Salt Lake City Kolkata,Kolkata,"Salt Lake City, Kolkata",1,N/A,15000,550,27,Unfurnished
"4 BHK Flat for Rent in Jayanti, Kolkata",Kolkata,"Jayanti, Kolkata",4,N/A,1.1 Lac,2500,44,Furnished
"3 BHK Flat for Rent in Greenfield City, Greenfield City, Shibrampur, Shibrampur Mauza, Kolkata",Kolkata,"Shibrampur, Kolkata",3,N/A,18000,1100,16,Semi-Furnished
"3 BHK Flat for Rent in DTC Sojon, DTC Sojon, Joka, Kolkata",Kolkata,"Joka, Kolkata",3,N/A,21000,1130,19,Unfurnished
"2 BHK Flat for Rent in Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",Kolkata,"Action Area 3, Kolkata",2,N/A,18500,650,28,Furnished
"3 BHK Flat for Rent in Premier Joy 98, Premier Joy 98, Barrackpore Trunk Road, Kolkata",Kolkata,"Barrackpore Trunk Road, Kolkata",3,N/A,36000,1350,27,Semi-Furnished
"2 BHK Flat for Rent in Ballygunge Park Road, Kolkata",Kolkata,"Ballygunge Park Road, Kolkata",2,N/A,70000,1400,50,Semi-Furnished
"3 BHK Flat for Rent in New Alipore, Kolkata",Kolkata,"New Alipore, Kolkata",3,N/A,32000,1100,29,Unfurnished
"4 BHK Flat for Rent in Ballygunge, Kolkata",Kolkata,"Ballygunge, Kolkata",4,N/A,1.5 Lac,2200,68,Unfurnished
3 BHK House for Rent in Salt Lake City Kolkata,Kolkata,"Salt Lake City, Kolkata",3,N/A,30000,1500,20,Unfurnished
"3 BHK Flat for Rent in Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",Kolkata,"Action Area 3, Kolkata",3,N/A,18000,901,20,Unfurnished
"2 BHK Flat for Rent in Dum Dum, Kolkata",Kolkata,"Dum Dum, Kolkata",2,N/A,7500,480,16,Unfurnished
"2 BHK Flat for Rent in New Alipore, Kolkata",Kolkata,"New Alipore, Kolkata",2,N/A,16000,800,20,Unfurnished
3 BHK Flat for Rent in Kolkata,Kolkata,"park Vista, Kolkata",3,N/A,50000,1050,48,Unfurnished
"3 BHK Flat for Rent in Uttalika, Uttalika, Mukundapur, Kolkata",Kolkata,"Mukundapur, Kolkata",3,N/A,82000,2256,36,Semi-Furnished
"3 BHK Flat for Rent in Meharia Windsor Heights, Meharia Windsor Heights, Eastern Metropolitan Bypass, Kolkata",Kolkata,"EM Bypass, Kolkata",3,N/A,36000,1490,24,Semi-Furnished
"2 BHK Flat for Rent in Paddapukur, Bhawanipur, Kolkata",Kolkata,"Paddapukur, Kolkata",2,N/A,50000,1100,45,Semi-Furnished
"2 BHK Flat for Rent in City High, City High, Prince Anwar Shah Road, Kolkata",Kolkata,"Prince Anwar Shah Road, Kolkata",2,N/A,25000,900,28,Semi-Furnished
"3 BHK Flat for Rent in Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",Kolkata,"Action Area 3, Kolkata",3,N/A,20500,901,23,Unfurnished
"3 BHK Flat for Rent in DTC Southern Heights, DTC Southern Heights, Joka, Kolkata",Kolkata,"Joka, Kolkata",3,N/A,24000,1169,21,Unfurnished
2 BHK House for Rent in Sector 1 Salt Lake City Kolkata,Kolkata,"Sector 1 Salt Lake City, Kolkata",2,N/A,22000,900,24,Unfurnished
"2 BHK Flat for Rent in Action Area 2, Kolkata",Kolkata,"Action Area 2, Kolkata",2,N/A,35000,750,47,Furnished
4 BHK House for Rent in Sector 1 Salt Lake City Kolkata,Kolkata,"Sector 1 Salt Lake City, Kolkata",4,N/A,45000,1660,27,Unfurnished
"3 BHK Flat for Rent in New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,28000,1000,28,Furnished
"2 BHK Flat for Rent in Haridevpur, Paschim Putiary, Kolkata",Kolkata,"Haridevpur, Kolkata",2,N/A,12000,725,17,Unfurnished
"3 BHK Flat for Rent in Ideal Enclave, Ideal Enclave, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",3,N/A,26000,1260,21,Semi-Furnished
"3 BHK Flat for Rent in Shapoorji Pallonji Joyville Howrah, Shapoorji Pallonji Joyville Howrah, Howrah, Kolkata",Kolkata,"Howrah, Kolkata",3,N/A,21000,1291,16,Unfurnished
"1 BHK Flat for Rent in Nagerbazar, Kolkata",Kolkata,"Nagerbazar, Kolkata",1,N/A,7001,750,9,Unfurnished
"2 BHK Flat for Rent in WB Avidipta, WB Avidipta, Eastern Metropolitan Bypass, Kolkata",Kolkata,"EM Bypass, Kolkata",2,N/A,32000,834,38,Furnished
"4 BHK Flat for Rent in South City, South City, Prince Anwar Shah Road, Kolkata",Kolkata,"Prince Anwar Shah Road, Kolkata",4,N/A,60000,1707,35,Unfurnished
"3 BHK Flat for Rent in New Alipore, Kolkata",Kolkata,"New Alipore, Kolkata",3,N/A,90000,1500,60,Furnished
"2 BHK Flat for Rent in Magnolia Skyview, Magnolia Skyview, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",2,N/A,13500,980,14,Unfurnished
"3 BHK Flat for Rent in Action Area 1, Kolkata",Kolkata,"Action Area 1, Kolkata",3,N/A,23000,1450,16,Unfurnished
"4 BHK Flat for Rent in TATA 88 East, TATA 88 East, Alipore, Kolkata",Kolkata,"Alipore, Kolkata",4,N/A,2 Lac,1958,102,Semi-Furnished
"1 BHK Flat for Rent in Sector 4 Salt Lake City, Kolkata",Kolkata,"Sector 4 Salt Lake City, Kolkata",1,N/A,8000,350,23,Unfurnished
"3 BHK Flat for Rent in Unitech Uniworld City, Unitech Uniworld City, New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,40000,1414,28,Semi-Furnished
"3 BHK Flat for Rent in Action Area 1, Kolkata",Kolkata,"Action Area 1, Kolkata",3,N/A,23000,1450,16,Unfurnished
"3 BHK Flat for Rent in Desh Bandhu Nagar Baguiati, Kolkata",Kolkata,"Desh Bandhu Nagar, Kolkata",3,N/A,11000,1100,10,Unfurnished
"2 BHK Flat for Rent in Salt Lake City, Kolkata",Kolkata,"Salt Lake City, Kolkata",2,N/A,16000,900,18,Unfurnished
"3 BHK Flat for Rent in Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",3,N/A,35000,1100,32,Furnished
"2 BHK Flat for Rent in Dhakuria, Kolkata",Kolkata,"Dhakuria, Kolkata",2,N/A,25000,645,39,Semi-Furnished
"2 BHK Flat for Rent in Display Vinimay Urban Greens, Display Vinimay Urban Greens, Rajarhat Main Road, Kolkata",Kolkata,"Rajarhat Main Road, Kolkata",2,N/A,25000,800,31,Unfurnished
"3 BHK Flat for Rent in Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",3,N/A,21000,950,22,Unfurnished
"2 BHK Flat for Rent in Phool Bagan Kankurgachi, Kolkata",Kolkata,"Phool Bagan, Kolkata",2,N/A,40000,1480,27,Furnished
"2 BHK Flat for Rent in Tollygunge, Kolkata",Kolkata,"Tollygunge, Kolkata",2,N/A,10500,705,15,Semi-Furnished
"3 BHK Flat for Rent in Greenfield Ambition, Greenfield Ambition, New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,20000,1800,11,Unfurnished
"3 BHK Flat for Rent in New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,20000,1050,19,Unfurnished
"3 BHK Flat for Rent in Amaya Altius, Amaya Altius, Eastern Metropolitan Bypass, Kolkata",Kolkata,"EM Bypass, Kolkata",3,N/A,1.7 Lac,2500,66,Furnished
"2 BHK Flat for Rent in Jadavpur, Kolkata",Kolkata,"Jadavpur, Kolkata",2,N/A,20000,1000,20,Furnished
"3 BHK Flat for Rent in Ekta Floral, Ekta Floral, Park Circus, Ballygunge, Kolkata",Kolkata,"Park Circus, Kolkata",3,N/A,55000,1500,37,Furnished
"3 BHK Flat for Rent in The Ektaa Lotus, The Ektaa Lotus, Tangra, Kolkata",Kolkata,"Tangra, Kolkata",3,N/A,40000,1150,35,Unfurnished
"3 BHK Flat for Rent in Rishi Pranaya, Rishi Pranaya, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",3,N/A,26000,767,34,Semi-Furnished
"2 BHK Flat for Rent in New Alipore, Kolkata",Kolkata,"New Alipore, Kolkata",2,N/A,25000,1000,25,Unfurnished
3 BHK Flat for Rent in Kolkata,Kolkata,"Sukanya Apartment, Kolkata",3,N/A,15000,850,18,Semi-Furnished
"3 BHK Flat for Rent in Baguiati, Kolkata",Kolkata,"Baguiati, Kolkata",3,N/A,20000,1025,20,Semi-Furnished
"3 BHK Flat for Rent in Upohar The Condoville, Upohar The Condoville, Eastern Metropolitan Bypass, Kolkata",Kolkata,"EM Bypass, Kolkata",3,N/A,50000,1739,29,Semi-Furnished
"2 BHK Flat for Rent in Bansdroni, Kolkata",Kolkata,"Bansdroni, Kolkata",2,N/A,25000,600,42,Furnished
"3 BHK Flat for Rent in Rupayan Su Casa Unique, Rupayan Su Casa Unique, Narendrapur Rajpur Sonarpur, Kolkata",Kolkata,"Narendrapur, Kolkata",3,N/A,15000,750,20,Semi-Furnished
"2 BHK Flat for Rent in Genexx Valley, Genexx Valley, Joka, Kolkata",Kolkata,"Joka, Kolkata",2,N/A,14500,875,17,Unfurnished
"2 BHK Flat for Rent in Srijan Eternia, Srijan Eternia, Madhyamgram, Kolkata",Kolkata,"Madhyamgram, Kolkata",2,N/A,12000,811,15,Semi-Furnished
2 BHK House for Rent in Netaji Nagar Kolkata,Kolkata,"Netaji Nagar, Kolkata",2,N/A,15000,500,30,Unfurnished
3 BHK House for Rent in Sector 1 Salt Lake City Kolkata,Kolkata,"Sector 1 Salt Lake City, Kolkata",3,N/A,40000,1800,22,Semi-Furnished
"2 BHK Flat for Rent in Tagore Park, Kasba, Kolkata",Kolkata,"Tagore Park, Kolkata",2,N/A,21500,700,31,Unfurnished
3 BHK House for Rent in Kankurgachi Kolkata,Kolkata,"Kankurgachi, Kolkata",3,N/A,20000,900,22,Semi-Furnished
"1 BHK Flat for Rent in Tollygunge, Kolkata",Kolkata,"Tollygunge, Kolkata",1,N/A,8500,550,15,Semi-Furnished
"2 BHK Flat for Rent in Eden Solaris City Serampore, Eden Solaris City Serampore, Serampore, Kolkata",Kolkata,"Serampore, Kolkata",2,N/A,12000,710,17,Unfurnished
"2 BHK Flat for Rent in Purba Putiary, Kolkata",Kolkata,N/A,2,N/A,9000,N/A,N/A,Unfurnished
"3 BHK Flat for Rent in Vip Road, Kolkata",Kolkata,"VIP Road, Kolkata",3,N/A,20000,1283,16,Furnished
3 BHK House for Rent in Salt Lake City Kolkata,Kolkata,"Salt Lake City, Kolkata",3,N/A,65000,1600,41,Semi-Furnished
"4 BHK Flat for Rent in Prasad Rare Earth, Prasad Rare Earth, Narkeldanga, Kolkata",Kolkata,"Narkeldanga, Kolkata",4,N/A,80000,1982,40,Semi-Furnished
"3 BHK Flat for Rent in Srijan Heritage Heights, Srijan Heritage Heights, Rash Behari Avenue, Kolkata",Kolkata,"Rash Behari Avenue, Kolkata",3,N/A,67000,1388,48,Furnished
"2 BHK Flat for Rent in Ballygunge, Kolkata",Kolkata,"Ballygunge, Kolkata",2,N/A,15000,820,18,Unfurnished
"3 BHK Flat for Rent in Action Area 1, Kolkata",Kolkata,"Action Area 1, Kolkata",3,N/A,25000,1500,17,Semi-Furnished
"2 BHK Flat for Rent in Picnic Garden, Tiljala, Kolkata",Kolkata,"Picnic Garden, Kolkata",2,N/A,25000,750,33,Furnished
"3 BHK Flat for Rent in Ballygunge, Kolkata",Kolkata,"Ballygunge, Kolkata",3,N/A,65000,1250,52,Furnished
"2 BHK Flat for Rent in Merlin Trinoyoni, Merlin Trinoyoni, Sarsuna, Kolkata",Kolkata,"Sarsuna, Kolkata",2,N/A,9000,730,12,Semi-Furnished
3 BHK House for Rent in Sector 3 Salt Lake City Kolkata,Kolkata,"Sector 3 Salt Lake City, Kolkata",3,N/A,42000,1100,38,Semi-Furnished
2 BHK Flat for Rent in Kolkata,Kolkata,"Near Birla Planetarium, Kolkata",2,N/A,60000,1433,42,Furnished
"2 BHK Flat for Rent in GM Meena Orchid, GM Meena Orchid, Sector 5 Salt Lake City, Kolkata",Kolkata,"Sector 5 Salt Lake City, Kolkata",2,N/A,9000,860,10,Furnished
"2 BHK Flat for Rent in VIP Enclave, VIP Enclave, Kazi Nazrul Islam Avenue, Kolkata",Kolkata,"Kazi Nazrul Islam Avenue, Kolkata",2,N/A,18000,750,24,Furnished
"3 BHK Flat for Rent in Eden Richmond Park, Eden Richmond Park, Garia, Kolkata",Kolkata,"Garia, Kolkata",3,N/A,22000,1150,19,Furnished
2 BHK House for Rent in Rajpur Sonarpur Kolkata,Kolkata,"Rajpur Sonarpur, Kolkata",2,N/A,7000,650,11,Unfurnished
"3 BHK Flat for Rent in Garia, Kolkata",Kolkata,"Garia, Kolkata",3,N/A,30000,1413,21,Semi-Furnished
"4 BHK Flat for Rent in Vatika The V, Vatika The V, Rajarhat, Kolkata",Kolkata,N/A,4,N/A,1.4 Lac,N/A,N/A,Unfurnished
"2 BHK Flat for Rent in SP Eco Prahari Village, SP Eco Prahari Village, New Town, Kolkata",Kolkata,"New Town, Kolkata",2,N/A,18000,850,21,Semi-Furnished
2 BHK House for Rent in Mogra Kolkata,Kolkata,"Mogra, Kolkata",2,N/A,8000,1500,5,Semi-Furnished
"3 BHK Flat for Rent in Merlin Verve, Merlin Verve, Tollygunge, Kolkata",Kolkata,"Tollygunge, Kolkata",3,N/A,70000,1263,55,Furnished
"4 BHK Flat for Rent in DLF New Town Heights, DLF New Town Heights, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",4,N/A,80000,2530,32,Unfurnished
"4 BHK Flat for Rent in Rosedale Garden, Rosedale Garden, New Town, Kolkata",Kolkata,"New Town, Kolkata",4,N/A,99000,3866,26,Semi-Furnished
"1 BHK Flat for Rent in Shapoorji Pallonji Bengal Shapoorji Shukhobristhi, Shapoorji Pallonji Bengal Shapoorji Shukhobristhi, Action Area 3, Kolkata",Kolkata,"Action Area 3, Kolkata",1,N/A,10000,480,21,Furnished
"2 BHK Flat for Rent in Hanapara Krishnapur, Kolkata",Kolkata,"Hanapara, Kolkata",2,N/A,9000,710,13,Unfurnished
3 BHK Flat for Rent in Kolkata,Kolkata,"Block G New Alipore, Kolkata",3,N/A,80000,1250,64,Furnished
"2 BHK Flat for Rent in Deeshari Megacity Phase 1, Deeshari Megacity Phase 1, Rajpur Sonarpur, Kolkata",Kolkata,"Rajpur Sonarpur, Kolkata",2,N/A,13000,550,24,Furnished
"3 BHK Flat for Rent in Bengal Peerless Animikha, Bengal Peerless Animikha, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",3,N/A,25000,950,26,Unfurnished
2 BHK House for Rent in Thakurpukur Kolkata,Kolkata,"Thakurpukur, Kolkata",2,N/A,8000,450,18,Furnished
"3 BHK Flat for Rent in Behala, Kolkata",Kolkata,"Behala, Kolkata",3,N/A,27000,1200,23,Unfurnished
"3 BHK Flat for Rent in Eternis, Eternis, Madhyamgram, Kolkata",Kolkata,N/A,3,N/A,25000,N/A,N/A,Unfurnished
"1 BHK Flat for Rent in Sreema Apartment, Sreema Apartment, Tollygunge, Kolkata",Kolkata,"Tollygunge, Kolkata",1,N/A,10000,450,22,Unfurnished
2 BHK Flat for Rent in Kolkata,Kolkata,"Panditiya Place, Kolkata",2,N/A,18000,720,25,Semi-Furnished
"2 BHK Flat for Rent in Dum Dum Park, Kolkata",Kolkata,"Dum Dum Park, Kolkata",2,N/A,14000,690,20,Semi-Furnished
"2 BHK Flat for Rent in Tollygunge, Kolkata",Kolkata,"Tollygunge, Kolkata",2,N/A,25000,741,34,Unfurnished
"3 BHK Flat for Rent in Uniworld City, Uniworld City, Action Area 3, Kolkata",Kolkata,"Action Area 3, Kolkata",3,N/A,61000,1870,33,Furnished
"3 BHK Flat for Rent in Action Area 2, Kolkata",Kolkata,"Action Area 2, Kolkata",3,N/A,20000,1000,20,Semi-Furnished
3 BHK Flat for Rent in Kolkata,Kolkata,"Prince anwar shah connector, Kolkata",3,N/A,22000,976,23,Semi-Furnished
"2 BHK Flat for Rent in Orbit North View, Orbit North View, Tala, Kolkata",Kolkata,"Tala, Kolkata",2,N/A,21000,1200,18,Semi-Furnished
"2 BHK Flat for Rent in Rajwada Nirvana, Rajwada Nirvana, Kamalgazi, Narendrapur, Kolkata",Kolkata,"Kamalgazi, Kolkata",2,N/A,23000,750,31,Furnished
"1 BHK Flat for Rent in Shapoorji Paloonji Sukhobristi, Shapoorji Paloonji Sukhobristi, New Town, Kolkata",Kolkata,"New Town, Kolkata",1,N/A,17500,450,39,Furnished
3 BHK Flat for Rent in Kolkata,Kolkata,"morutrisha action area 2, Kolkata",3,N/A,35000,1200,29,Semi-Furnished
"2 BHK Flat for Rent in Shriram Sunshine One, Shriram Sunshine One, Kolkata",Kolkata,"Shriram grand city, Kolkata",2,N/A,10000,630,16,Unfurnished
"3 BHK Flat for Rent in GPS Meena Fortuna, GPS Meena Fortuna, New Town, Kolkata",Kolkata,"New Town, Kolkata",3,N/A,24000,800,30,Semi-Furnished
"2 BHK Flat for Rent in Dolphin Santana Apartment, Dolphin Santana Apartment, Rajarhat, Kolkata",Kolkata,"Rajarhat, Kolkata",2,N/A,10000,700,14,Unfurnished
2 BHK House for Rent in Pirpukur South Park Ward Number 113 Kolkata,Kolkata,"Kalitala, Kolkata",2,N/A,8500,850,10,Unfurnished
3 BHK Flat for Rent in Kolkata,Kolkata,"Near Don Bosco School Liluah, Kolkata",3,N/A,20000,1400,14,Semi-Furnished
"2 BHK Flat for Rent in Dankuni, Kolkata",Kolkata,"Dankuni, Kolkata",2,N/A,16000,756,21,Furnished
"2 BHK Flat for Rent in Beniapukur, Kolkata",Kolkata,"Beniapukur, Kolkata",2,N/A,27000,700,39,Unfurnished
"3 BHK Flat for Rent in Primarc Southwinds, Primarc Southwinds, Sonarpur, Kolkata",Kolkata,"Sonarpur, Kolkata",3,N/A,24000,1000,24,Semi-Furnished
"2 BHK Flat for Rent in Space Club Town Heights, Space Club Town Heights, Barrackpore Trunk Road, Kolkata",Kolkata,"Barrackpore Trunk Road, Kolkata",2,N/A,25000,850,29,Unfurnished
"2 BHK Flat for Rent in Golf Green Urban Complex, Golf Green Urban Complex, Golf Green, Jadavpur, Kolkata",Kolkata,"Golf Green, Kolkata",2,N/A,12000,508,24,Unfurnished
"1 BHK Flat for Rent in Genexx Valley, Genexx Valley, Joka, Kolkata",Kolkata,"Joka, Kolkata",1,N/A,14000,800,18,Furnished
"1 BHK Flat for Rent in New Alipore, Kolkata",Kolkata,"New Alipore, Kolkata",1,N/A,16000,640,25,Unfurnished
"3 BHK Flat for Rent in Amar Basha 2, Amar Basha 2, Mahamaya Tala, Garia, Kolkata",Kolkata,"Mahamaya Tala, Kolkata",3,N/A,18000,1044,17,Semi-Furnished
"3 BHK Flat for Rent in Action Area 2, Kolkata",Kolkata,"Action Area 2, Kolkata",3,N/A,16500,1000,17,Semi-Furnished
"2 BHK Flat for Rent in Howrah, Kolkata",Kolkata,"Howrah, Kolkata",2,N/A,15000,800,19,Furnished
